Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/10/063/0,010063,压力趋势特性,0,先升后降；大气压力与三小时前相同或更高,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/063/1,010063,压力趋势特性,1,先增加，然后保持稳定；或先增加，然后更缓慢地增加,先升后降；大气压力与三小时前相同或更高,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063/2,010063,压力趋势特性,2,先增加，然后保持稳定；或先增加，然后更缓慢地增加,先升后降；大气压力与三小时前相同或更高,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063/3,010063,压力趋势特性,3,先增加，然后保持稳定；或先增加，然后更缓慢地增加,先升后降；大气压力与三小时前相同或更高,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063/4,010063,压力趋势特性,4,稳定；大气压力与三小时前相同,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/063/5,010063,压力趋势特性,5,先升后降；大气压力与三小时前相同或更高,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063/6,010063,压力趋势特性,6,先增加，然后保持稳定；或先增加，然后更缓慢地增加,稳定；大气压力与三小时前相同,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063/7,010063,压力趋势特性,7,减少（稳定或不稳定）,稳定；大气压力与三小时前相同,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063/8,010063,压力趋势特性,8,先增加，然后保持稳定；或先增加，然后更缓慢地增加,稳定；大气压力与三小时前相同,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063/9-14,010063,压力趋势特性,9-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063/15,010063,压力趋势特性,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/064/0,010064,SIGMET 巡航高度,0,亚音速,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/064/1,010064,SIGMET 巡航高度,1,跨音速,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/064/2,010064,SIGMET 巡航高度,2,超音速,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/064/3-6,010064,SIGMET 巡航高度,3-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/064/7,010064,SIGMET 巡航高度,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
