Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/11/001,11,风和湍流,011001,风向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/002,11,风和湍流,011002,风速,m/s,1,0,12,m/s,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/003,11,风和湍流,011003,u-分量,m/s,1,-4096,13,m/s,1,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/004,11,风和湍流,011004,v组件,m/s,1,-4096,13,m/s,1,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/005,11,风和湍流,011005,w组件,Pa/s,1,-512,10,Pa/s,1,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/006,11,风和湍流,011006,w组件,m/s,2,-4096,13,m/s,2,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/007,11,风和湍流,011007,相对风向（以船首为基准的偏离角度）,deg,0,0,9,deg,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/008,11,风和湍流,011008,风速,m/s,1,0,12,m/s,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/010,11,风和湍流,011010,风向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/011,11,风和湍流,011011,风向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/012,11,风和湍流,011012,风速,m/s,1,0,12,m/s,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/013,11,风和湍流,011013,风向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/014,11,风和湍流,011014,风速,m/s,1,0,12,m/s,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/016,11,风和湍流,011016,可变风的极端逆时针风向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/017,11,风和湍流,011017,可变风的极端逆时针风向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/019,11,风和湍流,011019,风的稳定性,%,0,0,7,%,0,3,（参见注释 3）,147,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/021,11,风和湍流,011021,相对涡度,/s,9,-65536,17,/s,9,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/022,11,风和湍流,011022,分歧,/s,9,-65536,17,/s,9,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/023,11,风和湍流,011023,速度势,m2/s,-2,-65536,17,m2/s,-2,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/024,11,风和湍流,011024,去除涡旋后的平均u分量,m/s,1,-4096,13,m/s,0,0,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/025,11,风和湍流,011025,去除涡旋后的平均v分量,m/s,1,-4096,13,m/s,0,0,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/030,11,风和湍流,011030,扩展的湍流程度,Code table,0,0,6,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/031,11,风和湍流,011031,扩展的湍流程度,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/032,11,风和湍流,011032,湍流底部高度,m,-1,-40,16,m,-1,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/11/033,11,风和湍流,011033,湍流底部高度,m,-1,-40,16,m,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/11/034,11,风和湍流,011034,垂直阵风速度,m/s,1,-1024,11,m/s,1,4,,,Operational,"AI Translator: azure, Glossary Not Used"
