Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/40/005/1,040005,土壤湿度校正标志,1,土壤湿度在-20%到0%之间,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/005/2,040005,土壤湿度校正标志,2,土壤湿度在-20%到0%之间,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/005/3,040005,土壤湿度校正标志,3,湿反向散射参考的校正,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/005/4,040005,土壤湿度校正标志,4,湿反向散射参考的校正,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/005/5,040005,土壤湿度校正标志,5,沙中的体积散射校正,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/005/6-7,040005,土壤湿度校正标志,6-7,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/005/All-8,040005,土壤湿度校正标志,All 8,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/006/1,040006,土壤湿度校正标志,1,不是土壤,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/006/2,040006,土壤湿度校正标志,2,对低于限制的土壤湿度的敏感性,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/006/3,040006,土壤湿度校正标志,3,方位噪声超出限制,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/006/4,040006,土壤湿度校正标志,4,后向散射前后波束超出范围,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/006/5,040006,土壤湿度校正标志,5,坡度中前梁超出范围,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/006/6,040006,土壤湿度校正标志,6,坡度中前梁超出范围,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/006/7,040006,土壤湿度校正标志,7,土壤湿度在-20%到0%之间,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/006/8,040006,土壤湿度校正标志,8,土壤湿度在-20%到0%之间,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/006/9-15,040006,土壤湿度校正标志,9-15,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/006/All-16,040006,土壤湿度校正标志,All 16,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/011/1,040011,插值标志,1,平均海面（MSS）插值标志,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/011/2,040011,插值标志,2,海洋潮汐解1插值标志（0 = 海洋上4个点，1 = 少于4个点）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/011/3,040011,插值标志,3,海洋潮汐解1插值标志（0 = 海洋上4个点，1 = 少于4个点）,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/011/4,040011,插值标志,4,海洋潮汐解1插值标志（0 = 海洋上4个点，1 = 少于4个点）,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/011/5-7,040011,插值标志,5-7,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/011/All-8,040011,插值标志,All 8,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/40/012/1,040012,辐射计数据质量标志,1,18.7 GHz亮度温度,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/40/012/2,040012,辐射计数据质量标志,2,18.7 GHz亮度温度,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
