Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/30/001,30,图像,030001,（像素值（4位）的非运行长度编码行）,Numeric,0,0,4,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/002,30,图像,030002,像素值（8位）,Numeric,0,0,8,Numeric,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/004,30,图像,030004,像素值（8位）,Numeric,0,0,16,Numeric,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/010,30,图像,030010,网格点数,Numeric,0,0,13,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/021,30,图像,030021,每行像素数,Numeric,0,0,12,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/022,30,图像,030022,每行像素数,Numeric,0,0,12,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/031,30,图像,030031,图片类型,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/032,30,图像,030032,与其他数据的组合,Flag table,0,0,16,Flag table,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/30/033,30,图像,030033,沿径向的分箱数量,Numeric,0,0,12,Numeric,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/30/034,30,图像,030034,方位角观测次数,Numeric,0,0,12,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
