Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/35/000,35,监控信息,035000,FM和区域代码编号,Code table,0,0,10,Code table,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001,35,监控信息,035001,监测期,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/011,35,监控信息,035011,实际收到的报告数量,Numeric,0,0,14,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/021,35,监控信息,035021,公告正在监控 (TTAAii),CCITT IA5,0,0,48,Character,0,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/022,35,监控信息,035022,公告正在监控 (TTAAii),CCITT IA5,0,0,48,Character,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/023,35,监控信息,035023,公告正在监控 (CCCC),CCITT IA5,0,0,32,Character,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/024,35,监控信息,035024,公告正在监控 (BBB),CCITT IA5,0,0,24,Character,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030,35,监控信息,035030,预期数据可用性中的差异,Code table,0,0,4,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/031,35,监控信息,035031,监测结果的限定符,Code table,0,0,7,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/032,35,监控信息,035032,缺失数据的原因,Code table,0,0,4,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/033,35,监控信息,035033,观察和收集缺陷,Code table,0,0,7,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/034,35,监控信息,035034,调查期间数据可用性的统计趋势,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/035,35,监控信息,035035,终止原因,Code table,0,0,5,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
