Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/33/002,33,质量信息,033002,质量信息,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/003,33,质量信息,033003,质量信息,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005,33,质量信息,033005,质量信息（AWS数据）,Flag table,0,0,30,Flag table,0,10,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/006,33,质量信息,033006,内部测量状态信息 (AWS),Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/007,33,质量信息,033007,百分比置信度,%,0,0,7,%,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/015,33,质量信息,033015,数据质量检查指标,Code table,0,0,6,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/020,33,质量信息,033020,以下数值的质量控制指示,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/021,33,质量信息,033021,以下数值的质量,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/022,33,质量信息,033022,浮标卫星传输质量,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/023,33,质量信息,033023,浮标位置的质量,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/024,33,质量信息,033024,移动站台站高质量标记,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/025,33,质量信息,033025,ACARS插值值指示器,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/026,33,质量信息,033026,湿度质量,Code table,0,0,6,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/027,33,质量信息,033027,位置质量等级（66%置信范围半径）,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/028,33,质量信息,033028,快照整体质量,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/030,33,质量信息,033030,ATOVS的扫描线状态标志,Flag table,0,0,24,Flag table,0,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/031,33,质量信息,033031,ATOVS的扫描线状态标志,Flag table,0,0,24,Flag table,0,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/032,33,质量信息,033032,ATOVS的信道质量标志,Flag table,0,0,24,Flag table,0,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/033,33,质量信息,033033,ATOVS的信道质量标志,Flag table,0,0,24,Flag table,0,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/035,33,质量信息,033035,手动/自动质量控制,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/036,33,质量信息,033036,名义置信阈值,%,0,0,7,%,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/037,33,质量信息,033037,风相关误差,Flag table,0,0,20,Flag table,0,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/038,33,质量信息,033038,地面GNSS数据的质量标志,Flag table,0,0,10,Flag table,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/039,33,质量信息,033039,无线电掩星数据的质量标志,Flag table,0,0,16,Flag table,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/040,33,质量信息,033040,置信区间,%,0,0,7,%,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/041,33,质量信息,033041,以下值的属性,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/042,33,质量信息,033042,以下值所代表的限制类型,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/043,33,质量信息,033043,AST 信心,Flag table,0,0,8,Flag table,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/044,33,质量信息,033044,ASAR质量信息,Flag table,0,0,15,Flag table,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/045,33,质量信息,033045,以下事件的概率,%,0,0,7,%,0,3,（参见注释 3 和 4）,"168,173",Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/046,33,质量信息,033046,相对于指定条件事件的以下事件的条件概率,%,0,0,7,%,0,3,（参见注释 3 和 4）,"168,173,174",Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/047,33,质量信息,033047,测量置信数据,Flag table,0,0,31,Flag table,0,11,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/048,33,质量信息,033048,SAR反演的置信度衡量,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/049,33,质量信息,033049,风场反演的置信度测量,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/050,33,质量信息,033050,GTSPP质量标志限定符,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/052,33,质量信息,033052,S 波段海洋重跟踪质量,Flag table,0,0,21,Flag table,0,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/053,33,质量信息,033053,S 波段海洋重跟踪质量,Flag table,0,0,21,Flag table,0,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/054,33,质量信息,033054,检索的大气剖面整体质量,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/055,33,质量信息,033055,风矢量质量标志,Flag table,0,0,24,Flag table,0,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
