Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/04/001/1/008003,04,气象序列常见于卫星观测,304001,云顶压力、温度、风,,008003,垂直意义（卫星观测）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/001/2/010004,04,气象序列常见于卫星观测,304001,云顶压力、温度、风,,010004,压力,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/001/3/012001,04,气象序列常见于卫星观测,304001,云顶压力、温度、风,,012001,温度/空气温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/001/4/011001,04,气象序列常见于卫星观测,304001,云顶压力、温度、风,,011001,风向,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/001/5/011002,04,气象序列常见于卫星观测,304001,云顶压力、温度、风,,011002,风速,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/002/1/008003,04,气象序列常见于卫星观测,304002,云顶压力、温度、风,,008003,垂直意义（卫星观测）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/002/2/010004,04,气象序列常见于卫星观测,304002,云顶压力、温度、风,,010004,压力,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/002/3/011001,04,气象序列常见于卫星观测,304002,云顶压力、温度、风,,011001,风向,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/002/4/011002,04,气象序列常见于卫星观测,304002,云顶压力、温度、风,,011002,风速,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/003/1/008003,04,气象序列常见于卫星观测,304003,表面温度,,008003,垂直意义（卫星观测）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/003/2/012001,04,气象序列常见于卫星观测,304003,表面温度,,012001,温度/空气温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/004/1/008003,04,气象序列常见于卫星观测,304004,云顶压力、温度、风,,008003,垂直意义（卫星观测）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/004/2/010004,04,气象序列常见于卫星观测,304004,云顶压力、温度、风,,010004,压力,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/004/3/020010,04,气象序列常见于卫星观测,304004,云顶压力、温度、风,,020010,云量（总计）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/04/004/4/012001,04,气象序列常见于卫星观测,304004,云顶压力、温度、风,,012001,温度/空气温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
