Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/13/009/1/021001,13,图像数据常见的序列,313009,雷达反射率因子,,021001,水平反射率,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/009/2/101000,13,图像数据常见的序列,313009,雷达反射率因子,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/009/3/031001,13,图像数据常见的序列,313009,雷达反射率因子,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/009/4/021001,13,图像数据常见的序列,313009,雷达反射率因子,,021001,水平反射率,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/010/1/021036,13,图像数据常见的序列,313010,雷达降雨强度,,021036,雷达降雨强度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/010/2/101000,13,图像数据常见的序列,313010,雷达降雨强度,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/010/3/031001,13,图像数据常见的序列,313010,雷达降雨强度,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/010/4/021036,13,图像数据常见的序列,313010,雷达降雨强度,,021036,雷达降雨强度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/031/1/006002,13,图像数据常见的序列,313031,（像素值（4位）的非运行长度编码行）,,006002,纬度/经度（高精度）,第一个经度位置减去一个增量,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/13/031/2/006012,13,图像数据常见的序列,313031,（像素值（4位）的非运行长度编码行）,,006012,经度增量（低精度）,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/13/031/3/101000,13,图像数据常见的序列,313031,（像素值（4位）的非运行长度编码行）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/031/4/031002,13,图像数据常见的序列,313031,（像素值（4位）的非运行长度编码行）,,031002,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/031/5/030001,13,图像数据常见的序列,313031,（像素值（4位）的非运行长度编码行）,,030001,（像素值（4位）的非运行长度编码行）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/032/1/005002,13,图像数据常见的序列,313032,（像素值（4位）的非运行长度编码行）,,005002,纬度/经度（高精度）,第一个经度位置减去一个增量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/032/2/005012,13,图像数据常见的序列,313032,（像素值（4位）的非运行长度编码行）,,005012,经度增量（低精度）,签名值，因此不能跨越极点,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/13/032/3/101000,13,图像数据常见的序列,313032,（像素值（4位）的非运行长度编码行）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/032/4/031002,13,图像数据常见的序列,313032,（像素值（4位）的非运行长度编码行）,,031002,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/032/5/313031,13,图像数据常见的序列,313032,（像素值（4位）的非运行长度编码行）,,313031,（像素值（4位）的非运行长度编码行）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/1/006002,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,006002,经度增量（低精度）,第一个经度位置减去一个增量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/2/110000,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,110000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/3/031001,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/4/104000,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,104000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/5/031001,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/6/006012,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,006012,经度增量（低精度）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/7/101000,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/8/031012,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,031012,4个描述符的延迟重复,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/9/030001,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,030001,（像素值（4位）的非运行长度编码行）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/10/006012,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,006012,经度增量（低精度）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/11/101000,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/12/031001,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/041/13/030001,13,图像数据常见的序列,313041,（像素值（4位）的非运行长度编码行）,,030001,（像素值（4位）的非运行长度编码行）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/13/042/1/005002,13,图像数据常见的序列,313042,（像素值（4位）的非运行长度编码行）,,005002,纬度/经度（高精度）,第一个经度位置减去一个增量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
