Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/40/001/1/001007,40,额外的卫星报告序列,340001,(IASI 1c级数据),,001007,卫星标识符、仪器和产品类型,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/2/001031,40,额外的卫星报告序列,340001,(IASI 1c级数据),,001031,识别起源/生成中心,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/3/002019,40,额外的卫星报告序列,340001,(IASI 1c级数据),,002019,卫星仪器,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/4/002020,40,额外的卫星报告序列,340001,(IASI 1c级数据),,002020,卫星分类,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/5/004001,40,额外的卫星报告序列,340001,(IASI 1c级数据),,004001,年,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/6/004002,40,额外的卫星报告序列,340001,(IASI 1c级数据),,004002,月,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/7/004003,40,额外的卫星报告序列,340001,(IASI 1c级数据),,004003,天,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/8/004004,40,额外的卫星报告序列,340001,(IASI 1c级数据),,004004,小时,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/9/004005,40,额外的卫星报告序列,340001,(IASI 1c级数据),,004005,分钟,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/10/202131,40,额外的卫星报告序列,340001,(IASI 1c级数据),,202131,更改比例尺,将 3 添加到刻度,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/40/001/11/201138,40,额外的卫星报告序列,340001,(IASI 1c级数据),,201138,数据宽度替换,将 10 添加到宽度,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/40/001/12/004006,40,额外的卫星报告序列,340001,(IASI 1c级数据),,004006,第二,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/40/001/13/201000,40,额外的卫星报告序列,340001,(IASI 1c级数据),,201000,数据宽度替换,取消,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
