Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/05/001/1/011001,05,气象或水文序列常见于水文观测,305001,（SADC-HYCOS 单次测量）,,011001,风向,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/001/2/011002,05,气象或水文序列常见于水文观测,305001,（SADC-HYCOS 单次测量）,,011002,风速,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/001/3/013060,05,气象或水文序列常见于水文观测,305001,（SADC-HYCOS 单次测量）,,013060,总累计降水量,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/001/4/013071,05,气象或水文序列常见于水文观测,305001,（SADC-HYCOS 单次测量）,,013071,上游水位,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/1/301012,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,301012,小时，分钟，秒钟,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/2/012001,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,012001,温度/空气温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/3/013003,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,013003,相对湿度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/4/014051,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,014051,过去一小时内的直接太阳辐射综合值,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/5/013060,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,013060,总累计降水量,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/6/013072,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,013072,上游水位,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/7/013080,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,013080,水的pH值,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/8/013081,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,013081,水导电率,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/9/013082,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,013082,水温,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/10/013083,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,013083,溶解氧,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/002/11/013084,05,气象或水文序列常见于水文观测,305002,（SADC-HYCOS 环境测量）,,013084,浑浊度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/003/1/301012,05,气象或水文序列常见于水文观测,305003,（SADC-HYCOS 单次测量）,,301012,小时，分钟，秒钟,第一次单次测量减去增量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/003/2/004065,05,气象或水文序列常见于水文观测,305003,（SADC-HYCOS 单次测量）,,004065,短时间增量,测量之间的时间间隔,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/05/003/3/101000,05,气象或水文序列常见于水文观测,305003,（SADC-HYCOS 单次测量）,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
