Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/14/001,14,光辉或辐照度小于或等于零,014001,短波辐射，在24小时内积分,J m-2,-3,-65536,17,J m-2,-3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/002,14,光辉或辐照度小于或等于零,014002,长波辐射，在指定周期内积分,J m-2,-3,-65536,17,J m-2,-3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/003,14,光辉或辐照度小于或等于零,014003,短波辐射，在24小时内积分,J m-2,-3,-65536,17,J m-2,-3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/004,14,光辉或辐照度小于或等于零,014004,长波辐射，在指定周期内积分,J m-2,-3,-65536,17,J m-2,-3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/011,14,光辉或辐照度小于或等于零,014011,短波辐射，在24小时内积分,J m-2,-3,-65536,17,J m-2,-3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/012,14,光辉或辐照度小于或等于零,014012,长波辐射，在指定周期内积分,J m-2,-3,-65536,17,J m-2,-3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/013,14,光辉或辐照度小于或等于零,014013,短波辐射，在24小时内积分,J m-2,-3,-65536,17,J m-2,-3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/014,14,光辉或辐照度小于或等于零,014014,净辐射，在指定周期内积分,J m-2,-3,-65536,17,J m-2,-3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/015,14,光辉或辐照度小于或等于零,014015,短波辐射，在24小时内积分,J m-2,-4,-16384,15,J m-2,-4,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/016,14,光辉或辐照度小于或等于零,014016,净辐射，在指定周期内积分,J m-2,-4,-16384,15,J m-2,-4,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/14/017,14,光辉或辐照度小于或等于零,014017,瞬时长波辐射,W m-2,0,-512,10,W m-2,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
