Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/23/001,23,扩散和运输,023001,事故早期通知 - 适用条款,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/002,23,扩散和运输,023002,涉及事件的活动或设施,Code table,0,0,5,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/003,23,扩散和运输,023003,发布类型,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/004,23,扩散和运输,023004,在边境附近采取的对策,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/005,23,扩散和运输,023005,事件原因,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/006,23,扩散和运输,023006,事件情况,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/007,23,扩散和运输,023007,发布特性,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/008,23,扩散和运输,023008,当前版本状态,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/009,23,扩散和运输,023009,预期版本状态,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/016,23,扩散和运输,023016,可能存在显著的化学毒性健康影响,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/017,23,扩散和运输,023017,主要接收体的流量排放,m3/s,6,0,20,m3/s,6,7,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/018,23,扩散和运输,023018,随时间变化的发布行为,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/019,23,扩散和运输,023019,实际释放高度,m,0,-15000,17,m,0,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/021,23,扩散和运输,023021,实际释放高度,m,0,-15000,17,m,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/022,23,扩散和运输,023022,释放点或事件地点的距离,m,0,0,24,m,0,8,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/023,23,扩散和运输,023023,大气中的主要传输速度,m/s,1,0,12,m/s,1,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/024,23,扩散和运输,023024,水中的主要传输速度,m/s,2,0,13,m/s,2,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/025,23,扩散和运输,023025,水中的主要传输速度,m/s,2,0,13,m/s,2,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/027,23,扩散和运输,023027,大气中的主要传输方向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/028,23,扩散和运输,023028,水中的主要传输方向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/029,23,扩散和运输,023029,水中的主要传输方向,degree true,0,0,9,degree true,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/23/031,23,扩散和运输,023031,羽流可能会在事件发生的州遇到降水。,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/032,23,扩散和运输,023032,羽流将遇到风向和/或风速变化标志,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/040,23,扩散和运输,023040,流量排放 - 河流,m3/s,1,0,22,m3/s,1,7,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/23/041,23,扩散和运输,023041,流量排放 - 井,m3/s,3,0,16,m3/s,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
