Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/21/001/1/002101,21,雷达报告序列,321001,风廓线仪 - 天线特性,,002101,天线类型,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/001/2/002114,21,雷达报告序列,321001,风廓线仪 - 天线特性,,002114,天线有效表面积,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/001/3/002105,21,雷达报告序列,321001,风廓线仪 - 天线特性,,002105,最大天线增益,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/001/4/002106,21,雷达报告序列,321001,风廓线仪 - 天线特性,,002106,3-dB波束宽度,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/001/5/002107,21,雷达报告序列,321001,风廓线仪 - 天线特性,,002107,旁瓣抑制,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/001/6/002121,21,雷达报告序列,321001,风廓线仪 - 天线特性,,002121,平均频率,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/003/1/021051,21,雷达报告序列,321003,风廓线仪 - 瞬时数据,,021051,信号功率超过1毫瓦,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/003/2/021014,21,雷达报告序列,321003,风廓线仪 - 瞬时数据,,021014,多普勒x方向平均速度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/003/3/021017,21,雷达报告序列,321003,风廓线仪 - 瞬时数据,,021017,多普勒速度谱宽,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/003/4/021030,21,雷达报告序列,321003,风廓线仪 - 瞬时数据,,021030,平均信噪比,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/1/301031,21,雷达报告序列,321004,风廓线仪 - 瞬时数据,,301031,站点的识别和类型、日期/时间、位置（高精度）、移动,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/2/002003,21,雷达报告序列,321004,风廓线仪 - 瞬时数据,,002003,使用的测量设备类型,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/3/101000,21,雷达报告序列,321004,风廓线仪 - 瞬时数据,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/4/031001,21,雷达报告序列,321004,风廓线仪 - 瞬时数据,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/004/5/321003,21,雷达报告序列,321004,风廓线仪 - 瞬时数据,,321003,风廓线仪 - 瞬时数据,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/005/1/025004,21,雷达报告序列,321005,发射器-接收器特性,,025004,回声处理,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/005/2/002121,21,雷达报告序列,321005,发射器-接收器特性,,002121,平均频率,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/21/005/3/002122,21,雷达报告序列,321005,发射器-接收器特性,,002122,频率灵活范围,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/4/002123,21,雷达报告序列,321005,发射器-接收器特性,,002123,峰值功率,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/5/002124,21,雷达报告序列,321005,发射器-接收器特性,,002124,平均功率,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/6/002125,21,雷达报告序列,321005,发射器-接收器特性,,002125,脉冲重复频率,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/7/002126,21,雷达报告序列,321005,发射器-接收器特性,,002126,脉冲宽度,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/8/002127,21,雷达报告序列,321005,发射器-接收器特性,,002127,接收机中频,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/9/002128,21,雷达报告序列,321005,发射器-接收器特性,,002128,中频带宽,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/10/002129,21,雷达报告序列,321005,发射器-接收器特性,,002129,最小可检测信号,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/11/002130,21,雷达报告序列,321005,发射器-接收器特性,,002130,动态范围,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/21/005/12/002131,21,雷达报告序列,321005,发射器-接收器特性,,002131,灵敏度时间控制 (STC),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
