Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/42/001,42,海洋学元素,042001,谱分区的主导涌浪方向,deg,0,0,9,deg,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/002,42,海洋学元素,042002,谱分区的主导涌浪方向,m,1,0,9,m,1,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/003,42,海洋学元素,042003,谱分区的主导涌浪方向,m,2,100,17,m,2,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/004,42,海洋学元素,042004,每个涌浪波谱分区的反演置信度,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/005,42,海洋学元素,042005,膨胀波分区的不确定性消除因子,Numeric,5,-100000,18,Numeric,5,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/006,42,海洋学元素,042006,浪龄,Numeric,2,1,8,Numeric,2,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/007,42,海洋学元素,042007,光谱分辨率下的最短海洋波长,m,2,0,16,m,2,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/008,42,海洋学元素,042008,非线性逆谱宽度,m,2,0,16,m,2,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/009,42,海洋学元素,042009,二进制分区引用,Numeric,0,0,8,Numeric,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/010,42,海洋学元素,042010,分区号,Numeric,0,1,4,Numeric,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/011,42,海洋学元素,042011,方向傅里叶级数的a1系数,Numeric,4,-20000,15,Numeric,4,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/012,42,海洋学元素,042012,方向傅里叶级数的a1系数,Numeric,4,-20000,15,Numeric,4,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/013,42,海洋学元素,042013,方向傅里叶级数的a1系数,Numeric,4,-20000,15,Numeric,4,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/014,42,海洋学元素,042014,方向傅里叶级数的a1系数,Numeric,4,-20000,15,Numeric,4,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/015,42,海洋学元素,042015,检查因子K,Numeric,2,0,12,Numeric,2,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/016,42,海洋学元素,042016,参考海面的海水潜在密度,kg m-3,5,-10000000,24,kg m-3,5,9,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/017,42,海洋学元素,042017,涌浪波谱的质量标志,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/018,42,海洋学元素,042018,涌浪波谱的质量标志,Code table,0,0,4,Code table,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
