Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/25/004/0,025004,回声处理,0,不连贯,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/004/1,025004,回声处理,1,相干（多普勒）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/004/2,025004,回声处理,2,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/004/3,025004,回声处理,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/005/0,025005,回声集成,0,对数 - 2.5 dB,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/005/1,025005,回声集成,1,线性,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/005/2,025005,回声集成,2,特别,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/005/3,025005,回声集成,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/006/0,025006,Z 到 R 转换,0,Z 到 R 转换,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/006/1,025006,Z 到 R 转换,1,（ZH，ZDR）到（NO，DO）到R,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/006/2,025006,Z 到 R 转换,2,"(Z (F1), Z (F2)) 到衰减到 R",,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/006/3-5,025006,Z 到 R 转换,3-5,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/006/6,025006,Z 到 R 转换,6,其他,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/006/7,025006,Z 到 R 转换,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/009/1,025009,校准方法,1,无,,,,,Deprecated,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/009/2,025009,校准方法,2,校准目标或信号,,,,,Deprecated,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/009/3,025009,校准方法,3,反对雨量计,,,,,Deprecated,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/009/4,025009,校准方法,4,与其他仪器相比（雨滴谱仪 - 衰减）,,,,,Deprecated,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/009/All-4,025009,校准方法,All 4,缺失值,,,,,Deprecated,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/010/0,025010,杂乱处理,0,无,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/010/1,025010,杂乱处理,1,地图,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/010/2,025010,杂乱处理,2,插入更高海拔数据和地图,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/010/3,025010,杂乱处理,3,波动对数信号的分析（杂波检测）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/010/4,025010,杂乱处理,4,提取线性信号的波动部分（杂波抑制）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/010/5,025010,杂乱处理,5,杂波抑制 - 多普勒,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/010/6,025010,杂乱处理,6,多参数分析,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/010/7-14,025010,杂乱处理,7-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/010/15,025010,杂乱处理,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/011/0,025011,地面掩星校正（筛选）,0,无,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/011/1,025011,地面掩星校正（筛选）,1,校正因子地图,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/011/2,025011,地面掩星校正（筛选）,2,插值（方位角或仰角）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/011/3,025011,地面掩星校正（筛选）,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/012/0,025012,范围衰减校正,0,硬件,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/012/1,025012,范围衰减校正,1,软件,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/012/2,025012,范围衰减校正,2,硬件,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/012/3,025012,范围衰减校正,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/013/1,025013,亮带校正,1,亮带校正,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/013/All-2,025013,亮带校正,All 2,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/015/1,025015,天线罩衰减校正,1,天线罩衰减校正,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/015/All-2,025015,天线罩衰减校正,All 2,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/017/1,025017,降水衰减校正,1,降水衰减校正,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/017/All-2,025017,降水衰减校正,All 2,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/25/020/0,025020,平均速度估算,0,快速傅里叶变换 (FFT),,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/25/020/1,025020,平均速度估算,1,脉冲对处理 (PPP),,,,,Operational,"AI Translator: azure, Glossary Not Used"
