Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/03/001,03,仪器仪表,003001,地面车站类型,Code table,0,0,5,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/003,03,仪器仪表,003003,温湿度计外壳,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/004,03,仪器仪表,003004,屏幕/遮蔽/辐射屏蔽类型,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/005,03,仪器仪表,003005,屏幕或屏蔽的水平宽度 (x),m,3,0,16,m,3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/006,03,仪器仪表,003006,屏幕或屏蔽的水平深度 (y),m,3,0,16,m,3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/007,03,仪器仪表,003007,屏幕或屏蔽的垂直高度 (z),m,3,0,16,m,3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/008,03,仪器仪表,003008,人工通风屏幕或护罩,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/009,03,仪器仪表,003009,读取时的强制通风量,m/s,1,0,9,m/s,1,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/010,03,仪器仪表,003010,海流/水流测量方法,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/011,03,仪器仪表,003011,深度计算方法,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/012,03,仪器仪表,003012,用于溶解氧测量的仪器类型/传感器,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/016,03,仪器仪表,003016,道路传感器的位置,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/017,03,仪器仪表,003017,扩展车站类型,Flag table,0,0,6,Flag table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/018,03,仪器仪表,003018,道路类型,Code table,0,0,5,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/019,03,仪器仪表,003019,建筑类型,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/020,03,仪器仪表,003020,温湿度计外壳,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/021,03,仪器仪表,003021,湿度计加热,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/022,03,仪器仪表,003022,仪器所有者,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/023,03,仪器仪表,003023,温湿度计屏的百叶窗配置,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/024,03,仪器仪表,003024,湿度系数,K-1,6,0,10,K-1,6,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/025,03,仪器仪表,003025,横向估计区域大小,m,0,5000,16,m,0,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/03/026,03,仪器仪表,003026,横向估计区域大小,m,0,5000,16,m,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/027,03,仪器仪表,003027,飞行装置类型,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/028,03,仪器仪表,003028,单点手动雪水当量测量,Code table,0,0,6,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/029,03,仪器仪表,003029,条带,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/030,03,仪器仪表,003030,天线状态,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/031,03,仪器仪表,003031,信道带宽，全宽半高 (FWHM),m,11,0,16,m,11,13,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/032,03,仪器仪表,003032,卫星频道中心频率,Hz,-6,0,26,Hz,-6,10,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/033,03,仪器仪表,003033,信道带宽,Hz,-6,0,26,Hz,-6,10,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/03/034,03,仪器仪表,003034,卫星频道波长,m,9,0,16,m,9,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
