Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/07/001/1/301031,07,表面报告序列（海）,307001,低空站,,301031,站点的识别和类型、日期/时间、位置（高精度）、移动,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/001/2/302011,07,表面报告序列（海）,307001,低空站,,302011,低空站,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/002/1/301032,07,表面报告序列（海）,307002,低空站,,301032,站点的识别和类型、日期/时间、位置（高精度）、移动,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/002/2/302011,07,表面报告序列（海）,307002,低空站,,302011,低空站,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/003/1/307001,07,表面报告序列（海）,307003,低空站,,307001,低空站,位置（高精度）和基本报告,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/07/003/2/101000,07,表面报告序列（海）,307003,低空站,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/003/3/031001,07,表面报告序列（海）,307003,低空站,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/003/4/302005,07,表面报告序列（海）,307003,低空站,,302005,云层,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/004/1/307002,07,表面报告序列（海）,307004,低空站,,307002,低空站,位置（高精度）和基本报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/004/2/101000,07,表面报告序列（海）,307004,低空站,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/004/3/031001,07,表面报告序列（海）,307004,低空站,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/004/4/302005,07,表面报告序列（海）,307004,低空站,,302005,云层,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/005/1/307001,07,表面报告序列（海）,307005,低空站,,307001,低空站,位置（高精度）和基本报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/005/2/101004,07,表面报告序列（海）,307005,低空站,,101004,复制5个描述符2次,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/005/3/302005,07,表面报告序列（海）,307005,低空站,,302005,云层,层,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/006/1/307002,07,表面报告序列（海）,307006,低空站,,307002,低空站,位置（高精度）和基本报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/006/2/101004,07,表面报告序列（海）,307006,低空站,,101004,复制5个描述符2次,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/006/3/302005,07,表面报告序列（海）,307006,低空站,,302005,云层,层,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/007/1/301031,07,表面报告序列（海）,307007,低空站,,301031,站点的识别和类型、日期/时间、位置（高精度）、移动,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/007/2/302012,07,表面报告序列（海）,307007,低空站,,302012,低空站,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/008/1/301032,07,表面报告序列（海）,307008,低空站,,301032,站点的识别和类型、日期/时间、位置（高精度）、移动,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/008/2/302012,07,表面报告序列（海）,307008,低空站,,302012,低空站,基本表面报告,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/009/1/301031,07,表面报告序列（海）,307009,,,301031,站点的识别和类型、日期/时间、位置（高精度）、移动,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/009/2/302013,07,表面报告序列（海）,307009,,,302013,基本表面报告,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/1/001063,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,001063,ICAO位置指示符,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/07/011/2/002001,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,002001,车站类型,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/3/301011,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,301011,年、月、日,YY,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/07/011/4/301012,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,301012,小时，分钟，秒钟,GG，gg,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/07/011/5/301024,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,301024,纬度/经度（粗略精度），站点高度,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/07/011/6/007006,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,007006,车站地面高于平均海平面的高度,风速计的高度,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/07/011/7/011001,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,011001,风向,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/8/011016,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,011016,可变风的极端逆时针风向,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/9/011017,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,011017,可变风的极端逆时针风向,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/10/011002,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,011002,风速,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/11/011041,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,011041,最大阵风速度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/12/007006,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,007006,车站地面高于平均海平面的高度,温度计的高度,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/07/011/13/012001,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,012001,温度/空气温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/14/012003,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,012003,露点温度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/011/15/010052,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,010052,高度表设定值 (QNH),,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/3/07/011/16/020009,07,表面报告序列（海）,307011,（用于表示 METAR/SPECI 代码的 BUFR 数据主要部分）,,020009,一般天气指示器 (TAF/METAR),,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/07/012/1/103000,07,表面报告序列（海）,307012,水平能见度,,103000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
