Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/22/056/0,022056,轮廓方向,0,向上轮廓,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/056/1,022056,轮廓方向,1,向上轮廓,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/056/2,022056,轮廓方向,2,水平,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/056/3,022056,轮廓方向,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/060/0,022060,拉格朗日漂流器拖曳器状态,0,减速伞已分离,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/060/1,022060,拉格朗日漂流器拖曳器状态,1,减速伞已分离,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/060/2,022060,拉格朗日漂流器拖曳器状态,2,减速伞状态未知,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/060/3-6,022060,拉格朗日漂流器拖曳器状态,3-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/060/7,022060,拉格朗日漂流器拖曳器状态,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/061/0,022061,海况,0,平静（如镜）,0,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/061/1,022061,海况,1,平静（微波）,0 - 0.1,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/061/2,022061,海况,2,平滑（小波）,0 - 0.1,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/061/3,022061,海况,3,轻微,0.55 - 0.75,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/061/4,022061,海况,4,适度,1.25 - 2.5,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/061/5,022061,海况,5,粗糙,2.5 - 4,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/061/6,022061,海况,6,粗糙,4 - 6,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/061/7,022061,海况,7,高,4 - 6,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/061/8,022061,海况,8,高,9 - 14,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/061/9,022061,海况,9,非凡,超过14,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/061/10-14,022061,海况,10-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/061/15,022061,海况,15,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/067,022067,温度/盐度测量限定符,,,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/068,022068,水温剖面记录仪类型,,,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/120/0,022120,潮汐站自动水位检查,0,良好的数据,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/1,022120,潮汐站自动水位检查,1,最大水位,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/120/2,022120,潮汐站自动水位检查,2,最低水位限制已超出,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/3,022120,潮汐站自动水位检查,3,水位变化速率限制已超出,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/4,022120,潮汐站自动水位检查,4,最低水位限制已超出,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/120/5,022120,潮汐站自动水位检查,5,观测减预测水位值限制已超出,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/6,022120,潮汐站自动水位检查,6,主水位传感器的观测值减去备用水位传感器的观测值,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/7,022120,潮汐站自动水位检查,7,值超出了预期值的指定公差范围,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/8,022120,潮汐站自动水位检查,8,水位质量参数（标准差和/或异常值）限制已超出,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/9,022120,潮汐站自动水位检查,9,超出预期范围的海温,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/10,022120,潮汐站自动水位检查,10,多个QC检查（如上）失败,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/11,022120,潮汐站自动水位检查,11,未执行自动水位检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/120/12-30,022120,潮汐站自动水位检查,12-30,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/120/31,022120,潮汐站自动水位检查,31,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/121/0,022121,潮汐站自动水位检查,0,操作,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/1,022121,潮汐站自动水位检查,1,可能的堵塞问题或其他导致水位数据退化的问题,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/2,022121,潮汐站自动水位检查,2,可能的数据偏移,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/3,022121,潮汐站自动水位检查,3,水位传感器状态未知,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/4,022121,潮汐站自动水位检查,4,疑似或已知的海洋温度传感器问题,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/5,022121,潮汐站自动水位检查,5,多个可能的问题（如上所述）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/6,022121,潮汐站自动水位检查,6,错误数据 - 禁止传播！,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/121/7,022121,潮汐站自动水位检查,7,未执行自动水位检查,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/121/8-30,022121,潮汐站自动水位检查,8-30,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/121/31,022121,潮汐站自动水位检查,31,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/122/0,022122,潮汐站自动气象数据检查,0,来自所有传感器的良好数据,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/1,022122,潮汐站自动气象数据检查,1,风向超出允许范围,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/2,022122,潮汐站自动气象数据检查,2,风速超出预期范围,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/3,022122,潮汐站自动气象数据检查,3,气压超出预期范围,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/4,022122,潮汐站自动气象数据检查,4,超出预期范围的气温,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/122/5,022122,潮汐站自动气象数据检查,5,多个QC检查（如上）失败,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/122/6,022122,潮汐站自动气象数据检查,6,未执行自动气象数据检查,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/122/7-30,022122,潮汐站自动气象数据检查,7-30,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/122/31,022122,潮汐站自动气象数据检查,31,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/0,022123,潮汐站自动气象数据检查,0,操作,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/1,022123,潮汐站自动气象数据检查,1,风传感器疑似或已知问题,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/2,022123,潮汐站自动气象数据检查,2,怀疑或已知的气压传感器问题,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/3,022123,潮汐站自动气象数据检查,3,空气温度传感器存在疑似或已知问题,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/4,022123,潮汐站自动气象数据检查,4,所有传感器状态未知,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/5,022123,潮汐站自动气象数据检查,5,多个传感器的疑似或已知问题,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/22/123/6,022123,潮汐站自动气象数据检查,6,错误数据 - 禁止传播！,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/7,022123,潮汐站自动气象数据检查,7,未执行自动气象数据检查,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/22/123/8-30,022123,潮汐站自动气象数据检查,8-30,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
