Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/20/001,20,观察到的现象,020001,水平能见度,m,-1,0,13,m,-1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/002,20,观察到的现象,020002,垂直能见度,m,-1,0,7,m,-1,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/003,20,观察到的现象,020003,当前天气,Code table,0,0,9,Code table,0,3,（参见注释 3）,172,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/004,20,观察到的现象,020004,过去天气 (1),Code table,0,0,5,Code table,0,2,（参见注释 3）,171,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/005,20,观察到的现象,020005,过去天气 (1),Code table,0,0,5,Code table,0,2,（参见注释 3）,171,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/006,20,观察到的现象,020006,飞行规则,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/008,20,观察到的现象,020008,航空云分发,Code table,0,0,5,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/009,20,观察到的现象,020009,一般天气指示器 (TAF/METAR),Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/010,20,观察到的现象,020010,云量（总计）,%,0,0,7,%,0,3,（参见注释 3）,20,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/011,20,观察到的现象,020011,云量,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/012,20,观察到的现象,020012,云类型,Code table,0,0,6,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/013,20,观察到的现象,020013,云顶高度,m,-1,-40,11,m,-1,4,（参见注释 3）,170,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/014,20,观察到的现象,020014,云顶高度,m,-1,-40,11,m,-1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/015,20,观察到的现象,020015,云顶压力,Pa,-1,0,14,Pa,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/016,20,观察到的现象,020016,云顶压力,Pa,-1,0,14,Pa,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/017,20,观察到的现象,020017,云顶描述,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/018,20,观察到的现象,020018,跑道视程趋势,Code table,0,0,2,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/019,20,观察到的现象,020019,（显著的当前或预报天气）,CCITT IA5,0,0,72,Character,0,9,（参见注释 3）,118,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/020,20,观察到的现象,020020,其他天气现象,CCITT IA5,0,0,32,Character,0,4,（参见注释 3）,118,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/021,20,观察到的现象,020021,降水 - 未知类型,Flag table,0,0,30,Flag table,0,10,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/022,20,观察到的现象,020022,降水的特性,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/023,20,观察到的现象,020023,其他天气现象,Flag table,0,0,18,Flag table,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/024,20,观察到的现象,020024,现象的强度,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/025,20,观察到的现象,020025,遮蔽,Flag table,0,0,21,Flag table,0,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/026,20,观察到的现象,020026,遮蔽,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/20/027,20,观察到的现象,020027,现象发生,Flag table,0,0,9,Flag table,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
