Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/06/001,06,位置（水平 - 1）,006001,纬度/经度（高精度）,deg,5,-18000000,26,deg,5,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/002,06,位置（水平 - 1）,006002,经度增量（低精度）,deg,2,-18000,16,deg,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/011,06,位置（水平 - 1）,006011,经度增量（低精度）,deg,5,-18000000,26,deg,5,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/012,06,位置（水平 - 1）,006012,经度增量（低精度）,deg,2,-18000,16,deg,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/015,06,位置（水平 - 1）,006015,纬度位移（高精度）,deg,5,-18000000,26,deg,5,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/016,06,位置（水平 - 1）,006016,纬度位移（高精度）,deg,2,-18000,16,deg,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/021,06,位置（水平 - 1）,006021,距离,m,-1,0,13,m,-1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/029,06,位置（水平 - 1）,006029,波数,/m,1,0,22,/m,1,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/030,06,位置（水平 - 1）,006030,波数（光谱）,rad/m,5,0,13,rad/m,5,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/031,06,位置（水平 - 1）,006031,列号,Numeric,0,0,12,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/032,06,位置（水平 - 1）,006032,Y 偏移,m,2,-1073741824,31,m,2,11,（参见注释 3）,183,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/033,06,位置（水平 - 1）,006033,水平像素大小 - 1,m,-1,0,16,m,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/034,06,位置（水平 - 1）,006034,横向单元编号,Numeric,0,0,7,Numeric,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/035,06,位置（水平 - 1）,006035,y维度的最大尺寸,Numeric,0,0,12,Numeric,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/06/040,06,位置（水平 - 1）,006040,置信半径,m,0,0,13,m,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/06/041,06,位置（水平 - 1）,006041,地球扫描样本编号,Numeric,0,0,11,Numeric,0,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/042,06,位置（水平 - 1）,006042,空间/月球扫描样本编号,Numeric,0,0,6,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/06/043,06,位置（水平 - 1）,006043,子卫星点纬度,deg,4,-1800000,22,deg,4,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
