Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/01/001/1/001001,01,位置和识别序列,301001,WMO区块和站号,,001001,WMO 块号,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/001/2/001002,01,位置和识别序列,301001,WMO区块和站号,,001002,WMO站号,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/002/1/001003,01,位置和识别序列,301002,,,001003,WMO 区域编号/地理区域,,（参见注释 3）,11,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/002/2/001004,01,位置和识别序列,301002,,,001004,WMO 区域编号/地理区域,,（参见注释 3）,11,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/002/3/001005,01,位置和识别序列,301002,,,001005,浮标/平台标识符,,（参见注释 3）,11,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/003/1/001011,01,位置和识别序列,301003,船舶呼号,,001011,船舶或移动陆地站标识符,船舶呼号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/003/2/001012,01,位置和识别序列,301003,船舶呼号,,001012,移动观察平台的运动速度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/003/3/001013,01,位置和识别序列,301003,船舶呼号,,001013,移动观察平台的运动速度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/004/1/001001,01,位置和识别序列,301004,地面站点识别；时间、水平和垂直坐标,,001001,WMO 块号,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/004/2/001002,01,位置和识别序列,301004,地面站点识别；时间、水平和垂直坐标,,001002,WMO站号,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/004/3/001015,01,位置和识别序列,301004,地面站点识别；时间、水平和垂直坐标,,001015,站点或地点名称,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/004/4/002001,01,位置和识别序列,301004,地面站点识别；时间、水平和垂直坐标,,002001,车站类型,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/005/1/001035,01,位置和识别序列,301005,（起始中心/子中心）,,001035,（起始中心/子中心）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/005/2/001034,01,位置和识别序列,301005,（起始中心/子中心）,,001034,识别起源/生成中心,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/011/1/004001,01,位置和识别序列,301011,年、月、日,,004001,年,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/011/2/004002,01,位置和识别序列,301011,年、月、日,,004002,月,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/011/3/004003,01,位置和识别序列,301011,年、月、日,,004003,天,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/01/012/1/004004,01,位置和识别序列,301012,小时，分钟，秒钟,,004004,小时,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
