Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/19/001/0,019001,概要特征,0,抑郁或低压（副热带外低压）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/001/1,019001,概要特征,1,热带低气压,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/001/2,019001,概要特征,2,热带气旋,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/3,019001,概要特征,3,热带气旋,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/4,019001,概要特征,4,台风,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/001/5-9,019001,概要特征,5-9,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/10,019001,概要特征,10,沙尘暴,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/11-62,019001,概要特征,11-62,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/001/63,019001,概要特征,63,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/008/0,019008,循环的垂直范围,0,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/008/1,019008,循环的垂直范围,1,浅层（循环顶部低于700 hPa水平）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/008/2,019008,循环的垂直范围,2,中层（700 hPa至400 hPa之间的顶部）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/008/3,019008,循环的垂直范围,3,深层（顶部高于400 hPa水平）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/008/4-6,019008,循环的垂直范围,4-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/008/7,019008,循环的垂直范围,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
