Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
05,气象或水文序列常见于水文观测,D05001,（SADC-HYCOS 单次测量）,,B11001,风向,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05001,（SADC-HYCOS 单次测量）,,B11002,风速,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05001,（SADC-HYCOS 单次测量）,,B13060,总累计降水量,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05001,（SADC-HYCOS 单次测量）,,B13071,上游水位,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,D01012,小时，分钟，秒钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B12001,温度/空气温度,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B13003,相对湿度,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B14051,过去一小时内的直接太阳辐射综合值,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B13060,总累计降水量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B13072,上游水位,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B13080,水的pH值,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B13081,水导电率,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B13082,水温,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B13083,溶解氧,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05002,（SADC-HYCOS 环境测量）,,B13084,浑浊度,,,Operational,"AI Translator: azure, Glossary Not Used"
05,气象或水文序列常见于水文观测,D05003,（SADC-HYCOS 单次测量）,,D01012,小时，分钟，秒钟,第一次单次测量减去增量,,Operational,"AI Translator: azure, Glossary Not Used"
