Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/26/010/1,026010,包括小时,1,0100 包含,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/2,026010,包括小时,2,0100 包含,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/3,026010,包括小时,3,0100 包含,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/4,026010,包括小时,4,0100 包含,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/5,026010,包括小时,5,0500 包含,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/6,026010,包括小时,6,0600 包含,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/7,026010,包括小时,7,0600 包含,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/8,026010,包括小时,8,0600 包含,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/9,026010,包括小时,9,0600 包含,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/10,026010,包括小时,10,包含1000,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/11,026010,包括小时,11,包含1100,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/12,026010,包括小时,12,包含1100,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/13,026010,包括小时,13,包含1100,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/14,026010,包括小时,14,包含1100,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/15,026010,包括小时,15,包含1500,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/16,026010,包括小时,16,包含1500,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/17,026010,包括小时,17,包含1500,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/18,026010,包括小时,18,包含1500,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/26/010/19,026010,包括小时,19,1900 包括,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/20,026010,包括小时,20,2000 包括,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/21,026010,包括小时,21,2100 包括,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/22,026010,包括小时,22,2200 包括,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/23,026010,包括小时,23,2300 包括,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/24,026010,包括小时,24,2400 包括,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/25,026010,包括小时,25,未知的小时混合,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/26/010/All-26,026010,包括小时,All 26,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
