Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
11,单级报告序列（常规数据）,D11001,飞机报告,,D01051,（航班号，导航系统，日期/时间，地点，飞行阶段）,阿斯达尔,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11001,飞机报告,,B07002,高度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11001,飞机报告,,B12001,温度/空气温度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11001,飞机报告,,B11001,风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11001,飞机报告,,B11002,风速,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11001,飞机报告,,B11031,扩展的湍流程度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11001,飞机报告,,B11032,湍流底部高度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11001,飞机报告,,B11033,湍流底部高度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11001,飞机报告,,B20041,机体结冰,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11002,（ACARS 报告）,,D01065,（ACARS 标识）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11002,（ACARS 报告）,,D01066,（ACARS 位置）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11002,（ACARS 报告）,,D11003,ACARS 标准报告变量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11002,（ACARS 报告）,,D11004,ACARS 标准报告变量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11003,ACARS 标准报告变量,,B10070,指示的飞机高度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11003,ACARS 标准报告变量,,B11001,风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11003,ACARS 标准报告变量,,B11002,风速,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11003,ACARS 标准报告变量,,B12001,温度/空气温度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11003,ACARS 标准报告变量,,B13002,混合比率,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,B11034,垂直阵风速度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,B11035,垂直阵风速度,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,B11075,平均湍流强度（涡耗散率）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,B11076,平均湍流强度（涡耗散率）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,B33025,ACARS插值值指示器,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,R01000,6个描述符的延迟复制,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11004,ACARS 标准报告变量,,B33026,湿度质量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,B01008,航空器注册号或其他识别标志,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,B01023,观测序列号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,D01021,纬度/经度（高精度）,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,D01011,年、月、日,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,D01013,小时，分钟，秒钟,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,B07010,飞行高度层意义,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,B08009,飞行器飞行阶段,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,B11001,风向,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
11,单级报告序列（常规数据）,D11005,（标准AMDAR报告）,,B11002,风速,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
