Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/10/001,10,非坐标位置（垂直）,010001,地表高度,m,0,-400,15,m,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/002,10,非坐标位置（垂直）,010002,高度,m,-1,-40,16,m,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/003,10,非坐标位置（垂直）,010003,位势,m2 s-2,-1,-400,17,m2 s-2,-1,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/004,10,非坐标位置（垂直）,010004,压力,Pa,-1,0,14,Pa,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/007,10,非坐标位置（垂直）,010007,高度,m,0,-1000,17,m,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/008,10,非坐标位置（垂直）,010008,位势,m2 s-2,0,-10000,20,m2 s-2,0,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/009,10,非坐标位置（垂直）,010009,位势高度,gpm,0,-1000,17,gpm,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/010,10,非坐标位置（垂直）,010010,将压力降低到平均海平面,Pa,-1,0,14,Pa,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/011,10,非坐标位置（垂直）,010011,将压力降低到平均海平面,Pa,-1,0,14,Pa,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/031,10,非坐标位置（垂直）,010031,朝向北极，距离地球中心,m,2,-1073741824,31,m,2,10,（参见注释 3 和 4）,"93,150",Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/032,10,非坐标位置（垂直）,010032,卫星到地球中心的距离,m,1,0,27,m,2,9,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/033,10,非坐标位置（垂直）,010033,高程（平台到椭球）,m,1,0,27,m,2,9,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/034,10,非坐标位置（垂直）,010034,地球半径,m,1,0,27,m,2,9,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/035,10,非坐标位置（垂直）,010035,地球的局部曲率半径,m,1,62000000,22,m,1,8,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/036,10,非坐标位置（垂直）,010036,大地水准面起伏,m,2,-15000,15,m,2,6,（参见注释 3）,128,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/038,10,非坐标位置（垂直）,010038,夏季载重线以上甲板货物的最大高度,m,0,0,6,m,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/039,10,非坐标位置（垂直）,010039,参考水平（夏季最大负载线）与实际海平面的偏离,m,0,-32,6,m,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/040,10,非坐标位置（垂直）,010040,检索层数,Numeric,0,0,10,Numeric,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/050,10,非坐标位置（垂直）,010050,标准差高度,m,2,0,16,m,2,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/051,10,非坐标位置（垂直）,010051,将压力降低到平均海平面,Pa,-1,0,14,Pa,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/052,10,非坐标位置（垂直）,010052,高度表设定值 (QNH),Pa,-1,0,14,Pa,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/053,10,非坐标位置（垂直）,010053,全球导航卫星系统高度,m,0,-1000,17,m,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/060,10,非坐标位置（垂直）,010060,3小时气压变化,Pa,-1,-1024,11,Pa,-1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/061,10,非坐标位置（垂直）,010061,3小时气压变化,Pa,-1,-500,10,Pa,-1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/062,10,非坐标位置（垂直）,010062,3小时气压变化,Pa,-1,-1000,11,Pa,-1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/063,10,非坐标位置（垂直）,010063,压力趋势特性,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/064,10,非坐标位置（垂直）,010064,SIGMET 巡航高度,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/070,10,非坐标位置（垂直）,010070,指示的飞机高度,m,0,-400,16,m,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/071,10,非坐标位置（垂直）,010071,垂直分辨率,m,0,0,14,m,0,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/073,10,非坐标位置（垂直）,010073,羽流高度,m,2,0,21,m,2,7,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/079,10,非坐标位置（垂直）,010079,从平台数据中得出的卫星离轴角,deg,4,0,16,deg,4,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/080,10,非坐标位置（垂直）,010080,视角天顶角或太阳天顶角超出范围,deg,2,-9000,15,deg,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/081,10,非坐标位置（垂直）,010081,重心高程（参考椭球之上）,m,3,0,31,m,3,10,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/082,10,非坐标位置（垂直）,010082,瞬时高度速率,m/s,3,-65536,17,m/s,3,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/083,10,非坐标位置（垂直）,010083,从平台数据中得出的卫星离轴角,deg2,2,0,16,deg2,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/084,10,非坐标位置（垂直）,010084,从波形数据中得出的卫星平方离轴角,deg2,2,0,16,deg2,2,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/085,10,非坐标位置（垂直）,010085,平均海面高度,m,3,-131072,18,m,3,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/086,10,非坐标位置（垂直）,010086,大地水准面高程,m,3,-131072,18,m,3,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/087,10,非坐标位置（垂直）,010087,海洋深度/陆地海拔,m,1,-131072,18,m,1,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/088,10,非坐标位置（垂直）,010088,总地心海洋潮汐高度（方案1）,m,3,-32768,16,m,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/089,10,非坐标位置（垂直）,010089,总地心海洋潮汐高度（方案1）,m,3,-32768,16,m,3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/090,10,非坐标位置（垂直）,010090,长期潮高,m,3,-32768,16,m,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/091,10,非坐标位置（垂直）,010091,潮汐加载高度,m,3,-32768,16,m,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/092,10,非坐标位置（垂直）,010092,固体地球潮高,m,3,-32768,16,m,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/093,10,非坐标位置（垂直）,010093,地心极潮高度,m,3,-32768,16,m,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/095,10,非坐标位置（垂直）,010095,使用的大气高度,m,0,0,16,m,0,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/096,10,非坐标位置（垂直）,010096,平均动态地形,m,3,-131072,18,m,3,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/097,10,非坐标位置（垂直）,010097,仅来自高度计的平均海面高度,m,3,-131072,18,m,3,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/10/098,10,非坐标位置（垂直）,010098,总地心海洋潮汐高度（方案1）,m,4,-2000,12,m,4,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/099,10,非坐标位置（垂直）,010099,总地心海洋潮汐高度（方案1）,m,4,-2000,12,m,4,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/100,10,非坐标位置（垂直）,010100,长期潮高,m,4,-2000,12,m,4,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/101,10,非坐标位置（垂直）,010101,从波形数据中得出的卫星平方离轴角,deg2,2,-32768,16,deg2,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/102,10,非坐标位置（垂直）,010102,海面高度异常测量类型,m,3,-32768,16,m,3,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/10/103,10,非坐标位置（垂直）,010103,平均动态地形,m,3,-131072,18,m,3,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
