Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/21/001,21,雷达波束数据,021001,水平反射率,dB,0,-64,7,dB,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/002,21,雷达波束数据,021002,水平反射率,dB,0,-64,7,dB,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/003,21,雷达波束数据,021003,差分反射率,dB,1,-5,7,dB,1,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/004,21,雷达波束数据,021004,差分反射率,dB,2,-800,11,dB,2,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/005,21,雷达波束数据,021005,线性退偏振比,dB,0,-65,6,dB,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/006,21,雷达波束数据,021006,圆形退偏振比,dB,0,-65,6,dB,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/007,21,雷达波束数据,021007,雷达反射率因子,dB,2,-9000,15,dB,0,0,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/008,21,雷达波束数据,021008,雷达反射率因子,dB,2,0,13,dB,0,0,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/009,21,雷达波束数据,021009,垂直多普勒速度,m/s,2,-10000,15,m/s,0,0,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/010,21,雷达波束数据,021010,垂直多普勒速度,m/s,2,-10000,15,m/s,0,0,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/011,21,雷达波束数据,021011,多普勒x方向平均速度,m/s,0,-128,8,m/s,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/012,21,雷达波束数据,021012,多普勒x方向平均速度,m/s,0,-128,8,m/s,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/013,21,雷达波束数据,021013,多普勒z方向平均速度,m/s,0,-128,8,m/s,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/014,21,雷达波束数据,021014,多普勒x方向平均速度,m/s,1,-4096,13,m/s,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/017,21,雷达波束数据,021017,多普勒速度谱宽,m/s,1,0,8,m/s,1,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/018,21,雷达波束数据,021018,扩展NYQUIST速度,m/s,1,0,10,m/s,1,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/019,21,雷达波束数据,021019,扩展NYQUIST速度,m/s,1,0,10,m/s,1,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/020,21,雷达波束数据,021020,动态大气校正,Numeric,3,-65536,17,,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/021,21,雷达波束数据,021021,回波顶,m,-3,0,4,m,-3,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/022,21,雷达波束数据,021022,范围单元偏移,m,1,0,14,m,1,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/023,21,雷达波束数据,021023,范围单元大小,m,0,0,14,m,0,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/024,21,雷达波束数据,021024,方位角,deg,1,0,12,deg,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/025,21,雷达波束数据,021025,方位分辨率,deg,1,0,8,deg,1,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/026,21,雷达波束数据,021026,ASCAT sigma-0 可用性,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/027,21,雷达波束数据,021027,土地贡献率,Numeric,4,0,14,Numeric,4,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/028,21,雷达波束数据,021028,差分相位,deg,1,0,12,deg,1,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/029,21,雷达波束数据,021029,交叉极化相关系数,Numeric,2,-100,8,Numeric,2,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/030,21,雷达波束数据,021030,平均信噪比,dB,0,-32,8,dB,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/031,21,雷达波束数据,021031,垂直整合液态水含量,kg m-2,0,0,7,kg m-2,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/036,21,雷达波束数据,021036,雷达降雨强度,m/s,7,0,12,m/s,7,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/041,21,雷达波束数据,021041,亮带高度,m,-2,0,8,m,-2,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/051,21,雷达波束数据,021051,信号功率超过1毫瓦,dB,0,-256,8,dB,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/062,21,雷达波束数据,021062,反向散射,dB,2,-5000,13,dB,2,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/063,21,雷达波束数据,021063,辐射分辨率（噪声值）,%,1,0,10,%,1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/064,21,雷达波束数据,021064,杂波噪声估计,Numeric,0,0,8,Numeric,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/065,21,雷达波束数据,021065,丢失数据包计数器,Numeric,0,-127,8,Numeric,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/066,21,雷达波束数据,021066,波浪散射计产品置信数据,Flag table,0,0,12,Flag table,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/067,21,雷达波束数据,021067,风场产品置信度数据,Flag table,0,0,13,Flag table,0,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/068,21,雷达波束数据,021068,雷达高度计产品置信数据,Flag table,0,0,8,Flag table,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/069,21,雷达波束数据,021069,SST产品置信数据,Flag table,0,0,10,Flag table,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/070,21,雷达波束数据,021070,SST产品置信数据,Flag table,0,0,23,Flag table,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/071,21,雷达波束数据,021071,尖峰性,Numeric,0,0,16,Numeric,0,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/072,21,雷达波束数据,021072,卫星高度计校准状态,Flag table,0,0,4,Flag table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/073,21,雷达波束数据,021073,卫星高度计仪器模式,Flag table,0,0,9,Flag table,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/075,21,雷达波束数据,021075,图像光谱强度,Numeric,0,0,8,Numeric,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/076,21,雷达波束数据,021076,强度的表示,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/077,21,雷达波束数据,021077,高度校正（电离层）,m,3,0,14,m,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/078,21,雷达波束数据,021078,高度校正（干对流层）,m,3,0,9,m,3,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/079,21,雷达波束数据,021079,高度校正（干对流层）,m,3,2000,10,m,3,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/080,21,雷达波束数据,021080,高度校正（校准常数）,m,3,0,11,m,3,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/081,21,雷达波束数据,021081,开环校正（高度-时间回路）,m,3,0,10,m,3,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/082,21,雷达波束数据,021082,开环校正（自动增益控制）,dB,3,-3000,14,dB,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/083,21,雷达波束数据,021083,温靶校准,Numeric,0,0,16,Numeric,0,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/084,21,雷达波束数据,021084,温靶校准,Numeric,0,0,16,Numeric,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/085,21,雷达波束数据,021085,ATSR 跨轨带编号的海表温度,Numeric,0,0,4,Numeric,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/086,21,雷达波束数据,021086,仅在天底的像素数量，平均值,Numeric,0,0,9,Numeric,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/087,21,雷达波束数据,021087,双视图中的像素数量，平均值,Numeric,0,0,9,Numeric,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/088,21,雷达波束数据,021088,湿反向散射,dB,2,-5000,13,dB,2,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/091,21,雷达波束数据,021091,雷达信号多普勒频谱第0矩。,dB,0,-100,8,dB,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/092,21,雷达波束数据,021092,RASS信号多普勒频谱第0矩，指的是RASS信号。,dB,0,-100,8,dB,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/093,21,雷达波束数据,021093,库带峰值性,Numeric,3,0,16,Numeric,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/094,21,雷达波束数据,021094,S波段尖峰度,Numeric,3,0,16,Numeric,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/095,21,雷达波束数据,021095,Kp 系数 A,Numeric,6,0,20,Numeric,6,7,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/096,21,雷达波束数据,021096,Kp 系数 A,Numeric,6,0,20,Numeric,6,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/097,21,雷达波束数据,021097,Kp 系数 A,Numeric,6,0,20,Numeric,6,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/101,21,雷达波束数据,021101,向量模糊度的数量,Numeric,0,0,3,Numeric,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/102,21,雷达波束数据,021102,选定风矢量索引,Numeric,0,0,3,Numeric,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/103,21,雷达波束数据,021103,σ-0 测量总数,Numeric,0,0,5,Numeric,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/104,21,雷达波束数据,021104,为解计算的似然度,Numeric,3,-30000,15,Numeric,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/105,21,雷达波束数据,021105,标准化雷达截面,dB,2,-10000,14,dB,2,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/106,21,雷达波束数据,021106,Kp 方差系数 (alpha),Numeric,3,0,14,Numeric,3,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/107,21,雷达波束数据,021107,Kp 方差系数 (alpha),Numeric,8,0,16,Numeric,8,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/109,21,雷达波束数据,021109,SEAWINDS 风矢量单元质量,Flag table,0,0,17,Flag table,0,6,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/110,21,雷达波束数据,021110,内波束σ-0数量（卫星前方）,Numeric,0,0,6,Numeric,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/21/111,21,雷达波束数据,021111,内波束σ-0数量（卫星前方）,Numeric,0,0,6,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/112,21,雷达波束数据,021112,内波束σ-0数量（卫星前方）,Numeric,0,0,6,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/113,21,雷达波束数据,021113,内波束σ-0数量（卫星前方）,Numeric,0,0,6,Numeric,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/21/114,21,雷达波束数据,021114,Kp 方差系数 (gamma),dB,3,-140000,18,dB,3,6,,,Operational,"AI Translator: azure, Glossary Not Used"
