Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/10/001/1/301042,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310001,（卫星通道和亮温）,,301042,（卫星标识符、仪器、数据处理技术、日期/时间）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/001/2/303031,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310001,（卫星通道和亮温）,,303031,（重要性数据，陆地/海洋，表面温度）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/001/3/303032,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310001,（卫星通道和亮温）,,303032,高层云,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/001/4/101026,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310001,（卫星通道和亮温）,,101026,复制5个描述符2次,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/001/5/303025,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310001,（卫星通道和亮温）,,303025,（卫星通道和亮温）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/002/1/301042,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310002,（卫星 - 低级）,,301042,（卫星标识符、仪器、数据处理技术、日期/时间）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/002/2/303031,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310002,（卫星 - 低级）,,303031,（重要性数据，陆地/海洋，表面温度）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/002/3/303032,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310002,（卫星 - 低级）,,303032,高层云,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/002/4/101009,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310002,（卫星 - 低级）,,101009,复制5个描述符2次,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/002/5/303023,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310002,（卫星 - 低级）,,303023,层平均气温,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/003/1/301042,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310003,（卫星 - 低级）,,301042,（卫星标识符、仪器、数据处理技术、日期/时间）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/003/2/303031,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310003,（卫星 - 低级）,,303031,（重要性数据，陆地/海洋，表面温度）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/003/3/303032,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310003,（卫星 - 低级）,,303032,高层云,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/003/4/101006,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310003,（卫星 - 低级）,,101006,复制5个描述符2次,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/10/003/5/303023,10,垂直探测序列（卫星数据）（不可用于CREX传输）,310003,（卫星 - 低级）,,303023,层平均气温,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
