Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/00/001,00,BUFR/CREX 表项,000001,表A：条目,CCITT IA5,0,0,24,Character,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/00/002,00,BUFR/CREX 表项,000002,表A：数据类别描述，第1行,CCITT IA5,0,0,256,Character,0,32,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/003,00,BUFR/CREX 表项,000003,表A：数据类别描述，第1行,CCITT IA5,0,0,256,Character,0,32,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/004,00,BUFR/CREX 表项,000004,BUFR/CREX 表项,CCITT IA5,0,0,16,Character,0,2,（参见注释 3）,98,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/005,00,BUFR/CREX 表项,000005,BUFR/CREX 版本号,CCITT IA5,0,0,24,Character,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/00/006,00,BUFR/CREX 表项,000006,BUFR主表版本号,CCITT IA5,0,0,16,Character,0,2,（参见注释 3）,33,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/007,00,BUFR/CREX 表项,000007,CREX主表版本号,CCITT IA5,0,0,16,Character,0,2,（参见注释 3）,40,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/008,00,BUFR/CREX 表项,000008,BUFR主表版本号,CCITT IA5,0,0,16,Character,0,2,（参见注释 3）,76,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/010,00,BUFR/CREX 表项,000010,（F、X、Y 的描述符需添加或定义）,CCITT IA5,0,0,8,Character,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/011,00,BUFR/CREX 表项,000011,X 描述符需添加或定义,CCITT IA5,0,0,16,Character,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/012,00,BUFR/CREX 表项,000012,（F、X、Y 的描述符需添加或定义）,CCITT IA5,0,0,24,Character,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/013,00,BUFR/CREX 表项,000013,元素名称,CCITT IA5,0,0,256,Character,0,32,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/014,00,BUFR/CREX 表项,000014,元素名称,CCITT IA5,0,0,256,Character,0,32,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/015,00,BUFR/CREX 表项,000015,单位名称,CCITT IA5,0,0,192,Character,0,24,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/016,00,BUFR/CREX 表项,000016,单位刻度标志,CCITT IA5,0,0,8,Character,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/017,00,BUFR/CREX 表项,000017,单位刻度标志,CCITT IA5,0,0,24,Character,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/018,00,BUFR/CREX 表项,000018,单位参考值,CCITT IA5,0,0,8,Character,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/019,00,BUFR/CREX 表项,000019,单位参考值,CCITT IA5,0,0,80,Character,0,10,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/020,00,BUFR/CREX 表项,000020,元素数据宽度,CCITT IA5,0,0,24,Character,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/024,00,BUFR/CREX 表项,000024,代码数字,CCITT IA5,0,0,64,Character,0,8,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/025,00,BUFR/CREX 表项,000025,代码数字,CCITT IA5,0,0,496,Character,0,62,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/026,00,BUFR/CREX 表项,000026,位号,CCITT IA5,0,0,48,Character,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/027,00,BUFR/CREX 表项,000027,位号,CCITT IA5,0,0,496,Character,0,62,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/00/030,00,BUFR/CREX 表项,000030,描述符定义序列,CCITT IA5,0,0,48,Character,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
