Id,Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,noteIDs,Status,translated_by
bufr4/3/00/002/1/000002,00,BUFR 表项序列,300002,,,000002,表A：数据类别描述，第1行,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/002/2/000003,00,BUFR 表项序列,300002,,,000003,表A：数据类别描述，第1行,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/003/1/000010,00,BUFR 表项序列,300003,（F、X、Y 的描述符需添加或定义）,,000010,（F、X、Y 的描述符需添加或定义）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/003/2/000011,00,BUFR 表项序列,300003,（F、X、Y 的描述符需添加或定义）,,000011,X 描述符需添加或定义,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/003/3/000012,00,BUFR 表项序列,300003,（F、X、Y 的描述符需添加或定义）,,000012,（F、X、Y 的描述符需添加或定义）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/1/300003,00,BUFR 表项序列,300004,,,300003,（F、X、Y 的描述符需添加或定义）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/2/000013,00,BUFR 表项序列,300004,,,000013,元素名称,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/3/000014,00,BUFR 表项序列,300004,,,000014,元素名称,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/4/000015,00,BUFR 表项序列,300004,,,000015,单位名称,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/5/000016,00,BUFR 表项序列,300004,,,000016,单位刻度标志,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/6/000017,00,BUFR 表项序列,300004,,,000017,单位刻度标志,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/7/000018,00,BUFR 表项序列,300004,,,000018,单位参考值,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/8/000019,00,BUFR 表项序列,300004,,,000019,单位参考值,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/004/9/000020,00,BUFR 表项序列,300004,,,000020,元素数据宽度,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/010/1/300003,00,BUFR 表项序列,300010,,,300003,（F、X、Y 的描述符需添加或定义）,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/010/2/101000,00,BUFR 表项序列,300010,,,101000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/010/3/031001,00,BUFR 表项序列,300010,,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/010/4/000030,00,BUFR 表项序列,300010,,,000030,描述符定义序列,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/015/1/000030,00,BUFR 表项序列,300015,代码表,,000030,描述符定义序列,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/015/2/102000,00,BUFR 表项序列,300015,代码表,,102000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/015/3/031002,00,BUFR 表项序列,300015,代码表,,031002,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/015/4/000024,00,BUFR 表项序列,300015,代码表,,000024,代码数字,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/015/5/000025,00,BUFR 表项序列,300015,代码表,,000025,代码数字,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/016/1/000030,00,BUFR 表项序列,300016,（标志表定义）,,000030,描述符定义序列,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/016/2/102000,00,BUFR 表项序列,300016,（标志表定义）,,102000,6个描述符的延迟复制,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/016/3/031001,00,BUFR 表项序列,300016,（标志表定义）,,031001,描述符延迟复制因子,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/016/4/000026,00,BUFR 表项序列,300016,（标志表定义）,,000026,位号,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/3/00/016/5/000027,00,BUFR 表项序列,300016,（标志表定义）,,000027,位号,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
