Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/35/000/000-099,035000,FM和区域代码编号,000-099,FM和区域代码编号,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/100-199,035000,FM和区域代码编号,100-199,RA I代码,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/000/200-299,035000,FM和区域代码编号,200-299,RA I代码,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/300-399,035000,FM和区域代码编号,300-399,RA I代码,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/400-499,035000,FM和区域代码编号,400-499,RA I代码,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/500-599,035000,FM和区域代码编号,500-599,RA I代码,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/600-699,035000,FM和区域代码编号,600-699,RA I代码,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/700-799,035000,FM和区域代码编号,700-799,南极代码,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/000/800-999,035000,FM和区域代码编号,800-999,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/1000-1022,035000,FM和区域代码编号,1000-1022,未使用,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/000/1023,035000,FM和区域代码编号,1023,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001/0,035001,监测期,0,实时,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/001/1,035001,监测期,1,实时,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001/2,035001,监测期,2,实时,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001/3-6,035001,监测期,3-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/001/7,035001,监测期,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/35/030/0,035030,预期数据可用性中的差异,0,没有差异,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/1,035030,预期数据可用性中的差异,1,不遵守标准和建议的实践和程序，包括监测相关的规定。,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/2,035030,预期数据可用性中的差异,2,气象公报目录未及时更新,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/35/030/3,035030,预期数据可用性中的差异,3,错误的路由目录,,,,,Operational,"AI Translator: azure, Glossary Not Used"
