Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/33/002/0,033002,质量信息,0,数据无疑点,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/002/1,033002,质量信息,1,数据无疑点,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/002/2,033002,质量信息,2,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/002/3,033002,质量信息,3,质量信息,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/003/0,033003,质量信息,0,数据无疑点,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/003/1,033003,质量信息,1,数据无疑点,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/003/2,033003,质量信息,2,数据无疑点,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/003/3,033003,质量信息,3,被认为不适合使用的数据,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/003/4-6,033003,质量信息,4-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/003/7,033003,质量信息,7,质量信息,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005/1,033005,质量信息（AWS数据）,1,未执行自动气象数据检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/2,033005,质量信息（AWS数据）,2,压力数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/3,033005,质量信息（AWS数据）,3,风数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/4,033005,质量信息（AWS数据）,4,空气温度数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/5,033005,质量信息（AWS数据）,5,湿球温度,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005/6,033005,质量信息（AWS数据）,6,开始缺失相对湿度数据,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005/7,033005,质量信息（AWS数据）,7,地温数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/8,033005,质量信息（AWS数据）,8,土壤温度（深度1）数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/9,033005,质量信息（AWS数据）,9,土壤温度（深度1）数据可疑,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005/10,033005,质量信息（AWS数据）,10,土壤温度（深度1）数据可疑,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005/11,033005,质量信息（AWS数据）,11,土壤温度（深度1）数据可疑,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005/12,033005,质量信息（AWS数据）,12,土壤温度（深度1）数据可疑,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005/13,033005,质量信息（AWS数据）,13,云数据嫌疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/14,033005,质量信息（AWS数据）,14,可疑的可见性数据,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/15,033005,质量信息（AWS数据）,15,当前天气数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/16,033005,质量信息（AWS数据）,16,闪电数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/17,033005,质量信息（AWS数据）,17,冰沉积数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/18,033005,质量信息（AWS数据）,18,降水数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/19,033005,质量信息（AWS数据）,19,地面数据状态可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/20,033005,质量信息（AWS数据）,20,雪数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/21,033005,质量信息（AWS数据）,21,水分含量数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/22,033005,质量信息（AWS数据）,22,蒸发/蒸散数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/23,033005,质量信息（AWS数据）,23,阳光数据可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/005/24-29,033005,质量信息（AWS数据）,24-29,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/005/All-30,033005,质量信息（AWS数据）,All 30,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/006/0,033006,内部测量状态信息 (AWS),0,自检正常,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/006/1,033006,内部测量状态信息 (AWS),1,至少一个警告激活，无警报,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/006/2,033006,内部测量状态信息 (AWS),2,至少一个警报激活,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/006/3,033006,内部测量状态信息 (AWS),3,传感器故障,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/006/4-6,033006,内部测量状态信息 (AWS),4-6,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/006/7,033006,内部测量状态信息 (AWS),7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/015/0,033015,数据质量检查指标,0,通过所有检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/1,033015,数据质量检查指标,1,缺失数据检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/2,033015,数据质量检查指标,2,下降/重新上升的气球检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/3,033015,数据质量检查指标,3,数据合理性检查（超出限制）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/4,033015,数据质量检查指标,4,数据合理性检查（超出限制）,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/015/5,033015,数据质量检查指标,5,超绝热递减率检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/6,033015,数据质量检查指标,6,限制角度检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/7,033015,数据质量检查指标,7,上升速率检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/8,033015,数据质量检查指标,8,与之前航班相比的过度变化,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/9,033015,数据质量检查指标,9,气球头顶检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/10,033015,数据质量检查指标,10,风速,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/015/11,033015,数据质量检查指标,11,风向,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/015/12,033015,数据质量检查指标,12,依赖性检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/13,033015,数据质量检查指标,13,数据有效但已修改,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/14,033015,数据质量检查指标,14,数据异常值检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/015/15-62,033015,数据质量检查指标,15-62,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/015/63,033015,数据质量检查指标,63,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/020/0,033020,以下数值的质量控制指示,0,好,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/020/1,033020,以下数值的质量控制指示,1,不一致,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/020/2,033020,以下数值的质量控制指示,2,可疑,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/020/3,033020,以下数值的质量控制指示,3,错误,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/020/4,033020,以下数值的质量控制指示,4,未检查,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/020/5,033020,以下数值的质量控制指示,5,已更改,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/020/6,033020,以下数值的质量控制指示,6,估计,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/020/7,033020,以下数值的质量控制指示,7,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/021/0,033021,以下数值的质量,0,在限制范围内,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/021/1,033021,以下数值的质量,1,在限制范围内,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/021/2,033021,以下数值的质量,2,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/021/3,033021,以下数值的质量,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/022/0,033022,浮标卫星传输质量,0,好（已收到几份相同的报告）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/022/1,033022,浮标卫星传输质量,1,可疑（未收到任何相同的报告）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/022/2,033022,浮标卫星传输质量,2,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/022/3,033022,浮标卫星传输质量,3,缺失值,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/33/023/0,033023,浮标位置的质量,0,可靠（位置通过两次卫星传输确定）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/33/023/1,033023,浮标位置的质量,1,最新已知（在相应通道上无位置）,,,,,Operational,"AI Translator: azure, Glossary Not Used"
