Id,FXY,ElementName_zn,CodeFigure,EntryName_zn,EntryName_sub1_zn,EntryName_sub2_zn,Note_zn,noteIDs,Status,translated_by
bufr4/0/42/004/0,042004,每个涌浪波谱分区的反演置信度,0,波浪方向已解析,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/004/1,042004,每个涌浪波谱分区的反演置信度,1,180度歧义未解决,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/004/2-14,042004,每个涌浪波谱分区的反演置信度,2-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/004/15,042004,每个涌浪波谱分区的反演置信度,15,缺失,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/017/0,042017,涌浪波谱的质量标志,0,好,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/017/1,042017,涌浪波谱的质量标志,1,中等,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/017/2,042017,涌浪波谱的质量标志,2,低,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/017/3,042017,涌浪波谱的质量标志,3,差,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/017/4-14,042017,涌浪波谱的质量标志,4-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/017/15,042017,涌浪波谱的质量标志,15,缺失,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/018/0,042018,涌浪波谱的质量标志,0,非常好,,,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/42/018/1,042018,涌浪波谱的质量标志,1,好,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/018/2,042018,涌浪波谱的质量标志,2,中等,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/018/3,042018,涌浪波谱的质量标志,3,低,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/018/4,042018,涌浪波谱的质量标志,4,差,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/018/5-14,042018,涌浪波谱的质量标志,5-14,保留,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/42/018/15,042018,涌浪波谱的质量标志,15,缺失,,,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
