Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/19/001,19,概要特征,019001,概要特征,Code table,0,0,6,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/002,19,概要特征,019002,特征的有效半径,m,-2,0,12,m,-2,4,（参见注释 3）,138,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/003,19,概要特征,019003,风速阈值,m/s,0,0,8,m/s,0,3,（参见注释 3）,99,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/004,19,概要特征,019004,相对于超过阈值风速的有效半径,m,-2,0,12,m,-2,4,（参见注释 3）,99,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/005,19,概要特征,019005,特征运动方向,degree true,0,0,9,degree true,0,3,（参见注释 3）,73,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/006,19,概要特征,019006,特征运动速度,m/s,2,0,14,m/s,2,5,（参见注释 3）,73,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/007,19,概要特征,019007,特征的有效半径,m,-3,0,12,m,-3,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/008,19,概要特征,019008,循环的垂直范围,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/009,19,概要特征,019009,相对于超过阈值风速的有效半径,m,-3,0,12,m,-3,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/010,19,概要特征,019010,跟踪概要特征中心的方法,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/100,19,概要特征,019100,计算热带气旋移动的时间间隔,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/101,19,概要特征,019101,热带气旋中心位置的准确性,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/102,19,概要特征,019102,热带气旋风眼的形状和定义,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/103,19,概要特征,019103,热带气旋风眼的形状和定义,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/104,19,概要特征,019104,在30分钟内眼睛特性的变化,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/105,19,概要特征,019105,螺旋带末端与中心之间的距离,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/106,19,概要特征,019106,热带气旋识别编号,Numeric,0,0,7,Numeric,0,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/107,19,概要特征,019107,计算热带气旋移动的时间间隔,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/108,19,概要特征,019108,热带气旋中心位置的准确性,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/109,19,概要特征,019109,热带气旋覆盖云层的平均直径,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/110,19,概要特征,019110,热带气旋强度的明显24小时变化,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/111,19,概要特征,019111,热带气旋的当前强度（CI）编号,Numeric,1,0,7,Numeric,1,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/112,19,概要特征,019112,热带气旋识别编号,Numeric,1,0,7,Numeric,1,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/113,19,概要特征,019113,DT 数值的云图模式类型,Code table,0,0,4,Code table,0,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/114,19,概要特征,019114,热带气旋的模型预期热带（MET）编号,Numeric,1,0,7,Numeric,1,3,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/115,19,概要特征,019115,"过去24小时变化趋势（+: 增强, -: 减弱）",Numeric,1,-30,6,Numeric,1,2,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/116,19,概要特征,019116,热带气旋识别编号,Numeric,1,0,7,Numeric,1,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/117,19,概要特征,019117,PT编号的云图片类型,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/118,19,概要特征,019118,热带气旋识别编号,Numeric,1,0,7,Numeric,1,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/19/119,19,概要特征,019119,最终T编号的类型,Code table,0,0,3,Code table,0,1,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/19/150,19,概要特征,019150,台风国际通用编号（台风委员会）,CCITT IA5,0,0,32,Character,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
