Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/07/001,07,非坐标位置（垂直）,007001,车站地面高度,m,0,-400,15,m,0,5,（参见注释 3）,116,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/002,07,非坐标位置（垂直）,007002,高度,m,-1,-40,16,m,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/003,07,非坐标位置（垂直）,007003,位势,m2 s-2,-1,-400,17,m2 s-2,-1,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/004,07,非坐标位置（垂直）,007004,压力,Pa,-1,0,14,Pa,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/005,07,非坐标位置（垂直）,007005,高度增量,m,0,-400,12,m,0,4,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/07/006,07,非坐标位置（垂直）,007006,车站地面高度,m,0,0,15,m,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/007,07,非坐标位置（垂直）,007007,高度,m,0,-1000,17,m,0,6,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/008,07,非坐标位置（垂直）,007008,位势,m2 s-2,0,-10000,20,m2 s-2,0,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/009,07,非坐标位置（垂直）,007009,位势高度,gpm,0,-1000,17,gpm,0,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/010,07,非坐标位置（垂直）,007010,飞行高度层意义,m,0,-1024,16,ft,-1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/012,07,非坐标位置（垂直）,007012,网格点海拔,m,2,-50000,20,m,2,7,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/07/021,07,非坐标位置（垂直）,007021,提升,deg,2,-9000,15,deg,2,5,（参见注释 3）,68,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/022,07,非坐标位置（垂直）,007022,太阳高度,deg,2,-9000,15,deg,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/024,07,非坐标位置（垂直）,007024,卫星天顶角,deg,2,-9000,15,deg,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/025,07,非坐标位置（垂直）,007025,太阳天顶角,deg,2,-9000,15,deg,2,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/026,07,非坐标位置（垂直）,007026,卫星天顶角,deg,4,-900000,21,deg,4,7,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/030,07,非坐标位置（垂直）,007030,车站地面高于平均海平面的高度,m,1,-4000,17,m,1,5,（参见注释 3）,87,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/031,07,非坐标位置（垂直）,007031,气压计高于平均海平面的高度,m,1,-4000,17,m,1,5,（参见注释 3）,84,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/032,07,非坐标位置（垂直）,007032,根据传感器相对于当地地面（或海洋平台甲板）的代表性高度进行调整。,m,2,0,16,m,2,5,（参见注释 3）,85,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/07/033,07,非坐标位置（垂直）,007033,传感器高于水面的位置,m,1,0,12,m,1,4,（参见注释 3）,86,Operational,"AI Translator: rag_cache, Glossary Not Used"
