Id,ClassNo,ClassName_zn,FXY,ElementName_zn,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_zn,noteIDs,Status,translated_by
bufr4/0/13/001,13,水文和水力要素,013001,相对湿度,kg/kg,5,0,14,kg/kg,5,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/002,13,水文和水力要素,013002,混合比率,kg/kg,5,0,14,kg/kg,5,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/003,13,水文和水力要素,013003,相对湿度,%,0,0,7,%,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/004,13,水文和水力要素,013004,蒸气压,Pa,-1,0,10,Pa,-1,4,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/005,13,水文和水力要素,013005,蒸气压,kg m-3,3,0,7,kg m-3,3,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/006,13,水文和水力要素,013006,混合高度,m,-1,-40,16,m,-1,5,,,Operational,"AI Translator: azure, Glossary Not Used"
bufr4/0/13/007,13,水文和水力要素,013007,相对湿度,%,0,0,7,%,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/008,13,水文和水力要素,013008,相对湿度,%,0,0,7,%,0,3,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/009,13,水文和水力要素,013009,相对湿度,%,1,-1000,12,%,1,4,（参见注释 3）,39,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/011,13,水文和水力要素,013011,总降水量/总水当量,kg m-2,1,-1,14,kg m-2,1,5,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
bufr4/0/13/012,13,水文和水力要素,013012,雪深超过0.00米,m,2,-2,12,m,2,4,（参见注释 3）,26,Operational,"AI Translator: rag_cache, Glossary Not Used"
