Category,CategoryOfSequences_zn,FXY1,Title_zn,SubTitle_zn,FXY2,ElementName_zn,ElementDescription_zn,Note_zn,Status,translated_by
35,监控信息,D35001,（指定监测站）,,B08035,监测活动类型,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35001,（指定监测站）,,B35001,监测期,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35001,（指定监测站）,,B08036,执行监测的中心或站点类型,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35001,（指定监测站）,,D01001,WMO区块和站号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35002,（指定监测站）,,B08035,监测活动类型,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35002,（指定监测站）,,B35001,监测期,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35002,（指定监测站）,,B08036,执行监测的中心或站点类型,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35002,（指定监测站）,,B01033,识别起源/生成中心,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35003,监测期,,B08021,时间意义,= 23 监测期,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35003,监测期,,B04001,年,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35003,监测期,,B04002,月,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35003,监测期,,B04003,天,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35003,监测期,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35003,监测期,,B04073,时间周期或位移,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35004,（指定报告类型和单个被监测站）,,B08021,时间意义,接收报告的商定时间限制,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35004,（指定报告类型和单个被监测站）,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35004,（指定报告类型和单个被监测站）,,B08021,时间意义,名义报告时间,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35004,（指定报告类型和单个被监测站）,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35004,（指定报告类型和单个被监测站）,,B35000,FM和区域代码编号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35004,（指定报告类型和单个被监测站）,,D01001,WMO区块和站号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35004,（指定报告类型和单个被监测站）,,B35011,实际收到的报告数量,,,Operational,"AI Translator: azure, Glossary Not Used"
35,监控信息,D35005,（指定报告类型和正在监测的WMO区块）,,B08021,时间意义,接收报告的商定时间限制,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35005,（指定报告类型和正在监测的WMO区块）,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35005,（指定报告类型和正在监测的WMO区块）,,B08021,时间意义,名义报告时间,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35005,（指定报告类型和正在监测的WMO区块）,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35005,（指定报告类型和正在监测的WMO区块）,,B35000,FM和区域代码编号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35005,（指定报告类型和正在监测的WMO区块）,,B01001,WMO 块号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35005,（指定报告类型和正在监测的WMO区块）,,B35011,实际收到的报告数量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35006,（指定报告类型和正在监测的WMO区块）,,B08021,时间意义,接收报告的商定时间限制,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35006,（指定报告类型和正在监测的WMO区块）,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35006,（指定报告类型和正在监测的WMO区块）,,B08021,时间意义,名义报告时间,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35006,（指定报告类型和正在监测的WMO区块）,,B04004,小时,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35006,（指定报告类型和正在监测的WMO区块）,,B35000,FM和区域代码编号,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35006,（指定报告类型和正在监测的WMO区块）,,B01003,WMO 区域编号/地理区域,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
35,监控信息,D35006,（指定报告类型和正在监测的WMO区块）,,B35011,实际收到的报告数量,,,Operational,"AI Translator: rag_cache, Glossary Not Used"
