Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/19/001,19,Classe 19 Caractéristiques synoptiques,019001,Type de la caractéristique synoptique,,0,0,6,,0,2,,,Operational,Original
bufr4/0/19/002,19,Classe 19 Caractéristiques synoptiques,019002,Rayon réel de la caractéristique,,-2,0,12,,-2,4,(voir note 1),138,Operational,Original
bufr4/0/19/003,19,Classe 19 Caractéristiques synoptiques,019003,Seuil de vitesse du vent,,0,0,8,,0,3,(voir note 2),99,Operational,Original
bufr4/0/19/004,19,Classe 19 Caractéristiques synoptiques,019004,Rayon réel pour les vitesses du vent supérieures au seuil,,-2,0,12,,-2,4,(voir note 2),99,Operational,Original
bufr4/0/19/005,19,Classe 19 Caractéristiques synoptiques,019005,Direction de déplacement de la caractéristique,,0,0,9,,0,3,(voir note 3),73,Operational,Original
bufr4/0/19/006,19,Classe 19 Caractéristiques synoptiques,019006,Vitesse de déplacement de la caractéristique,,2,0,14,,2,5,(voir note 3),73,Operational,Original
bufr4/0/19/007,19,Classe 19 Caractéristiques synoptiques,019007,Rayon réel de la caractéristique,,-3,0,12,,-3,4,,,Operational,Original
bufr4/0/19/008,19,Classe 19 Caractéristiques synoptiques,019008,Extension verticale de la circulation,,0,0,3,,0,1,,,Operational,Original
bufr4/0/19/009,19,Classe 19 Caractéristiques synoptiques,019009,Rayon effectif pour les vitesses de vent supérieures à la valeur seuil (tempêtes étendues),,-3,0,12,,-3,4,,,Operational,Original
bufr4/0/19/010,19,Classe 19 Caractéristiques synoptiques,019010,Méthode d'obtention du centre de la caractéristique synoptique,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/100,19,Classe 19 Caractéristiques synoptiques,019100,Période pour laquelle a été calculé le déplacement du cyclone tropical,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/101,19,Classe 19 Caractéristiques synoptiques,019101,Précision de la position du centre du cyclone tropical,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/102,19,Classe 19 Caractéristiques synoptiques,019102,Configuration et définition de l'œil du cyclone tropical,,0,0,3,,0,1,,,Operational,Original
bufr4/0/19/103,19,Classe 19 Caractéristiques synoptiques,019103,Diamètre ou longueur de l'axe principal de l'œil du cyclone tropical,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/104,19,Classe 19 Caractéristiques synoptiques,019104,Évolution du caractère de l'œil durant les 30 minutes précédentes,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/105,19,Classe 19 Caractéristiques synoptiques,019105,Distance entre l'extrémité de la bande en spirale et le centre du cyclone tropical,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/106,19,Classe 19 Caractéristiques synoptiques,019106,Numéro d'identification du cyclone tropical,,0,0,7,,0,3,,,Operational,Original
bufr4/0/19/107,19,Classe 19 Caractéristiques synoptiques,019107,Période sur laquelle a été calculé le déplacement du cyclone tropical,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/108,19,Classe 19 Caractéristiques synoptiques,019108,Précision de la position géographique du cyclone tropical,,0,0,3,,0,1,,,Operational,Original
bufr4/0/19/109,19,Classe 19 Caractéristiques synoptiques,019109,Diamètre moyen de la couverture nuageuse du cyclone tropical,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/110,19,Classe 19 Caractéristiques synoptiques,019110,"Variation apparente de l'intensité du cyclone tropical, à 24 heures d'intervalle",,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/111,19,Classe 19 Caractéristiques synoptiques,019111,Nombre Cl (intensité courante) du cyclone tropical,,1,0,7,,1,3,,,Operational,Original
bufr4/0/19/112,19,Classe 19 Caractéristiques synoptiques,019112,Nombre T (tropical) pour les données (DT) au sujet du cyclone tropical,,1,0,7,,1,3,,,Operational,Original
bufr4/0/19/113,19,Classe 19 Caractéristiques synoptiques,019113,Configuration nuageuse correspondant au nombre DT,,0,0,4,,0,2,,,Operational,Original
bufr4/0/19/114,19,Classe 19 Caractéristiques synoptiques,019114,Nombre T attendu du modèle (MET) pour le cyclone tropical,,1,0,7,,1,3,,,Operational,Original
bufr4/0/19/115,19,Classe 19 Caractéristiques synoptiques,019115,"Tendance sur les 24 heures précédentes (+: intensification, -: affaiblissement)",,1,-30,6,,1,2,,,Operational,Original
bufr4/0/19/116,19,Classe 19 Caractéristiques synoptiques,019116,Nombre T de la configuration (PT) du cyclone tropical,,1,0,7,,1,3,,,Operational,Original
bufr4/0/19/117,19,Classe 19 Caractéristiques synoptiques,019117,Type d'image de nuages correspondant au nombre PT,,0,0,3,,0,1,,,Operational,Original
bufr4/0/19/118,19,Classe 19 Caractéristiques synoptiques,019118,Nombre T final pour le cyclone tropical,,1,0,7,,1,3,,,Operational,Original
bufr4/0/19/119,19,Classe 19 Caractéristiques synoptiques,019119,Type du nombre T final,,0,0,3,,0,1,,,Operational,Original
bufr4/0/19/150,19,Classe 19 Caractéristiques synoptiques,019150,Nombre international commun des typhons (Comité des typhons),,0,0,32,,0,4,,,Operational,Original
