Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status,translated_by
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02001,Pression et variation de pression en 3 heures,,B10004,Pression,Pression au niveau de la station,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02001,Pression et variation de pression en 3 heures,,B10051,Pression ramenée au niveau moyen de la mer,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02001,Pression et variation de pression en 3 heures,,B10061,Variation de pression en 3 heures,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02001,Pression et variation de pression en 3 heures,,B10063,Caractéristique de la tendance barométrique,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02002,Station à haute altitude,,B10004,Pression,Pression au niveau de la station,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02002,Station à haute altitude,,B07004,Pression,Niveau barique,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02002,Station à haute altitude,,B10003,Géopotentiel,Niveau barique,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02002,Station à haute altitude,,B10061,Variation de pression en 3 heures,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02002,Station à haute altitude,,B10063,Caractéristique de la tendance barométrique,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B11011,Direction du vent à 10 m,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B11012,Vitesse du vent à 10 m,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B12004,Température de l'air à 2 m,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B12006,Température du point de rosée à 2 m,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B13003,Humidité relative,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B20001,Visibilité horizontale,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B20003,Temps présent,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B20004,Temps passé (1),,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02003,"Vent, température, humidité, visibilité, temps",,B20005,Temps passé (2),,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02004,Information générale sur les nuages,,B20010,Nébulosité (totale),,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02004,Information générale sur les nuages,,B08002,Caractéristique verticale (observations en surface),,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02004,Information générale sur les nuages,,B20011,Nébulosité,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02004,Information générale sur les nuages,,B20013,Hauteur de la base des nuages,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02004,Information générale sur les nuages,,B20012,Type de nuage,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02004,Information générale sur les nuages,,B20012,Type de nuage,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02004,Information générale sur les nuages,,B20012,Type de nuage,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02005,Couche nuageuse,,B08002,Caractéristique verticale (observations en surface),,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02005,Couche nuageuse,,B20011,Nébulosité,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02005,Couche nuageuse,,B20012,Type de nuage,,,Operational,AI Translator: MCP
02,Catégorie 02 — Séquences météorologiques communes aux données de surface,D02005,Couche nuageuse,,B20013,Hauteur de la base des nuages,,,Operational,AI Translator: MCP
