Id,﻿Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/16/001/1/301011,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,301011,"Année, mois, jour",,,,Operational
bufr4/3/16/001/2/004004,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,004004,Heure,,,,Operational
bufr4/3/16/001/3/301023,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,301023,Latitude/longitude (faible précision),,,,Operational
bufr4/3/16/001/4/001021,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,001021,Indicateur d'identification de la caractéristique synoptique,,,,Operational
bufr4/3/16/001/5/002041,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,,,,Operational
bufr4/3/16/001/6/019001,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,019001,Type de la caractéristique synoptique,,,,Operational
bufr4/3/16/001/7/010051,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,010051,Pression ramenée au niveau moyen de la mer,,,,Operational
bufr4/3/16/001/8/019002,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,019002,Rayon réel de la caractéristique,,,,Operational
bufr4/3/16/001/9/019003,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,019003,Seuil de la vitesse du vent,Généralement 15 m s-1,,,Operational
bufr4/3/16/001/10/019004,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316001,,,019004,Rayon réel pour les vitesses du vent supérieures au seuil,,,,Operational
bufr4/3/16/002/1/008021,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,008021,Caractéristique temporelle,Heure d'analyse de données,,,Operational
bufr4/3/16/002/2/004001,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004001,Année,,,,Operational
bufr4/3/16/002/3/004002,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004002,Mois,,,,Operational
bufr4/3/16/002/4/004003,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004003,Jour,,,,Operational
bufr4/3/16/002/5/004004,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004004,Heure,,,,Operational
bufr4/3/16/002/6/004005,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004005,Minute,,,,Operational
bufr4/3/16/002/7/001033,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,001033,Identification du centre d'origine/ de production,,,,Operational
bufr4/3/16/002/8/008021,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,008021,Caractéristique temporelle,Période de validité (prévision),,,Operational
bufr4/3/16/002/9/004001,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004001,Année,,,,Operational
bufr4/3/16/002/10/004002,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004002,Mois,,,,Operational
bufr4/3/16/002/11/004003,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004003,Jour,,,,Operational
bufr4/3/16/002/12/004004,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004004,Heure,,,,Operational
bufr4/3/16/002/13/004005,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,004005,Minute,,,,Operational
bufr4/3/16/002/14/007002,16,Catégorie 16 – Séquences correspondant à des caractéristiques synoptiques,316002,(En-tête),,007002,Hauteur ou altitude,Niveau de vol (base de la couche),,,Operational
