Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status,translated_by
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,D01051,"Numéro de vol, système de navigation, date/heure, position, phase de vol",ASDAR,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,B07002,Hauteur ou altitude,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,B12001,Température/température de l'air,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,B11001,Direction du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,B11031,Degré de turbulence,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,B11032,Hauteur de la base de la turbulence,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,B11033,Hauteur du sommet de la turbulence,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11001,Rapports d'aéronefs,,B20041,Givrage d'aéronef,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11002,rapports ACARS,,D01065,Identification du message ACARS,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11002,Rapports ACARS,,D01066,Position concernant les messages ACARS,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11002,rapports ACARS,,D11003,Variables ACARS standard transmises,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11002,Rapports ACARS,,D11004,Variables ACARS supplémentaires transmises,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11003,Variables ACARS standard transmises,,B10070,Altitude de l'aéronef indiquée,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11003,Variables ACARS standard transmises,,B11001,Direction du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11003,Variables ACARS standard transmises,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11003,Variables ACARS standard transmises,,B12001,Température/température de l'air,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11003,Variables ACARS standard transmises,,B13002,Rapport de mélange,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,R01000,Répétition différée de 1 descripteur,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,B11034,Vitesse des rafales verticales,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,R01000,Répétition différée de 1 descripteur,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,B11035,Accélération des rafales verticales,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,R01000,Répétition différée de 1 descripteur,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,B11075,Intensité moyenne de la turbulence (taux de dissipation des tourbillons),,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,R01000,Répétition différée de 1 descripteur,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,B11076,Intensité maximale de la turbulence (taux de dissipation des tourbillons),,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,R01000,Répétition différée de 1 descripteur,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,B33025,Indicateur de valeurs ACARS interpolées,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,R01000,Répétition différée de 1 descripteur,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11004,Variables ACARS supplémentaires transmises,,B33026,Qualité de la mesure de l'humidité,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B01008,Numéro d’immatriculation de l’aéronef ou autre identification,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B01023,Numéro de la séquence d’observations,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,D01021,"Latitude, longitude (précision élevée)",,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,D01011,"et trajectoire et évolution prévues) Année, mois, jour",,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,D01013,"Heure, minute, seconde",,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B07010,Niveau de vol,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B08009,Phase de vol détaillée de l'aéronef,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B11001,Direction du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B11031,Degré de turbulence,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B11036,Équivalent maximal dérivé de la vitesse des rafales verticales,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B12101,Température/température de l'air,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11005,Rapports AMDAR standard,,B33025,Indicateur de valeurs ACARS interpolées,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11006,Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude,,B07010,Niveau de vol,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11006,Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude,,B11001,Direction du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11006,Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11006,Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude,,B02064,Qualité de l’angle de roulis de l’aéronef,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11006,Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude,,B12101,Température/température de l'air,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11006,Données AMDAR ou données d'aéronefs pour un niveau sans indication de la latitude et de la longitude,,B12103,Point de rosée,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11007,Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude,,B07010,Niveau de vol,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11007,Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude,,D01021,"Latitude, longitude (précision élevée)",,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11007,Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude,,B11001,Direction du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11007,Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
11,Catégorie 11 — Séquences correspondant à des messages d'observation à un seul niveau (données classiques),D11007,Données d'aéronefs pour un niveau avec indication de la latitude et de la longitude,,B02064,Qualité de l’angle de roulis de l’aéronef,,,Operational,AI Translator: MCP
