Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/07/001,07,Classe 07 – Position (verticale),007001,Hauteur de la station,m,0,,15,m,0,5,(voir note 1),1,Operational
bufr4/0/07/002,07,Classe 07 – Position (verticale),007002,Hauteur ou altitude,m,-1,,16,m,-1,5,,,Operational
bufr4/0/07/003,07,Classe 07 – Position (verticale),007003,Géopotentiel,m² s-2,-1,,17,m² s-2,-1,6,,,Operational
bufr4/0/07/004,07,Classe 07 – Position (verticale),007004,Pression,Pa,-1,,14,Pa,-1,5,,,Operational
bufr4/0/07/005,07,Classe 07 – Position (verticale),007005,Incrément de hauteur,m,0,,12,m,0,4,,,Operational
bufr4/0/07/006,07,Classe 07 – Position (verticale),007006,Hauteur au-dessus de la station,m,0,,15,m,0,5,,,Operational
bufr4/0/07/007,07,Classe 07 – Position (verticale),007007,Hauteur,m,0,,17,m,0,6,,,Operational
bufr4/0/07/008,07,Classe 07 – Position (verticale),007008,Géopotentiel,m² s-2,0,,20,m² s-2,0,7,,,Operational
bufr4/0/07/009,07,Classe 07 – Position (verticale),007009,Hauteur géopotentielle,gpm,0,,17,gpm,0,5,,,Operational
bufr4/0/07/010,07,Classe 07 – Position (verticale),007010,Niveau de vol,m,0,,16,ft,-1,5,,,Operational
bufr4/0/07/012,07,Classe 07 – Position (verticale),007012,Altitude des points de grille,m,2,,20,m,2,7,,,Operational
bufr4/0/07/021,07,Classe 07 – Position (verticale),007021,Hauteur,°,2,,15,°,2,5,(voir note 2),2,Operational
bufr4/0/07/022,07,Classe 07 – Position (verticale),007022,Hauteur du soleil,°,2,,15,°,2,5,,,Operational
bufr4/0/07/024,07,Classe 07 – Position (verticale),007024,Distance zénithale du satellite,°,2,,15,°,2,5,,,Operational
bufr4/0/07/025,07,Classe 07 – Position (verticale),007025,Distance zénithale du soleil,°,2,,15,°,2,5,,,Operational
bufr4/0/07/026,07,Classe 07 – Position (verticale),007026,Distance zénithale du satellite,°,4,,21,°,4,7,,,Operational
bufr4/0/07/030,07,Classe 07 – Position (verticale),007030,Altitude du sol de la sation,m,1,,17,m,1,5,(voir note 3),3,Operational
bufr4/0/07/031,07,Classe 07 – Position (verticale),007031,Altitude du baromètre,m,1,,17,m,1,5,(voir note 4),4,Operational
bufr4/0/07/032,07,Classe 07 – Position (verticale),007032,Hauteur du capteur au-dessus du sol (ou du pont sur une plate-forme marine),m,2,,16,m,2,5,(voir note 5),5,Operational
bufr4/0/07/033,07,Classe 07 – Position (verticale),007033,Hauteur du capteur au-dessus de la surface de l'eau,m,1,,12,m,1,4,(voir note 6),6,Operational
bufr4/0/07/035,07,Classe 07 – Position (verticale),007035,Taille maximale de la dimension z,Numérique,0,,12,Numérique,0,4,,,Operational
bufr4/0/07/036,07,Classe 07 – Position (verticale),007036,Indice de niveau de z,Numérique,0,,12,Numérique,0,4,,,Operational
bufr4/0/07/040,07,Classe 07 – Position (verticale),007040,Paramètre d'impact,m,1,,22,m,1,8,(voir note 7),7,Operational
bufr4/0/07/061,07,Classe 07 – Position (verticale),007061,Profondeur sous la surface terrestre,m,2,,14,m,2,5,,,Operational
bufr4/0/07/062,07,Classe 07 – Position (verticale),007062,Profondeur sous la surface de la mer/ de l'eau,m,1,,17,m,1,6,,,Operational
bufr4/0/07/063,07,Classe 07 – Position (verticale),007063,Profondeur sous la surface de la mer/ de l'eau (cm),m,2,,20,m,2,7,,,Operational
bufr4/0/07/064,07,Classe 07 – Position (verticale),007064,Hauteur représentative du capteur au-dessus du niveau de la station,m,0,,4,m,0,2,(voir note 8),8,Operational
bufr4/0/07/065,07,Classe 07 – Position (verticale),007065,Pression hydrostatique,Pa,-3,,17,Pa,-3,6,,,Operational
bufr4/0/07/070,07,Classe 07 – Position (verticale),007070,Profondeur de lest,m,0,,10,m,0,4,,,Operational
bufr4/0/07/071,07,Classe 07 – Position (verticale),007071,Hauteur (haute résolution),m,3,,26,m,3,8,,,Operational
