Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/05/001,05,Classe 05 – Position (horizontale – 1),005001,Latitude (précision élevée),deg,5,-9000000,25,deg,5,7,,,Operational,Original
bufr4/0/05/002,05,Classe 05 – Position (horizontale – 1),005002,Latitude (faible précision),deg,2,-9000,15,deg,2,4,,,Operational,Original
bufr4/0/05/011,05,Classe 05 – Position (horizontale – 1),005011,Incrément de latitude (précision élevée),deg,5,-9000000,25,deg,5,7,,,Operational,Original
bufr4/0/05/012,05,Classe 05 – Position (horizontale – 1),005012,Incrément de latitude (faible précision),deg,2,-9000,15,deg,2,4,,,Operational,Original
bufr4/0/05/015,05,Classe 05 – Position (horizontale – 1),005015,Décalage en latitude (précision élevée),deg,5,-9000000,25,deg,5,7,,,Operational,Original
bufr4/0/05/016,05,Classe 05 – Position (horizontale – 1),005016,Décalage en latitude (faible précision),deg,2,-9000,15,deg,2,4,,,Operational,Original
bufr4/0/05/021,05,Classe 05 – Position (horizontale – 1),005021,Direction ou azimut,degree true,2,0,16,degree true,2,5,,,Operational,Original
bufr4/0/05/022,05,Classe 05 – Position (horizontale – 1),005022,Azimut du soleil,degree true,2,0,16,degree true,2,5,,,Operational,Original
bufr4/0/05/023,05,Classe 05 – Position (horizontale – 1),005023,Différence d'azimut entre le soleil et le satellite,deg,1,-1800,12,deg,1,4,,,Operational,Original
bufr4/0/05/030,05,Classe 05 – Position (horizontale – 1),005030,Direction (spectrale),deg,0,0,12,deg,0,4,,,Operational,Original
bufr4/0/05/031,05,Classe 05 – Position (horizontale – 1),005031,Numéro de la rangée,Numeric,0,0,12,Numeric,0,4,,,Operational,Original
bufr4/0/05/032,05,Classe 05 – Position (horizontale – 1),005032,Décalage Y (voir la note 6),m,2,-1073741824,31,m,2,11,,,Operational,Original
bufr4/0/05/033,05,Classe 05 – Position (horizontale – 1),005033,Taille des pixels sur l'horizontale - 1,m,-1,0,16,m,-1,5,,,Operational,Original
bufr4/0/05/034,05,Classe 05 – Position (horizontale – 1),005034,Numéro de la rangée le long de la trajectoire,Numeric,0,0,11,Numeric,0,4,,,Operational,Original
bufr4/0/05/035,05,Classe 05 – Position (horizontale – 1),005035,Taille maximale de la dimension x,Numeric,0,0,12,Numeric,0,4,,,Operational,Original
bufr4/0/05/036,05,Classe 05 – Position (horizontale – 1),005036,Numéro de la coupe exécutée par le navire du SOOP,Numeric,0,0,7,Numeric,0,2,,,Operational,Original
bufr4/0/05/040,05,Classe 05 – Position (horizontale – 1),005040,Numéro de l'orbite,Numeric,0,0,24,Numeric,0,8,,,Operational,Original
bufr4/0/05/041,05,Classe 05 – Position (horizontale – 1),005041,Numéro de la ligne de balayage,Numeric,0,0,8,Numeric,0,3,,,Operational,Original
bufr4/0/05/042,05,Classe 05 – Position (horizontale – 1),005042,Numéro du canal,Numeric,0,0,6,Numeric,0,2,,,Operational,Original
bufr4/0/05/043,05,Classe 05 – Position (horizontale – 1),005043,Numéro du champ de vision,Numeric,0,0,8,Numeric,0,3,,,Operational,Original
bufr4/0/05/044,05,Classe 05 – Position (horizontale – 1),005044,Numéro de cycle du satellite,Numeric,0,0,11,Numeric,0,4,,,Operational,Original
bufr4/0/05/045,05,Classe 05 – Position (horizontale – 1),005045,Numéro du champ balayé,Numeric,0,0,8,Numeric,0,3,,,Operational,Original
bufr4/0/05/052,05,Classe 05 – Position (horizontale – 1),005052,Incrément du numéro du canal,Numeric,0,0,5,Numeric,0,2,,,Operational,Original
bufr4/0/05/053,05,Classe 05 – Position (horizontale – 1),005053,Incrément du numéro du champ de vision,Numeric,0,0,5,Numeric,0,2,,,Operational,Original
bufr4/0/05/060,05,Classe 05 – Position (horizontale – 1),005060,Position angulaire selon y du centre de gravité,deg,6,-8000000,24,deg,6,8,,,Operational,Original
bufr4/0/05/061,05,Classe 05 – Position (horizontale – 1),005061,Position angulaire selon z du centre de gravité,deg,6,-8000000,24,deg,6,8,,,Operational,Original
bufr4/0/05/063,05,Classe 05 – Position (horizontale – 1),005063,Roulis de l'engin spatial,deg,2,0,16,deg,2,5,,,Operational,Original
bufr4/0/05/064,05,Classe 05 – Position (horizontale – 1),005064,Tangage de l'engin spatial,deg,2,0,16,deg,2,5,,,Operational,Original
bufr4/0/05/066,05,Classe 05 – Position (horizontale – 1),005066,Lacet de l'engin spatial,deg,2,0,16,deg,2,5,,,Operational,Original
bufr4/0/05/067,05,Classe 05 – Position (horizontale – 1),005067,Nombre de lignes de balayage,Numeric,0,0,8,Numeric,0,3,,,Operational,Original
bufr4/0/05/068,05,Classe 05 – Position (horizontale – 1),005068,Numéro de profil,Numeric,0,0,16,Numeric,0,5,,,Operational,Original
bufr4/0/05/069,05,Classe 05 – Position (horizontale – 1),005069,Canal de réception,Code table,0,0,2,Code table,0,1,,,Operational,Original
bufr4/0/05/070,05,Classe 05 – Position (horizontale – 1),005070,Identifiant de l'observation,Numeric,0,0,30,Numeric,0,10,,,Operational,Original
bufr4/0/05/071,05,Classe 05 – Position (horizontale – 1),005071,Indicateur Stripmap,Numeric,0,0,16,Numeric,0,5,,,Operational,Original
bufr4/0/05/072,05,Classe 05 – Position (horizontale – 1),005072,Nombre de spectres dans la direction de visée,Numeric,0,0,8,Numeric,0,3,,,Operational,Original
bufr4/0/05/073,05,Classe 05 – Position (horizontale – 1),005073,Nombre de spectres dans la direction azimutale,Numeric,0,0,8,Numeric,0,3,,,Operational,Original
bufr4/0/05/074,05,Classe 05 – Position (horizontale – 1),005074,Indice dans la direction de visée,Numeric,0,0,8,Numeric,0,3,,,Operational,Original
bufr4/0/05/075,05,Classe 05 – Position (horizontale – 1),005075,Indice dans la direction azimutale,Numeric,0,0,8,Numeric,0,3,,,Operational,Original
bufr4/0/05/076,05,Classe 05 – Position (horizontale – 1),005076,Azimut solaire dans le cadre de référence de l'instrument,deg,2,0,16,deg,2,6,,,Operational,Original
bufr4/0/05/077,05,Classe 05 – Position (horizontale – 1),005077,Latitude du point sous-satellite,deg,4,-900000,21,deg,4,7,,,Operational,Original
bufr4/0/05/078,05,Classe 05 – Position (horizontale – 1),005078,Numéro de corne,Numeric,0,0,4,Numeric,0,2,,,Operational,Original
bufr4/0/05/079,05,Classe 05 – Position (horizontale – 1),005079,bande,Numeric,0,0,6,Numeric,0,2,,,Operational,Original
bufr4/0/05/080,05,Classe 05 – Position (horizontale – 1),005080,résolution,m,-3,0,6,m,-3,2,,,Operational,Original
bufr4/0/05/092,05,Classe 05 – Position (horizontale – 1),005092,Indice de voie latérale ou numéro de rangée de voie latérale,Numeric,0,-1,3,,,,,,Operational,Original
