Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status,translated_by
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03001,,,B07003,Géopotentiel,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03001,,,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03001,,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03002,Vent au niveau de pression,,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03002,Vent au niveau de pression,,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03002,Vent au niveau de pression,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03003,,,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03003,,,B10003,Géopotentiel,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03003,,,B12001,Température/température de l'air,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03003,,,B12003,Point de rosée,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B10003,Géopotentiel,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B12001,Température/température de l'air,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B12003,Point de rosée,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03004,,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03011,Vent à la hauteur (géopotentielle),,B07003,Géopotentiel,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03011,Vent à la hauteur (géopotentielle),,B08001,Caractéristique correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03011,Vent à la hauteur (géopotentielle),,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03011,Vent à la hauteur (géopotentielle),,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03012,Vent au niveau de pression,,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03012,Vent au niveau de pression,,B08001,Caractéristique correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03012,Vent au niveau de pression,,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03012,Vent au niveau de pression,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03013,"Géopotentiel, température, humidité, vent au niveau de pression",,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03013,"Géopotentiel, température, humidité, vent au niveau de pression",,B08001,Caractéristique correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03013,"Géopotentiel, température, humidité, vent au niveau de pression",,B10003,Géopotentiel,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03013,"Géopotentiel, température, humidité, vent au niveau de pression",,B12001,Température/température de l'air,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03013,"Géopotentiel, température, humidité, vent au niveau de pression",,B13003,Humidité relative,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03013,"Géopotentiel, température, humidité, vent au niveau de pression",,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03013,"Géopotentiel, température, humidité, vent au niveau de pression",,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03014,"Géopotentiel, température, température du point de rosée, vent au niveau de pression",,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03014,"Géopotentiel, température, température du point de rosée, vent au niveau de pression",,B08001,Caractéristique correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03014,"Géopotentiel, température, température du point de rosée, vent au niveau de pression",,B10003,Géopotentiel,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03014,"Géopotentiel, température, température du point de rosée, vent au niveau de pression",,B12001,Température/température de l'air,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03014,"Géopotentiel, température, température du point de rosée, vent au niveau de pression",,B12003,Point de rosée,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03014,"Géopotentiel, température, température du point de rosée, vent au niveau de pression",,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03014,"Géopotentiel, température, température du point de rosée, vent au niveau de pression",,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03031,"Données significatives, terre/mer, température de la pellicule superficielle",,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03031,"Données significatives, terre/mer, température de la pellicule superficielle",,B08003,Caractéristique verticale (observations par satellite),Base de sondage,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03031,"Données significatives, terre/mer, température de la pellicule superficielle",,B07021,Hauteur,Zénith local,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03031,"Données significatives, terre/mer, température de la pellicule superficielle",,B07022,Hauteur du soleil,Zénith du soleil,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03031,"Données significatives, terre/mer, température de la pellicule superficielle",,B08012,Identificateur terre/mer,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03031,"Données significatives, terre/mer, température de la pellicule superficielle",,B12061,Température pelliculaire,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03032,Nuages,,B20011,Nébulosité,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03032,Nuages,,B20016,Pression au sommet des nuages,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03033,Nuages,,B20010,Nébulosité (totale),,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03033,Nuages,,B20016,Pression au sommet des nuages,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03041,Séquence de données de vent,,B02152,Instrument de satellite utilisé dans le traitement des données,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03041,Séquence de données de vent,,B02023,Méthode de calcul du vent à partir de données satellitaires,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03041,Séquence de données de vent,,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03041,Séquence de données de vent,,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03041,Séquence de données de vent,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03041,Séquence de données de vent,,B02153,Fréquence centrale du canal du satellite,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03041,Séquence de données de vent,,B02154,Largeur de bande du canal du satellite,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03041,Séquence de données de vent,,B12071,Température la plus basse de l'amas,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03050,Données sur le vent au niveau de pression correspondant à la position de la radiosonde,,B04086,Période ou décalage dans le temps de longue durée,Depuis le moment du lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03050,Données sur le vent au niveau de pression correspondant à la position de la radiosonde,,B08042,Caractéristique étendue correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03050,Données sur le vent au niveau de pression correspondant à la position de la radiosonde,,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03050,Données sur le vent au niveau de pression correspondant à la position de la radiosonde,,B05015,Décalage en latitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03050,Données sur le vent au niveau de pression correspondant à la position de la radiosonde,,B06015,Décalage en longitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03050,Données sur le vent au niveau de pression correspondant à la position de la radiosonde,,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03050,Données sur le vent au niveau de pression correspondant à la position de la radiosonde,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03051,Données sur le cisaillement du vent au niveau de pression correspondant à la position de la radiosonde,,B04086,Période ou décalage dans le temps de longue durée,Depuis le moment du lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03051,Données sur le cisaillement du vent au niveau de pression correspondant à la position de la radiosonde,,B08042,Caractéristique étendue correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03051,Données sur le cisaillement du vent au niveau de pression correspondant à la position de la radiosonde,,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03051,Données sur le cisaillement du vent au niveau de pression correspondant à la position de la radiosonde,,B05015,Décalage en latitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03051,Données sur le cisaillement du vent au niveau de pression correspondant à la position de la radiosonde,,B06015,Décalage en longitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03051,Données sur le cisaillement du vent au niveau de pression correspondant à la position de la radiosonde,,B11061,Cisaillement du vent (valeur absolue) sur une couche inférieure de 1 km,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03051,Données sur le cisaillement du vent au niveau de pression correspondant à la position de la radiosonde,,B11062,Cisaillement du vent (valeur absolue) sur une couche supérieure de 1 km,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03052,Données sur le vent à l'altitude correspondant à la position de la radiosonde,,B04086,Période ou décalage dans le temps de longue durée,Depuis le moment du lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03052,Données sur le vent à l'altitude correspondant à la position de la radiosonde,,B08042,Caractéristique étendue correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03052,Données sur le vent à l'altitude correspondant à la position de la radiosonde,,B07009,Hauteur géopotentielle,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03052,Données sur le vent à l'altitude correspondant à la position de la radiosonde,,B05015,Décalage en latitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03052,Données sur le vent à l'altitude correspondant à la position de la radiosonde,,B06015,Décalage en longitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03052,Données sur le vent à l'altitude correspondant à la position de la radiosonde,,B11001,Direction du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03052,Données sur le vent à l'altitude correspondant à la position de la radiosonde,,B11002,Vitesse du vent,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03053,Données sur le cisaillement du vent à l'altitude correspondant à la position de la radiosonde,,B04086,Période ou décalage dans le temps de longue durée,Depuis le moment du lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03053,Données sur le cisaillement du vent à l'altitude correspondant à la position de la radiosonde,,B08042,Caractéristique étendue correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03053,Données sur le cisaillement du vent à l'altitude correspondant à la position de la radiosonde,,B07009,Hauteur géopotentielle,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03053,Données sur le cisaillement du vent à l'altitude correspondant à la position de la radiosonde,,B05015,Décalage en latitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03053,Données sur le cisaillement du vent à l'altitude correspondant à la position de la radiosonde,,B06015,Décalage en longitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03053,Données sur le cisaillement du vent à l'altitude correspondant à la position de la radiosonde,,B11061,Cisaillement du vent (valeur absolue) sur une couche inférieure de 1 km,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03053,Données sur le cisaillement du vent à l'altitude correspondant à la position de la radiosonde,,B11062,Cisaillement du vent (valeur absolue) sur une couche supérieure de 1 km,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03054,"Données sur la température, le point de rosée et le vent au niveau de pression correspondant à la position de la radiosonde",,B04086,Période ou décalage dans le temps de longue durée,Depuis le moment du lancement,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03054,"Données sur la température, le point de rosée et le vent au niveau de pression correspondant à la position de la radiosonde",,B08042,Caractéristique étendue correspondant à des données de sondage vertical,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03054,"Données sur la température, le point de rosée et le vent au niveau de pression correspondant à la position de la radiosonde",,B07004,Pression,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03054,"Données sur la température, le point de rosée et le vent au niveau de pression correspondant à la position de la radiosonde",,B10009,Hauteur géopotentielle,,,Operational,AI Translator: MCP
03,Catégorie 03 Séquences météorologiques communes aux données de sondages verticaux,D03054,"Données sur la température, le point de rosée et le vent au niveau de pression correspondant à la position de la radiosonde",,B05015,Décalage en latitude (précision élevée),Depuis le point de lancement,,Operational,AI Translator: MCP
