Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/35/000,35,Classe 35 Informations sur le contrôle des données,035000,FM et numéro régional de code,,0,0,10,,0,3,,,Operational,Original
bufr4/0/35/001,35,Classe 35 Informations sur le contrôle des données,035001,Base de temps pour le contrôle,,0,0,3,,0,1,,,Operational,Original
bufr4/0/35/011,35,Classe 35 Informations sur le contrôle des données,035011,Nombre de messages réellement reçus,,0,0,14,,0,4,,,Operational,Original
bufr4/0/35/021,35,Classe 35 Informations sur le contrôle des données,035021,Bulletin contrôlé (TTAAii),,0,0,48,,0,6,,,Operational,Original
bufr4/0/35/022,35,Classe 35 Informations sur le contrôle des données,035022,Bulletin contrôlé (YYGGgg),,0,0,48,,0,6,,,Operational,Original
bufr4/0/35/023,35,Classe 35 Informations sur le contrôle des données,035023,Bulletin contrôlé (CCCC),,0,0,32,,0,4,,,Operational,Original
bufr4/0/35/024,35,Classe 35 Informations sur le contrôle des données,035024,Bulletin contrôlé (BBB),,0,0,24,,0,3,,,Operational,Original
bufr4/0/35/030,35,Classe 35 Informations sur le contrôle des données,035030,Divergences dans la disponibilité des données attendues,,0,0,4,,0,1,,,Operational,Original
bufr4/0/35/031,35,Classe 35 Informations sur le contrôle des données,035031,Déterminant des résultats du contrôle,,0,0,7,,0,2,,,Operational,Original
bufr4/0/35/032,35,Classe 35 Informations sur le contrôle des données,035032,Cause des données manquantes,,0,0,4,,0,1,,,Operational,Original
bufr4/0/35/033,35,Classe 35 Informations sur le contrôle des données,035033,Défauts d'observation et de collecte,,0,0,7,,0,2,,,Operational,Original
bufr4/0/35/034,35,Classe 35 Informations sur le contrôle des données,035034,Tendances statistiques de la disponibilité des données (pendant la(les) période(s) d'observation),,0,0,3,,0,1,,,Operational,Original
bufr4/0/35/035,35,Classe 35 Informations sur le contrôle des données,035035,Raison de l'abandon,,0,0,5,,0,2,,,Operational,Original
