Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/03/001/0,003001,Type de station d'observation en surface,0,Station terrestre (réseau synoptique),,,,,Operational
bufr4/0/03/001/1,003001,Type de station d'observation en surface,1,Station en eau peu profonde (fixée au fond de la mer/d'un lac),,,,,Operational
bufr4/0/03/001/2,003001,Type de station d'observation en surface,2,Navire,,,,,Operational
bufr4/0/03/001/3,003001,Type de station d'observation en surface,3,Plate-forme de forage,,,,,Operational
bufr4/0/03/001/4,003001,Type de station d'observation en surface,4,Bouée ancrée,,,,,Operational
bufr4/0/03/001/5,003001,Type de station d'observation en surface,5,Bouée dérivante,,,,,Operational
bufr4/0/03/001/6,003001,Type de station d'observation en surface,6,Bouée sur glace,,,,,Operational
bufr4/0/03/001/7,003001,Type de station d'observation en surface,7,Station terrestre (réseau local),,,,,Operational
bufr4/0/03/001/8,003001,Type de station d'observation en surface,8,Véhicule terrestre,,,,,Operational
bufr4/0/03/001/9,003001,Type de station d'observation en surface,9,Véhicule marin autonome,,,,,Operational
bufr4/0/03/001/10-30,003001,Type de station d'observation en surface,10-30,En réserve pour un usage futur,,,,,Operational
bufr4/0/03/001/31,003001,Type de station d'observation en surface,31,Valeur manquante,,,,,Operational
bufr4/0/03/003/0,003003,Boîtier du thermomètre/de l'hygromètre,0,Abri météo,,,,,Operational
bufr4/0/03/003/1,003003,Boîtier du thermomètre/de l'hygromètre,1,Fronde/crécelle,,,,,Operational
bufr4/0/03/003/2,003003,Boîtier du thermomètre/de l'hygromètre,2,Aucun abri,,,,,Operational
bufr4/0/03/003/3,003003,Boîtier du thermomètre/de l'hygromètre,3,Protection contre le rayonnement,,,,,Operational
bufr4/0/03/003/4,003003,Boîtier du thermomètre/de l'hygromètre,4,À aspiration (par ex. Assmann),,,,,Operational
bufr4/0/03/003/5,003003,Boîtier du thermomètre/de l'hygromètre,5,Autre abri,,,,,Operational
bufr4/0/03/003/6,003003,Boîtier du thermomètre/de l'hygromètre,6,Portatif,,,,,Operational
bufr4/0/03/003/7-14,003003,Boîtier du thermomètre/de l'hygromètre,7-14,En réserve pour un usage futur,,,,,Operational
bufr4/0/03/003/15,003003,Boîtier du thermomètre/de l'hygromètre,15,Valeur manquante,,,,,Operational
bufr4/0/03/004/0,003004,Type d'abri/de protection contre le rayonnement,0,Abri Stevenson,,,,,Operational
bufr4/0/03/004/1,003004,Type d'abri/de protection contre le rayonnement,1,Abri Stevenson adapté aux conditions maritimes,,,,,Operational
bufr4/0/03/004/2,003004,Type d'abri/de protection contre le rayonnement,2,Panneau de protection à section cylindrique,,,,,Operational
bufr4/0/03/004/3,003004,Type d'abri/de protection contre le rayonnement,3,Tube concentrique,,,,,Operational
bufr4/0/03/004/4,003004,Type d'abri/de protection contre le rayonnement,4,Protection à section rectangulaire,,,,,Operational
bufr4/0/03/004/5,003004,Type d'abri/de protection contre le rayonnement,5,Protection à section carrée,,,,,Operational
bufr4/0/03/004/6,003004,Type d'abri/de protection contre le rayonnement,6,Protection à section triangulaire,,,,,Operational
bufr4/0/03/004/7,003004,Type d'abri/de protection contre le rayonnement,7,Appentis ouvert,,,,,Operational
bufr4/0/03/004/8,003004,Type d'abri/de protection contre le rayonnement,8,"Appentis ouvert, toiture à 2 pans",,,,,Operational
bufr4/0/03/004/9,003004,Type d'abri/de protection contre le rayonnement,9,Intégré (par ex. miroir refroidi),,,,,Operational
bufr4/0/03/004/10-14,003004,Type d'abri/de protection contre le rayonnement,10-14,En réserve pour un usage futur,,,,,Operational
bufr4/0/03/004/15,003004,Type d'abri/de protection contre le rayonnement,15,Valeur manquante,,,,,Operational
bufr4/0/03/008/0,003008,Abri ou protection avec ventilation artificielle,0,Ventilation naturelle,,,,,Operational
bufr4/0/03/008/1,003008,Abri ou protection avec ventilation artificielle,1,Aspiration forcée: flux constant au moment de l'observation,,,,,Operational
bufr4/0/03/008/2,003008,Abri ou protection avec ventilation artificielle,2,Aspiration forcée: flux variable au moment de l'observation,,,,,Operational
bufr4/0/03/008/3-6,003008,Abri ou protection avec ventilation artificielle,3-6,En réserve,,,,,Operational
bufr4/0/03/008/7,003008,Abri ou protection avec ventilation artificielle,7,Valeur manquante,,,,,Operational
bufr4/0/03/010/0,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,0,En réserve,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/1*,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,1*,ADCP**,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/2,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,2,GEK (Électrocinétographe géomagnétique),* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/3,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,3,Direction et dérive du navire déterminées par des relevés effectués à intervalles de 3 à 6 heures,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/4,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,4,"Direction et dérive du navire déterminées par des relevés effectués à intervalles de plus de 6 heures, mais de moins de 12 heures",* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/5,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,5,Dérive de la bouée,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/6,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,6,ADCP,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/7,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,7,ADCP en mode de localisation par rapport au fond de l'océan,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/8,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,8,Capteur électromagnétique,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/9,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,9,Rotor et girouette,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/10,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,10,ADCP immergé,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/11-14,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,11-14,En réserve,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/010/15,003010,Méthode de mesure du courant en mer et dans d'autres masses d'eau,15,Valeur manquante,* Valeur caduque; le chiffre du code 6 devrait être utilisé.,** Profileur acoustique de courant Doppler,,,Operational
bufr4/0/03/011/0,003011,Méthode de calcul de la profondeur,0,Profondeur calculée en utilisant l'équation de la vitesse de chute,,,,,Operational
bufr4/0/03/011/1,003011,Méthode de calcul de la profondeur,1,Profondeur calculée en utilisant la pression hydrographique/l'équation d'état,,,,,Operational
bufr4/0/03/011/2,003011,Méthode de calcul de la profondeur,2,En réserve,,,,,Operational
bufr4/0/03/011/3,003011,Méthode de calcul de la profondeur,3,Valeur manquante,,,,,Operational
