Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/04/059/1,004059,Heures des observations servant à calculer les valeurs moyennes transmises,1,0000 UTC,,,,,Operational,Original
bufr4/0/04/059/2,004059,Heures des observations servant à calculer les valeurs moyennes transmises,2,0600 UTC,,,,,Operational,Original
bufr4/0/04/059/3,004059,Heures des observations servant à calculer les valeurs moyennes transmises,3,1200 UTC,,,,,Operational,Original
bufr4/0/04/059/4,004059,Heures des observations servant à calculer les valeurs moyennes transmises,4,1800 UTC,,,,,Operational,Original
bufr4/0/04/059/5,004059,Heures des observations servant à calculer les valeurs moyennes transmises,5,Autres heures,,,,,Operational,Original
bufr4/0/04/059/All-6,004059,Heures des observations servant à calculer les valeurs moyennes transmises,All 6,Valeur manquante,,,,,Operational,Original
bufr4/0/04/080/0,004080,Période à laquelle correspond la valeur moyenne qui suit,0,Valeur ponctuelle,,,,,Operational,Original
bufr4/0/04/080/1,004080,Période à laquelle correspond la valeur moyenne qui suit,1,Moins de 15 minutes,,,,,Operational,Original
bufr4/0/04/080/2,004080,Période à laquelle correspond la valeur moyenne qui suit,2,De 15 à 45 minutes,,,,,Operational,Original
bufr4/0/04/080/3,004080,Période à laquelle correspond la valeur moyenne qui suit,3,Plus de 45 minutes,,,,,Operational,Original
bufr4/0/04/080/4-8,004080,Période à laquelle correspond la valeur moyenne qui suit,4-8,En réserve,,,,,Operational,Original
bufr4/0/04/080/9,004080,Période à laquelle correspond la valeur moyenne qui suit,9,Données non disponibles,,,,,Operational,Original
bufr4/0/04/080/10-14,004080,Période à laquelle correspond la valeur moyenne qui suit,10-14,Non utilisé,,,,,Operational,Original
bufr4/0/04/080/15,004080,Période à laquelle correspond la valeur moyenne qui suit,15,Valeur manquante,,,,,Operational,Original
