Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/33/002,33,Classe 33 Informations sur la qualité,033002,Informations sur la qualité,Table de code,0,0,2,Table de code,0,1,,,Operational
bufr4/0/33/003,33,Classe 33 Informations sur la qualité,033003,Informations sur la qualité,Table de code,0,0,3,Table de code,0,1,,,Operational
bufr4/0/33/005,33,Classe 33 Informations sur la qualité,033005,Informations sur la qualité (données des stations météorologiques automatiques),Table d'indicateurs,0,0,30,Table d'indicateurs,0,10,,,Operational
bufr4/0/33/006,33,Classe 33 Informations sur la qualité,033006,Informations sur la situation interne des mesures (stations météorologiques automatiques),Table de code,0,0,3,Table de code,0,1,,,Operational
bufr4/0/33/007,33,Classe 33 Informations sur la qualité,033007,Degré de confiance,%,0,0,7,%,0,3,,,Operational
bufr4/0/33/015,33,Classe 33 Informations sur la qualité,033015,Indicateur de vérification de la qualité des données,Table de code,0,0,6,Table de code,0,2,,,Operational
bufr4/0/33/020,33,Classe 33 Informations sur la qualité,033020,Indication du contrôle de la qualité de la valeur suivante,Table de code,0,0,3,Table de code,0,1,,,Operational
bufr4/0/33/021,33,Classe 33 Informations sur la qualité,033021,Qualité de la valeur suivante,Table de code,0,0,2,Table de code,0,1,,,Operational
bufr4/0/33/022,33,Classe 33 Informations sur la qualité,033022,Qualité de la transmission par satellite des données provenant de bouées,Table de code,0,0,2,Table de code,0,1,,,Operational
bufr4/0/33/023,33,Classe 33 Informations sur la qualité,033023,Qualité de l'emplacement de la bouée,Table de code,0,0,2,Table de code,0,1,,,Operational
bufr4/0/33/024,33,Classe 33 Informations sur la qualité,033024,Repère de qualité de l'altitude de la station (pour les stations mobiles),Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/33/025,33,Classe 33 Informations sur la qualité,033025,Indicateur de valeurs ACARS interpolées,Table de code,0,0,3,Table de code,0,1,,,Operational
bufr4/0/33/026,33,Classe 33 Informations sur la qualité,033026,Qualité de la mesure de l'humidité,Table de code,0,0,6,Table de code,0,2,,,Operational
bufr4/0/33/027,33,Classe 33 Informations sur la qualité,033027,Classe de qualité concernant la position (rayon de certitude à 66 %),Table de code,0,0,3,Table de code,0,1,,,Operational
bufr4/0/33/028,33,Classe 33 Informations sur la qualité,033028,Qualité globale de l'instantané,Table de code,0,0,3,Table de code,0,1,,,Operational
bufr4/0/33/030,33,Classe 33 Informations sur la qualité,033030,Indicateurs d'état pour la ligne de balayage du sondeur ATOVS,Table d'indicateurs,0,0,24,Table d'indicateurs,0,8,,,Operational
bufr4/0/33/031,33,Classe 33 Informations sur la qualité,033031,Indicateurs de qualité de la ligne de balayage du sondeur ATOVS,Table d'indicateurs,0,0,24,Table d'indicateurs,0,8,,,Operational
bufr4/0/33/032,33,Classe 33 Informations sur la qualité,033032,Indicateurs de qualité du canal du sondeur ATOVS,Table d'indicateurs,0,0,24,Table d'indicateurs,0,8,,,Operational
bufr4/0/33/033,33,Classe 33 Informations sur la qualité,033033,Indicateurs de qualité du champ de vision du sondeur ATOVS,Table d'indicateurs,0,0,24,Table d'indicateurs,0,8,,,Operational
bufr4/0/33/035,33,Classe 33 Informations sur la qualité,033035,Contrôle de qualité manuel/automatique,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/33/036,33,Classe 33 Informations sur la qualité,033036,Seuil de confiance nominal,%,0,0,7,%,0,3,,,Operational
bufr4/0/33/037,33,Classe 33 Informations sur la qualité,033037,Facteur de corrélation des vents,Table d'indicateurs,0,0,20,Table d'indicateurs,0,7,,,Operational
bufr4/0/33/038,33,Classe 33 Informations sur la qualité,033038,Indicateurs de qualité pour les données d'observation au sol du GNSS,Table d'indicateurs,0,0,10,Table d'indicateurs,0,4,,,Operational
bufr4/0/33/039,33,Classe 33 Informations sur la qualité,033039,Indicateurs de qualité pour les données d'occultation radio,Table d'indicateurs,0,0,16,Table d'indicateurs,0,6,,,Operational
bufr4/0/33/040,33,Classe 33 Informations sur la qualité,033040,Intervalle de confiance,%,0,0,7,%,0,3,,,Operational
bufr4/0/33/041,33,Classe 33 Informations sur la qualité,033041,Caractéristique de la valeur suivante,Table de code,0,0,2,Table de code,0,1,,,Operational
bufr4/0/33/042,33,Classe 33 Informations sur la qualité,033042,Type de limite représentée par la valeur qui suit,Table de code,0,0,3,Table de code,0,1,,,Operational
bufr4/0/33/043,33,Classe 33 Informations sur la qualité,033043,Degré de confiance de la température moyenne en surface,Table d'indicateurs,0,0,8,Table d'indicateurs,0,3,,,Operational
