"ClassNo","ClassName_fr","FXY","ElementName_fr","BUFR_Unit_fr","BUFR_Scale","BUFR_ReferenceValue","BUFR_DataWidth_Bits","CREX_Unit_fr","CREX_Scale","CREX_DataWidth_Char","Note_fr","noteIDs","Status"
"22","Classe 22 Éléments océanographiques","022001","Direction des vagues","degré vrai","0","0","9","degré vrai","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022002","Direction des vagues de la mer du vent","degré vrai","0","0","9","degré vrai","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022003","Direction des vagues de la houle","degré vrai","0","0","9","degré vrai","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022004","Direction du courant","degré vrai","0","0","9","degré vrai","0","3","(voir note 7)","7","Operational"
"22","Classe 22 Éléments océanographiques","022005","Direction du courant marin de surface","degré vrai","0","0","9","degré vrai","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022011","Période des vagues","s","0","0","6","s","0","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022012","Période des vagues de la mer du vent","s","0","0","6","s","0","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022013","Période des vagues de la houle","s","0","0","6","s","0","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022021","Hauteur des vagues","m","1","0","10","m","1","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022022","Hauteur des vagues de la mer du vent","m","1","0","10","m","1","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022023","Hauteur des vagues de la houle","m","1","0","10","m","1","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022025","Écart type de la hauteur des vagues","m","2","0","10","m","2","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022026","Écart type de la hauteur significative des vagues","m","2","0","10","m","2","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022031","Vitesse du courant","m s-1","2","0","13","m s-1","2","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022032","Vitesse du courant marin de surface","m s-1","2","0","13","m s-1","2","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022035","Hauteur de marée par rapport aux zéros hydrographiques locaux","m","2","0","14","m","2","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022036","Hauteur de marée résiduelle météorologique (montée ou retrait des eaux)","m","2","0","14","m","2","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022037","Hauteur de marée par rapport aux zéros terrestres locaux","m","3","-10000","15","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022038","Hauteur de marée par rapport aux zéros hydrographiques locaux","m","3","-10000","15","m","3","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022039","Hauteur de marée résiduelle météorologique (montée ou retrait des eaux)","m","3","-5000","12","m","3","4","(voir note 4)","4","Operational"
"22","Classe 22 Éléments océanographiques","022040","Hauteur de marée résiduelle météorologique (montée ou retrait des eaux)","m","3","-5000","14","m","3","5","(voir note 4)","4","Operational"
"22","Classe 22 Éléments océanographiques","022041","Température de surface de la mer (moyenne mobile sur 15 jours)","K","1","0","12","K","1","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022042","Température de la mer/de l'eau","K","1","0","12","K","1","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022043","Température de la mer/de l'eau","K","2","0","15","K","2","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022044","Vitesse du son","m s-1","1","0","14","m s-1","1","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022045","Température de la mer/de l'eau","K","3","0","19","K","3","6","","","Operational"
"22","Classe 22 Éléments océanographiques","022046","Fraction de glace de mer","Numérique","2","0","7","Numérique","2","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022049","Température de surface de la mer","K","2","0","15","K","2","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022050","Écart type de la température de surface de la mer","K","2","0","8","K","2","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022055","Numéro de cycle du flotteur","Numérique","0","0","10","Numérique","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022056","Direction du profil","Table de code","0","0","2","Table de code","0","1","","","Operational"
"22","Classe 22 Éléments océanographiques","022059","Salinité de surface de la mer","‰","2","0","14","‰","2","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022060","État de l'ancre flottante - flotteur lagrangien","Table de code","0","0","3","Table de code","0","1","","","Operational"
"22","Classe 22 Éléments océanographiques","022061","État de la mer","Table de code","0","0","4","Table de code","0","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022062","Salinité","‰","2","0","14","‰","2","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022063","Profondeur totale de l'eau","m","0","0","14","m","0","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022064","Salinité","‰","3","0","17","‰","3","6","","","Operational"
"22","Classe 22 Éléments océanographiques","022065","Pression d'eau","Pa","-3","0","17","Pa","-3","6","","","Operational"
"22","Classe 22 Éléments océanographiques","022066","Conductivité de l'eau","S m-1","6","0","26","S m-1","6","8","","","Operational"
"22","Classe 22 Éléments océanographiques","022067","Type d'instrument pour la mesure du profil de la température/salinité de l'eau","Table de code","0","0","10","Table de code","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022068","Types d'enregistreurs du profil de la température de l'eau","Table de code","0","0","7","Table de code","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022069","Densité spectrale des vagues","m² Hz-1","3","0","22","m² Hz-1","3","7","","","Operational"
"22","Classe 22 Éléments océanographiques","022070","Hauteur significative des vagues","m","2","0","13","m","2","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022071","Période spectrale maximale des vagues","s","1","0","9","s","1","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022072","Longueur spectrale maximale des vagues","m","0","0","13","m","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022073","Hauteur maximale des vagues","m","2","0","13","m","2","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022074","Période moyenne des vagues","s","1","0","9","s","1","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022075","Longueur moyenne des vagues","m","0","0","13","m","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022076","Direction d'où viennent les vagues dominantes","degré vrai","0","0","9","degré vrai","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022077","Dispersion directionnelle de la vague dominante","°","0","0","9","°","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022078","Durée de l'enregistrement des vagues","s","0","0","12","s","0","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022079","Longueur de l'enregistrement des vagues","m","0","0","16","m","0","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022080","Fréquence centrale des bandes d'ondes","Hz","3","0","10","Hz","3","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022081","Nombre d'ondes central des bandes d'ondes","m-1","5","0","13","m-1","5","4","","","Operational"
"22","Classe 22 Éléments océanographiques","022082","Densité maximale d'ondes à spectres non directionnels","m² s","2","0","20","m² s","2","7","","","Operational"
"22","Classe 22 Éléments océanographiques","022083","Nombre maximal d'ondes à spectres non directionnels","m³","2","0","20","m³","2","7","","","Operational"
"22","Classe 22 Éléments océanographiques","022084","Bandes contenant une densité maximale d'ondes à spectres non directionnels","Numérique","0","0","7","Numérique","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022085","Rapport de densité d'ondes à spectres","Numérique","0","0","7","Numérique","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022086","Direction d'où viennent les vagues (valeur moyenne)","degré vrai","0","0","9","degré vrai","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022087","Direction principale d'où viennent les vagues","degré vrai","0","0","9","degré vrai","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022088","Première coordonnée polaire normalisée dérivée des coefficients de Fourier","Numérique","2","0","7","Numérique","2","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022089","Deuxième coordonnée polaire normalisée dérivée des coefficients de Fourier","Numérique","2","0","7","Numérique","2","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022090","Estimation du spectre non directionnel par fréquence d'ondes","m² s","2","0","20","m² s","2","7","","","Operational"
"22","Classe 22 Éléments océanographiques","022091","Estimation du spectre non directionnel par nombre d'ondes","m³","2","0","20","m³","2","7","","","Operational"
"22","Classe 22 Éléments océanographiques","022092","Estimation du spectre directionnel par fréquence d'ondes","m² rad-¹ s","2","0","20","m² rad-¹ s","2","7","","","Operational"
"22","Classe 22 Éléments océanographiques","022093","Estimation du spectre directionnel par nombre d'ondes","m4","2","0","20","m4","2","7","","","Operational"
"22","Classe 22 Éléments océanographiques","022094","Nombre total de bandes d'ondes","Numérique","0","0","7","Numérique","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022095","Dispersion directionnelle de chaque vague","°","0","0","8","°","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022096","Largeur spectrale des bandes","s-1","3","0","4","s-1","3","2","","","Operational"
"22","Classe 22 Éléments océanographiques","022097","Longueur d'onde moyenne du spectre de l'image aux petits nombres d'ondes (longueur d'onde > 731 m)","m","0","0","14","m","0","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022098","Dispersion en longueur d'onde aux petits nombres d'ondes (longueur d'onde > 731 m)","m","0","0","14","m","0","5","","","Operational"
"22","Classe 22 Éléments océanographiques","022099","Direction moyenne aux petits nombres d'ondes (longueur d'onde > 731 m)","degré vrai","0","0","9","degré vrai","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022100","Dispersion en direction aux petits nombres d'ondes (longueur d'onde > 731 m)","°","0","0","9","°","0","3","","","Operational"
"22","Classe 22 Éléments océanographiques","022101","Énergie totale aux petits nombres d'ondes (longueur d'onde > 731 m)","Numérique","0","0","31","Numérique","0","10","","","Operational"
"22","Classe 22 Éléments océanographiques","022102","Densité maximale d'ondes à spectres non directionnels, pondérée en fonction de la fréquence","m² s","0","0","14","m² s","0","5","(voir note 10)","10","Operational"
"22","Classe 22 Éléments océanographiques","022103","Densité maximale d'ondes à spectres non directionnels, pondérée en fonction du nombre d'ondes","m³","0","0","14","m³","0","5","(voir note 10)","10","Operational"
"22","Classe 22 Éléments océanographiques","022104","Densité d'ondes à spectres non directionnels, pondérée en fonction de la fréquence","m² s","0","0","14","m² s","0","5","(voir note 10)","10","Operational"
"22","Classe 22 Éléments océanographiques","022105","Densité d'ondes à spectres non directionnels, pondérée en fonction du nombre d'ondes","m³","0","0","14","m³","0","5","(voir note 10)","10","Operational"
"22","Classe 22 Éléments océanographiques","022106","Densité d'ondes à spectres directionnels, pondérée en fonction de la fréquence","m² s rad-1","0","0","14","m² s rad-1","0","5","(voir note 10)","10","Operational"
"22","Classe 22 Éléments océanographiques","022107","Densité d'ondes à spectres directionnels, pondérée en fonction du nombre d'ondes","m4","0","0","14","m4","0","5","(voir note 10)","10","Operational"
