Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/25/004/0,025004,Traitement des échos,0,Non cohérent,,,,,Operational,Original
bufr4/0/25/004/1,025004,Traitement des échos,1,Cohérent (Doppler),,,,,Operational,Original
bufr4/0/25/004/2,025004,Traitement des échos,2,En réserve,,,,,Operational,Original
bufr4/0/25/004/3,025004,Traitement des échos,3,Valeur manquante,,,,,Operational,Original
bufr4/0/25/005/0,025005,Intégration des échos,0,"Logarithmique – 2,5 dB",,,,,Operational,Original
bufr4/0/25/005/1,025005,Intégration des échos,1,Linéaire,,,,,Operational,Original
bufr4/0/25/005/2,025005,Intégration des échos,2,Spéciale,,,,,Operational,Original
bufr4/0/25/005/3,025005,Intégration des échos,3,Valeur manquante,,,,,Operational,Original
bufr4/0/25/006/0,025006,Conversion Z – R,0,Conversion ZH – R,,,,,Operational,Original
bufr4/0/25/006/1,025006,Conversion Z – R,1,"(ZH, ZDR) – (NO, DO) – R",,,,,Operational,Original
bufr4/0/25/006/2,025006,Conversion Z – R,2,"(Z (F1), Z (F2)) – atténuation – R",,,,,Operational,Original
bufr4/0/25/006/3-5,025006,Conversion Z – R,3-5,En réserve,,,,,Operational,Original
bufr4/0/25/006/6,025006,Conversion Z – R,6,Autre,,,,,Operational,Original
bufr4/0/25/006/7,025006,Conversion Z – R,7,Valeur manquante,,,,,Operational,Original
bufr4/0/25/009/1,025009,Méthode d'étalonnage,1,Aucune,,,,,Deprecated,Original
bufr4/0/25/009/2,025009,Méthode d'étalonnage,2,Cible ou signal d'étalonnage,,,,,Deprecated,Original
bufr4/0/25/009/3,025009,Méthode d'étalonnage,3,Par rapport à des pluviomètres,,,,,Deprecated,Original
bufr4/0/25/009/4,025009,Méthode d'étalonnage,4,"Par rapport à d'autres instruments (distromètre, atténuation)",,,,,Deprecated,Original
bufr4/0/25/009/All-4,025009,Méthode d'étalonnage,All 4,Valeur manquante,,,,,Deprecated,AI Translator: MCP
bufr4/0/25/010/0,025010,Traitement des échos fixes,0,Aucun,,,,,Operational,Original
bufr4/0/25/010/1,025010,Traitement des échos fixes,1,Carte,,,,,Operational,Original
bufr4/0/25/010/2,025010,Traitement des échos fixes,2,Insertion de données pour un angle de site plus élevé et carte,,,,,Operational,Original
bufr4/0/25/010/3,025010,Traitement des échos fixes,3,Analyse de la variance du signal logarithmique (détection des échos fixes),,,,,Operational,Original
bufr4/0/25/010/4,025010,Traitement des échos fixes,4,Analyse de la variance du signal linéaire (suppression des échos fixes),,,,,Operational,Original
bufr4/0/25/010/5,025010,Traitement des échos fixes,5,Suppression des échos fixes – Doppler,,,,,Operational,Original
bufr4/0/25/010/6,025010,Traitement des échos fixes,6,Analyse multiparamétrique,,,,,Operational,Original
