Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/14/001,14,Classe 14 Rayonnement et luminance énergétique,014001,"Rayonnement de grande longueur d'onde, intégré sur 24 heures",J m-2,-3,-65536,17,J m-2,-3,5,,,Operational
bufr4/0/14/002,14,Classe 14 Rayonnement et luminance énergétique,014002,"Rayonnement de grande longueur d'onde, intégré sur une période déterminée",J m-2,-3,-65536,17,J m-2,-3,5,,,Operational
bufr4/0/14/003,14,Classe 14 Rayonnement et luminance énergétique,014003,"Rayonnement de courte longueur d'onde, intégré sur 24 heures",J m-2,-3,-65536,17,J m-2,-3,5,,,Operational
bufr4/0/14/004,14,Classe 14 Rayonnement et luminance énergétique,014004,"Rayonnement de courte longueur d'onde, intégré sur une période déterminée",J m-2,-3,-65536,17,J m-2,-3,5,,,Operational
bufr4/0/14/011,14,Classe 14 Rayonnement et luminance énergétique,014011,"Bilan du rayonnement de grande longueur d'onde, intégré sur 24 heures",J m-2,-3,-65536,17,J m-2,-3,5,,,Operational
bufr4/0/14/012,14,Classe 14 Rayonnement et luminance énergétique,014012,"Bilan du rayonnement de grande longueur d'onde, intégré sur une période déterminée",J m-2,-3,-65536,17,J m-2,-3,5,,,Operational
bufr4/0/14/013,14,Classe 14 Rayonnement et luminance énergétique,014013,"Bilan du rayonnement de courte longueur d'onde, intégré sur 24 heures",J m-2,-3,-65536,17,J m-2,-3,5,,,Operational
bufr4/0/14/014,14,Classe 14 Rayonnement et luminance énergétique,014014,"Bilan du rayonnement de courte longueur d'onde, intégré sur une période déterminée",J m-2,-3,-65536,17,J m-2,-3,5,,,Operational
bufr4/0/14/015,14,Classe 14 Rayonnement et luminance énergétique,014015,"Bilan du rayonnement, intégré sur 24 heures",J m-2,-4,-16384,15,J m-2,-4,5,,,Operational
bufr4/0/14/016,14,Classe 14 Rayonnement et luminance énergétique,014016,"Bilan du rayonnement, intégré sur une période déterminée",J m-2,-4,-16384,15,J m-2,-4,5,,,Operational
bufr4/0/14/017,14,Classe 14 Rayonnement et luminance énergétique,014017,Rayonnement instantané de grande longueur d'onde,W m-2,0,-512,10,W m-2,0,4,,,Operational
bufr4/0/14/018,14,Classe 14 Rayonnement et luminance énergétique,014018,Rayonnement instantané de courte longueur d'onde,W m-2,0,-2048,12,W m-2,0,4,,,Operational
bufr4/0/14/019,14,Classe 14 Rayonnement et luminance énergétique,014019,Albédo de la surface,%,0,0,7,%,0,3,,,Operational
bufr4/0/14/020,14,Classe 14 Rayonnement et luminance énergétique,014020,"Rayonnement solaire global, intégré sur 24 heures",J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/021,14,Classe 14 Rayonnement et luminance énergétique,014021,"Rayonnement solaire global, intégré sur une période déterminée",J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/022,14,Classe 14 Rayonnement et luminance énergétique,014022,"Rayonnement solaire diffus, intégré sur 24 heures",J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/023,14,Classe 14 Rayonnement et luminance énergétique,014023,"Rayonnement solaire diffus, intégré sur une période déterminée",J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/024,14,Classe 14 Rayonnement et luminance énergétique,014024,"Rayonnement solaire direct, intégré sur 24 heures",J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/025,14,Classe 14 Rayonnement et luminance énergétique,014025,"Rayonnement solaire direct, intégré sur une période déterminée",J m-2,-4,0,15,J m-2,-4,5,,,Operational
bufr4/0/14/026,14,Classe 14 Rayonnement et luminance énergétique,014026,Albédo au sommet des nuages,%,0,0,7,%,0,3,,,Operational
bufr4/0/14/027,14,Classe 14 Rayonnement et luminance énergétique,014027,Albédo,%,0,0,7,%,0,3,,,Operational
bufr4/0/14/028,14,Classe 14 Rayonnement et luminance énergétique,014028,"Rayonnement solaire global (précision élevée), intégré sur une période déterminée",J m-2,-2,0,20,J m-2,-2,6,,,Operational
bufr4/0/14/029,14,Classe 14 Rayonnement et luminance énergétique,014029,"Rayonnement solaire diffus (précision élevée), intégré sur une période déterminée",J m-2,-2,0,20,J m-2,-2,6,,,Operational
bufr4/0/14/030,14,Classe 14 Rayonnement et luminance énergétique,014030,"Rayonnement solaire direct (précision élevée), intégré sur une période déterminée",J m-2,-2,0,20,J m-2,-2,6,,,Operational
bufr4/0/14/031,14,Classe 14 Rayonnement et luminance énergétique,014031,Insolation totale,min,0,0,11,min,0,4,,,Operational
bufr4/0/14/032,14,Classe 14 Rayonnement et luminance énergétique,014032,Insolation totale,h,0,0,10,h,0,4,,,Operational
bufr4/0/14/033,14,Classe 14 Rayonnement et luminance énergétique,014033,Insolation totale,%,0,0,9,%,0,3,,,Operational
bufr4/0/14/034,14,Classe 14 Rayonnement et luminance énergétique,014034,Insolation sur une période déterminée,min,0,0,11,min,0,1,,,Operational
bufr4/0/14/035,14,Classe 14 Rayonnement et luminance énergétique,014035,Flux de rayonnement solaire,W m-2,1,0,14,W m-2,1,5,,,Operational
bufr4/0/14/042,14,Classe 14 Rayonnement et luminance énergétique,014042,Facteur de réflexion bidirectionnelle,%,0,0,7,%,0,3,,,Operational
bufr4/0/14/043,14,Classe 14 Rayonnement et luminance énergétique,014043,Luminance énergétique dans le canal,W m−² sr¹ µm-1,4,0,23,W m−² sr-1 µm-1,4,7,,,Operational
bufr4/0/14/044,14,Classe 14 Rayonnement et luminance énergétique,014044,Luminance énergétique dans le canal,W m-2 sr-1 cm,7,-100000,22,W m-2 sr-1 cm,7,7,,,Operational
bufr4/0/14/045,14,Classe 14 Rayonnement et luminance énergétique,014045,Luminance énergétique dans le canal,W m-2 sr-1 cm,0,0,11,W m-2 sr-1 cm,0,4,(voir note 4),4,Operational
bufr4/0/14/046,14,Classe 14 Rayonnement et luminance énergétique,014046,Luminance énergétique mise à l'échelle,W m-2 sr-1 m,0,-5000,16,W m-2 sr-1 m,0,5,(voir note 6),6,Operational
bufr4/0/14/047,14,Classe 14 Rayonnement et luminance énergétique,014047,Luminance moyenne AVHRR mise à l'échelle,W m-2 sr-1 m,0,0,31,W m-2 sr-1 m,0,10,,,Operational
bufr4/0/14/048,14,Classe 14 Rayonnement et luminance énergétique,014048,Écart type de la luminance AVHRR mise à l'échelle,W m-2 sr-1 m,0,0,31,W m-2 sr-1 m,0,10,,,Operational
bufr4/0/14/050,14,Classe 14 Rayonnement et luminance énergétique,014050,Émissivité,%,1,0,10,%,1,4,(voir note 5),5,Operational
bufr4/0/14/051,14,Classe 14 Rayonnement et luminance énergétique,014051,"Rayonnement solaire direct, intégré au cours de la dernière heure",J m-2,-3,0,14,J m-2,-3,4,,,Operational
bufr4/0/14/052,14,Classe 14 Rayonnement et luminance énergétique,014052,"Rayonnement solaire global ascendant, intégré sur une période déterminée",J m-2,-2,-1048574,20,J m-2,-2,7,,,Operational
bufr4/0/14/053,14,Classe 14 Rayonnement et luminance énergétique,014053,"Bilan du rayonnement (précision élevée), intégré sur une période déterminée",J m-2,-2,-1048574,21,J m-2,-2,7,,,Operational
bufr4/0/14/054,14,Classe 14 Rayonnement et luminance énergétique,014054,"Rayonnement photosynthétiquement actif, intégré sur une période déterminée",J m-2,-3,0,16,J m-2,-3,5,,,Operational
bufr4/0/14/055,14,Classe 14 Rayonnement et luminance énergétique,014055,Indice de l'activité solaire,Numérique,0,-32768,16,Numérique,0,5,,,Operational
bufr4/0/14/056,14,Classe 14 Rayonnement et luminance énergétique,014056,Luminance de fond,Cd m-2,0,0,18,Cd m-2,0,6,,,Operational
bufr4/0/14/057,14,Classe 14 Rayonnement et luminance énergétique,014057,Flux de chaleur du sol,J m-2,-2,-1048574,21,J m-2,-2,7,,,Operational
bufr4/0/14/072,14,Classe 14 Rayonnement et luminance énergétique,014072,Rayonnement ultraviolet global,J m-2,0,-4000000,23,J m-2,0,7,(voir note 8),8,Operational
