Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/42/001,42,Classe 42 Éléments océanographiques,042001,Direction dominante de la houle dans la partition du spectre,,0,0,9,,0,3,,,Operational,Original
bufr4/0/42/002,42,Classe 42 Éléments océanographiques,042002,Hauteur significative de la houle dans la partition du spectre,,1,0,9,,1,3,,,Operational,Original
bufr4/0/42/003,42,Classe 42 Éléments océanographiques,042003,Longueur d'onde dominante de la houle dans la partition du spectre,,2,100,17,,2,6,,,Operational,Original
bufr4/0/42/004,42,Classe 42 Éléments océanographiques,042004,Degré de confiance pour l'inversion concernant chaque partition du spectre de la houle,,0,0,4,,0,2,,,Operational,Original
bufr4/0/42/005,42,Classe 42 Éléments océanographiques,042005,Facteur de suppression d'ambiguïté pour la partition du spectre de la houle,,5,-100000,18,,5,6,,,Operational,Original
bufr4/0/42/006,42,Classe 42 Éléments océanographiques,042006,Âge des vagues,,2,1,8,,2,3,,,Operational,Original
bufr4/0/42/007,42,Classe 42 Éléments océanographiques,042007,Plus courte longueur d'onde de la houle en résolution spectrale,,2,0,16,,2,5,,,Operational,Original
bufr4/0/42/008,42,Classe 42 Éléments océanographiques,042008,Largeur de spectre inverse non linéaire,,2,0,16,,2,5,,,Operational,Original
bufr4/0/42/009,42,Classe 42 Éléments océanographiques,042009,Référence pour la partition des cellules,,0,0,8,,0,3,,,Operational,Original
bufr4/0/42/010,42,Classe 42 Éléments océanographiques,042010,Nombre de partitions,,0,1,4,,0,2,,,Operational,Original
bufr4/0/42/011,42,Classe 42 Éléments océanographiques,042011,a1 coefficient de la série de Fourier du spectre directionnel,,4,-20000,15,,4,6,,,Operational,Original
bufr4/0/42/012,42,Classe 42 Éléments océanographiques,042012,b1 coefficient de la série de Fourier du spectre directionnel,,4,-20000,15,,4,6,,,Operational,Original
bufr4/0/42/013,42,Classe 42 Éléments océanographiques,042013,a2 coefficient de la série de Fourier du spectre directionnel,,4,-20000,15,,4,6,,,Operational,Original
bufr4/0/42/014,42,Classe 42 Éléments océanographiques,042014,b2 coefficient de la série de Fourier du spectre directionnel,,4,-20000,15,,4,6,,,Operational,Original
bufr4/0/42/015,42,Classe 42 Éléments océanographiques,042015,Facteur de contrôle K,,2,0,12,,2,4,,,Operational,Original
bufr4/0/42/016,42,Classe 42 Éléments océanographiques,042016,Densité potentielle de l'eau de mer référencée à la surface de la mer,kg m-3,5,-10000000,24,kg m-3,5,9,,,Operational,AI Translator: MCP
bufr4/0/42/017,42,Classe 42 Éléments océanographiques,042017,Indicateur de qualité de la correction de l'altimètre du spectre de la houle,Code table,0,0,4,Code table,0,2,,,Operational,AI Translator: MCP
bufr4/0/42/018,42,Classe 42 Éléments océanographiques,042018,Indicateur de qualité de la correction de l'altimètre pour chaque partition du spectre de la houle,Code table,0,0,4,Code table,0,4,,,Operational,AI Translator: MCP
