Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/02/001/0,002001,Type de station,0,Station automatique,,,,,Operational
bufr4/0/02/001/1,002001,Type de station,1,Station dotée de personnel,,,,,Operational
bufr4/0/02/001/2,002001,Type de station,2,Station mixte: automatique et dotée de personnel,,,,,Operational
bufr4/0/02/001/3,002001,Type de station,3,Valeur manquante,,,,,Operational
bufr4/0/02/002,002002,Type d'instrument pour la mesure du vent,,Type d'instrument et unités initiales pour la mesure du vent (en m s-¹ sauf indication contraire),,,,,Operational
bufr4/0/02/002/1,002002,Type d'instrument pour la mesure du vent,1,Instruments homologués,,,,,Operational
bufr4/0/02/002/2,002002,Type d'instrument pour la mesure du vent,2,Mesuré initialement en nœuds,,,,,Operational
bufr4/0/02/002/3,002002,Type d'instrument pour la mesure du vent,3,Mesuré initialement en km h-¹,,,,,Operational
bufr4/0/02/002/4-bits-mis-à-1,002002,Type d'instrument pour la mesure du vent,4 bits mis à 1,Valeur manquante,,,,,Operational
bufr4/0/02/003/0,002003,Type d'équipement de mesure utilisé,0,Instruments de mesure de la pression associés à l'équipement de mesure du vent,,,,,Operational
bufr4/0/02/003/1,002003,Type d'équipement de mesure utilisé,1,Théodolite optique,,,,,Operational
bufr4/0/02/003/2,002003,Type d'équipement de mesure utilisé,2,Radiothéodolite,,,,,Operational
bufr4/0/02/003/3,002003,Type d'équipement de mesure utilisé,3,Radar,,,,,Operational
bufr4/0/02/003/4,002003,Type d'équipement de mesure utilisé,4,Système Oméga en ondes myriamétriques,,,,,Operational
bufr4/0/02/003/5,002003,Type d'équipement de mesure utilisé,5,Loran-C,,,,,Operational
bufr4/0/02/003/6,002003,Type d'équipement de mesure utilisé,6,Profileur de vent,,,,,Operational
bufr4/0/02/003/7,002003,Type d'équipement de mesure utilisé,7,Localisation par satellite,,,,,Operational
bufr4/0/02/003/8,002003,Type d'équipement de mesure utilisé,8,Système de sondage radio-acoustique (RASS),,,,,Operational
bufr4/0/02/003/9,002003,Type d'équipement de mesure utilisé,9,Sodar,,,,,Operational
bufr4/0/02/003/10,002003,Type d'équipement de mesure utilisé,10,Lidar,,,,,Operational
bufr4/0/02/003/11-13,002003,Type d'équipement de mesure utilisé,11-13,En réserve,,,,,Operational
bufr4/0/02/003/14,002003,Type d'équipement de mesure utilisé,14,"Instruments de mesure de la pression associés à l'équipement de mesure du vent, mais les instruments de mesure de la pression sont tombés en panne pendant la montée",,,,,Operational
bufr4/0/02/003/15,002003,Type d'équipement de mesure utilisé,15,Valeur manquante,,,,,Operational
bufr4/0/02/004/0,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,0,Bac ouvert américain (non couvert),Évaporation,,,,Operational
bufr4/0/02/004/1,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,1,Bac ouvert américain (couvert d'un treillis),Évaporation,,,,Operational
bufr4/0/02/004/2,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,2,Evaporomètre GGI-3000 (bac enterré),Évaporation,,,,Operational
bufr4/0/02/004/3,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,3,Bassin de 20 m²,Évaporation,,,,Operational
bufr4/0/02/004/4,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,4,Autres instruments,Évaporation,,,,Operational
bufr4/0/02/004/5,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,5,Riz,Évapotranspiration,,,,Operational
bufr4/0/02/004/6,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,6,Blé,Évapotranspiration,,,,Operational
bufr4/0/02/004/7,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,7,Maïs,Évapotranspiration,,,,Operational
bufr4/0/02/004/8,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,8,Sorgho,Évapotranspiration,,,,Operational
bufr4/0/02/004/9,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,9,Autres cultures,Évapotranspiration,,,,Operational
bufr4/0/02/004/10-14,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,10-14,En réserve,,,,,Operational
bufr4/0/02/004/15,002004,Type d'instrument utilisé pour la mesure de l'évaporation ou type de culture pour lequel est indiquée l'évapotranspiration,15,Valeur manquante,,,,,Operational
bufr4/0/02/007/0,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,0,En réserve,,,,,Operational
bufr4/0/02/007/1,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,1,Codeur rotatif et flotteur,,,,,Operational
bufr4/0/02/007/2,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,2,Ultrasons,,,,,Operational
bufr4/0/02/007/3,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,3,Radar,,,,,Operational
bufr4/0/02/007/4,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,4,Pression (transducteur unique),,,,,Operational
bufr4/0/02/007/5,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,5,Pression (transducteur multiple),,,,,Operational
bufr4/0/02/007/6,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,6,Pression (puits de limnigraphe),,,,,Operational
bufr4/0/02/007/7,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,7,Pression (système «bulle à bulle»),,,,,Operational
bufr4/0/02/007/8,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,8,Acoustique (tube de sonde),,,,,Operational
bufr4/0/02/007/9,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,9,Acoustique (à l'air libre),,,,,Operational
bufr4/0/02/007/10-62,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,10-62,En réserve,,,,,Operational
bufr4/0/02/007/63,002007,Type de capteur pour les instruments de mesure de la hauteur d'eau,63,Valeur manquante,,,,,Operational
bufr4/0/02/008/0,002008,Type de plate-forme en mer,0,Plate-forme fixe,,,,,Operational
bufr4/0/02/008/1,002008,Type de plate-forme en mer,1,Navire de forage constituant une plate-forme mobile,,,,,Operational
bufr4/0/02/008/2,002008,Type de plate-forme en mer,2,Plate-forme à vérins,,,,,Operational
bufr4/0/02/008/3,002008,Type de plate-forme en mer,3,Plate-forme semi-submersible,,,,,Operational
bufr4/0/02/008/4,002008,Type de plate-forme en mer,4,"Unité flottante de production, stockage et déchargement (FPSO)",,,,,Operational
bufr4/0/02/008/5,002008,Type de plate-forme en mer,5,Bateau-feu,,,,,Operational
bufr4/0/02/008/6-14,002008,Type de plate-forme en mer,6-14,En réserve,,,,,Operational
bufr4/0/02/008/15,002008,Type de plate-forme en mer,15,Valeur manquante,,,,,Operational
bufr4/0/02/011,002011,Type de radiosonde,,,,,(Voir la table de code commune C-2 dans la Partie C/c.),,Operational
bufr4/0/02/012,002012,Méthode de calcul des données de radiosondage,,(À établir),,,,,Operational
