Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/42/001,42,Classe 42 Éléments océanographiques,042001,Direction dominante de la houle dans la partition du spectre,°,0,0,9,°,0,3,,,Operational
bufr4/0/42/002,42,Classe 42 Éléments océanographiques,042002,Hauteur significative de la houle dans la partition du spectre,m,1,0,9,m,1,3,,,Operational
bufr4/0/42/003,42,Classe 42 Éléments océanographiques,042003,Longueur d'onde dominante de la houle dans la partition du spectre,m,2,100,17,m,2,6,,,Operational
bufr4/0/42/004,42,Classe 42 Éléments océanographiques,042004,Degré de confiance pour l'inversion concernant chaque partition du spectre de la houle,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/42/005,42,Classe 42 Éléments océanographiques,042005,Facteur de suppression d'ambiguïté pour la partition du spectre de la houle,Numérique,5,-100000,18,Numérique,5,6,,,Operational
bufr4/0/42/006,42,Classe 42 Éléments océanographiques,042006,Âge des vagues,Numérique,2,1,8,Numérique,2,3,,,Operational
bufr4/0/42/007,42,Classe 42 Éléments océanographiques,042007,Plus courte longueur d'onde de la houle en résolution spectrale,m,2,0,16,m,2,5,,,Operational
bufr4/0/42/008,42,Classe 42 Éléments océanographiques,042008,Largeur de spectre inverse non linéaire,m,2,0,16,m,2,5,,,Operational
bufr4/0/42/009,42,Classe 42 Éléments océanographiques,042009,Référence pour la partition des cellules,Numérique,0,0,8,Numérique,0,3,,,Operational
bufr4/0/42/010,42,Classe 42 Éléments océanographiques,042010,Nombre de partitions,Numérique,0,1,4,Numérique,0,2,,,Operational
bufr4/0/42/011,42,Classe 42 Éléments océanographiques,042011,a1 coefficient de la série de Fourier du spectre directionnel,Numérique,4,-20000,15,Numérique,4,6,,,Operational
bufr4/0/42/012,42,Classe 42 Éléments océanographiques,042012,b1 coefficient de la série de Fourier du spectre directionnel,Numérique,4,-20000,15,Numérique,4,6,,,Operational
bufr4/0/42/013,42,Classe 42 Éléments océanographiques,042013,a2 coefficient de la série de Fourier du spectre directionnel,Numérique,4,-20000,15,Numérique,4,6,,,Operational
bufr4/0/42/014,42,Classe 42 Éléments océanographiques,042014,b2 coefficient de la série de Fourier du spectre directionnel,Numérique,4,-20000,15,Numérique,4,6,,,Operational
bufr4/0/42/015,42,Classe 42 Éléments océanographiques,042015,Facteur de contrôle K,Numérique,2,0,12,Numérique,2,4,,,Operational
