Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status,translated_by
bufr4/0/42/004/0,042004,Degré de confiance pour l'inversion concernant chaque partition du spectre de la houle,0,Direction des vagues résolue,,,,,Operational,Original
bufr4/0/42/004/1,042004,Degré de confiance pour l'inversion concernant chaque partition du spectre de la houle,1,Ambiguïté de 180 degrés non résolue,,,,,Operational,Original
bufr4/0/42/004/2-14,042004,Degré de confiance pour l'inversion concernant chaque partition du spectre de la houle,2-14,En réserve,,,,,Operational,Original
bufr4/0/42/004/15,042004,Degré de confiance pour l'inversion concernant chaque partition du spectre de la houle,15,Valeur manquante,,,,,Operational,Original
bufr4/0/42/017/0,042017,Indicateur de qualité de la correction de l'altimètre du spectre de la houle,0,Bonne,,,,,Operational,AI Translator: MCP
bufr4/0/42/017/1,042017,Indicateur de qualité de la correction de l'altimètre du spectre de la houle,1,Moyen,,,,,Operational,AI Translator: MCP
bufr4/0/42/017/2,042017,Indicateur de qualité de la correction de l'altimètre du spectre de la houle,2,Bas,,,,,Operational,AI Translator: MCP
bufr4/0/42/017/3,042017,Indicateur de qualité de la correction de l'altimètre du spectre de la houle,3,Pauvre,,,,,Operational,AI Translator: MCP
bufr4/0/42/017/4-14,042017,Indicateur de qualité de la correction de l'altimètre du spectre de la houle,4-14,En réserve,,,,,Operational,AI Translator: MCP
bufr4/0/42/017/15,042017,Indicateur de qualité de la correction de l'altimètre du spectre de la houle,15,Valeur manquante,,,,,Operational,AI Translator: MCP
bufr4/0/42/018/0,042018,Indicateur de qualité de la correction de l'altimètre pour chaque partition du spectre de la houle,0,Très bien,,,,,Operational,AI Translator: MCP
bufr4/0/42/018/1,042018,Indicateur de qualité de la correction de l'altimètre pour chaque partition du spectre de la houle,1,Bonne,,,,,Operational,AI Translator: MCP
bufr4/0/42/018/2,042018,Indicateur de qualité de la correction de l'altimètre pour chaque partition du spectre de la houle,2,Moyen,,,,,Operational,AI Translator: MCP
bufr4/0/42/018/3,042018,Indicateur de qualité de la correction de l'altimètre pour chaque partition du spectre de la houle,3,Bas,,,,,Operational,AI Translator: MCP
bufr4/0/42/018/4,042018,Indicateur de qualité de la correction de l'altimètre pour chaque partition du spectre de la houle,4,Pauvre,,,,,Operational,AI Translator: MCP
bufr4/0/42/018/5-14,042018,Indicateur de qualité de la correction de l'altimètre pour chaque partition du spectre de la houle,5-14,En réserve,,,,,Operational,AI Translator: MCP
bufr4/0/42/018/15,042018,Indicateur de qualité de la correction de l'altimètre pour chaque partition du spectre de la houle,15,Valeur manquante,,,,,Operational,AI Translator: MCP
