Id,FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
bufr4/0/01/003/0,001003,Région OMM/zone géographique,0,Antarctique,,,,,Operational
bufr4/0/01/003/1,001003,Région OMM/zone géographique,1,Région I,,,,,Operational
bufr4/0/01/003/2,001003,Région OMM/zone géographique,2,Région II,,,,,Operational
bufr4/0/01/003/3,001003,Région OMM/zone géographique,3,Région III,,,,,Operational
bufr4/0/01/003/4,001003,Région OMM/zone géographique,4,Région IV,,,,,Operational
bufr4/0/01/003/5,001003,Région OMM/zone géographique,5,Région V,,,,,Operational
bufr4/0/01/003/6,001003,Région OMM/zone géographique,6,Région VI,,,,,Operational
bufr4/0/01/003/7,001003,Région OMM/zone géographique,7,Valeur manquante,,,,,Operational
bufr4/0/01/007,001007,Indicateur d'identification du satellite,,,,,(Voir la table de code commune C-5 dans la Partie C/c.),,Operational
bufr4/0/01/024/0,001024,Source des données sur la vitesse du vent,0,Aucune donnée disponible sur la vitesse du vent,,,,,Operational
bufr4/0/01/024/1,001024,Source des données sur la vitesse du vent,1,Données AMSR-E,,,,,Operational
bufr4/0/01/024/2,001024,Source des données sur la vitesse du vent,2,Données TMI,,,,,Operational
bufr4/0/01/024/3,001024,Source des données sur la vitesse du vent,3,PNT: CEPMMT,,,,,Operational
bufr4/0/01/024/4,001024,Source des données sur la vitesse du vent,4,PNT: Met Office du Royaume-Uni,,,,,Operational
bufr4/0/01/024/5,001024,Source des données sur la vitesse du vent,5,PNT: NCEP,,,,,Operational
bufr4/0/01/024/6,001024,Source des données sur la vitesse du vent,6,Climatologie de référence,,,,,Operational
bufr4/0/01/024/7,001024,Source des données sur la vitesse du vent,7,Diffusiomètre embarqué à bord de satellites ERS,,,,,Operational
bufr4/0/01/024/8-30,001024,Source des données sur la vitesse du vent,8-30,En réserve pour un usage futur,,,,,Operational
bufr4/0/01/024/31,001024,Source des données sur la vitesse du vent,31,Valeur manquante,,,,,Operational
bufr4/0/01/028/0,001028,Source des données sur l'épaisseur optique des aérosols,0,Aucune donnée disponible sur l'épaisseur optique des aérosols,,,,,Operational
bufr4/0/01/028/1,001028,Source des données sur l'épaisseur optique des aérosols,1,NESDIS,,,,,Operational
bufr4/0/01/028/2,001028,Source des données sur l'épaisseur optique des aérosols,2,NAVOCEANO,,,,,Operational
bufr4/0/01/028/3,001028,Source des données sur l'épaisseur optique des aérosols,3,NAAPS,,,,,Operational
bufr4/0/01/028/4,001028,Source des données sur l'épaisseur optique des aérosols,4,MERIS,,,,,Operational
bufr4/0/01/028/5,001028,Source des données sur l'épaisseur optique des aérosols,5,AATSR,,,,,Operational
bufr4/0/01/028/6-30,001028,Source des données sur l'épaisseur optique des aérosols,6-30,En réserve pour un usage futur,,,,,Operational
bufr4/0/01/028/31,001028,Source des données sur l'épaisseur optique des aérosols,31,Valeur manquante,,,,,Operational
bufr4/0/01/029/0,001029,Source des données sur le flux radiatif solaire en surface,0,Aucune donnée disponible sur ce paramètre,,,,,Operational
bufr4/0/01/029/1,001029,Source des données sur le flux radiatif solaire en surface,1,MSG_SEVIRI,,,,,Operational
bufr4/0/01/029/2,001029,Source des données sur le flux radiatif solaire en surface,2,GOES Est,,,,,Operational
bufr4/0/01/029/3,001029,Source des données sur le flux radiatif solaire en surface,3,GOES Ouest,,,,,Operational
bufr4/0/01/029/4,001029,Source des données sur le flux radiatif solaire en surface,4,CEPMMT,,,,,Operational
bufr4/0/01/029/5,001029,Source des données sur le flux radiatif solaire en surface,5,NCEP,,,,,Operational
bufr4/0/01/029/6,001029,Source des données sur le flux radiatif solaire en surface,6,Met Office du Royaume-Uni,,,,,Operational
bufr4/0/01/029/7-30,001029,Source des données sur le flux radiatif solaire en surface,7-30,En réserve pour un usage futur,,,,,Operational
bufr4/0/01/029/31,001029,Source des données sur le flux radiatif solaire en surface,31,Valeur manquante,,,,,Operational
bufr4/0/01/031,001031,Identification du centre d'origine/de production,,,,,(Voir la table de code commune C-1 dans la Partie C/c.),,Operational
