Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status,translated_by
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08001,Bouée/plate-forme — fixe,,D01033,Bouée/plate-forme — fixe,"Identification, type, date/heure, position (précision élevée)",,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08001,Bouée/plate-forme — fixe,,D02011,Station à basse altitude,Message d'observation en surface de base,,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08001,Bouée/plate-forme — fixe,,B22042,Température de la mer/de l'eau,,,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08002,Bouée/plate-forme — fixe,,D01034,Bouée/plate-forme — fixe,"Identification, type, date/heure, position (faible précision)",,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08002,Bouée/plate-forme — fixe,,D02011,Station à basse altitude,Message d'observation en surface de base,,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08002,Bouée/plate-forme — fixe,,B22042,Température de la mer/de l'eau,,,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08003,(Bouée/plateforme - en mouvement) (voir Note 1),,D01035,Bouée/plate-forme — mobile,"Identification, déplacement, type, date/heure, position (faible précision)",,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08003,Bouée/plate-forme — mobile,,D02011,Station à basse altitude,Message d'observation en surface de base,,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08003,Bouée/plate-forme — mobile,,B22042,Température de la mer/de l'eau,,,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08004,Navire,,D01036,Navire,"Identification, déplacement, type, date/heure, position (faible précision)",,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08004,Navire,,D02011,Station à basse altitude,Message d'observation en surface de base,,Operational,AI Translator: MCP
08,Catégorie 08 — Séquences correspondant à des messages d'observation en surface (mer),D08004,Navire,,B22042,Température de la mer/de l'eau,,,Operational,AI Translator: MCP
