Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,Status,translated_by
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01001,Indicateur régional OMM et chiffre indicatif OMM de la station,,B01001,Indicateur régional OMM,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01001,Indicateur régional OMM et chiffre indicatif OMM de la station,,B01002,Chiffre indicatif OMM de la station,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01002,,,B01003,Région OMM/zone géographique,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01002,,,B01004,Sous-région OMM,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01002,,,B01005,Indicateur d’identification de la bouée ou de la plate-forme,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01003,Indicatif d'appel du navire et déplacement,,B01011,Indicateur d’identification du navire ou d’une station terrestre mobile,Indicatif d'appel du navire,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01003,Indicatif d'appel du navire et déplacement,,B01012,Direction de déplacement de la plate-forme d’observation mobile*,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01003,Indicatif d'appel du navire et déplacement,,B01013,Vitesse de déplacement de la plate-forme d’observation mobile*,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01004,Identification de la station d'observation en surface,,B01001,Indicateur régional OMM,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01004,Identification de la station d'observation en surface,,B01002,Chiffre indicatif OMM de la station,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01004,Identification de la station d'observation en surface,,B01015,Nom de la station ou du site,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01004,Identification de la station d'observation en surface,,B02001,Type de station,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01005,Centre d'origine/centre secondaire,,B01035,Centre d’origine/de production,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01005,Centre d'origine/centre secondaire,,B01034,Identification du centre secondaire d’origine/de production,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01011,"et trajectoire et évolution prévues) Année, mois, jour",,B04001,Année,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01011,"et trajectoire et évolution prévues) Année, mois, jour",,B04002,Mois,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01011,"et trajectoire et évolution prévues) Année, mois, jour",,B04003,Jour,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01012,"Heure, minute",,B04004,Heure,,,Operational,AI Translator: MCP
01,Catégorie 01 — Séquences correspondant à la position et à l'identification,D01012,"Heure, minute",,B04005,Minute,,,Operational,AI Translator: MCP
