Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/11/001,11,Classe 11 – Vent et turbulence,011001,Direction du vent,,0,0,9,,0,3,,,Operational,Original
bufr4/0/11/002,11,Classe 11 – Vent et turbulence,011002,Vitesse du vent,,1,0,12,,1,4,,,Operational,Original
bufr4/0/11/003,11,Classe 11 – Vent et turbulence,011003,Composante u,,1,-4096,13,,1,4,,,Operational,Original
bufr4/0/11/004,11,Classe 11 – Vent et turbulence,011004,Composante v,,1,,13,,1,4,,,Operational,Original
bufr4/0/11/005,11,Classe 11 – Vent et turbulence,011005,Composante w,,1,-512,10,,1,4,,,Operational,Original
bufr4/0/11/006,11,Classe 11 – Vent et turbulence,011006,Composante w,,2,-4096,13,,2,4,,,Operational,Original
bufr4/0/11/007,11,Classe 11 – Vent et turbulence,011007,Direction du vent relatif (en degrés par rapport à la position de la proue),,0,0,9,,0,3,,,Operational,Original
bufr4/0/11/008,11,Classe 11 – Vent et turbulence,011008,Vitesse du vent relatif,,1,0,12,,1,4,,,Operational,Original
bufr4/0/11/010,11,Classe 11 – Vent et turbulence,011010,Direction du vent associée à la vitesse du vent qui suit,,0,0,9,,0,3,,,Operational,Original
bufr4/0/11/011,11,Classe 11 – Vent et turbulence,011011,Direction du vent à 10 m,,0,0,9,,0,3,,,Operational,Original
bufr4/0/11/012,11,Classe 11 – Vent et turbulence,011012,Vitesse du vent à 10 m,,1,0,12,,1,4,,,Operational,Original
bufr4/0/11/013,11,Classe 11 – Vent et turbulence,011013,Direction du vent à 5 m,,0,0,9,,0,3,,,Operational,Original
bufr4/0/11/014,11,Classe 11 – Vent et turbulence,011014,Vitesse du vent à 5 m,,1,0,12,,1,4,,,Operational,Original
bufr4/0/11/016,11,Classe 11 – Vent et turbulence,011016,Direction du vent extrême dans le sens contraire des aiguilles d'une montre (vent variable),,0,0,9,,0,3,,,Operational,Original
bufr4/0/11/017,11,Classe 11 – Vent et turbulence,011017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),,0,0,9,,0,3,,,Operational,Original
bufr4/0/11/019,11,Classe 11 – Vent et turbulence,011019,Stabilité du vent,,0,0,7,,0,3,(voir note 6),147,Operational,Original
bufr4/0/11/021,11,Classe 11 – Vent et turbulence,011021,Tourbillon relatif,,9,-65536,17,,9,6,,,Operational,Original
bufr4/0/11/022,11,Classe 11 – Vent et turbulence,011022,Divergence,,9,-65536,17,,9,6,,,Operational,Original
bufr4/0/11/023,11,Classe 11 – Vent et turbulence,011023,Vitesse potentielle,,-2,-65536,17,,-2,6,,,Operational,Original
bufr4/0/11/024,11,Classe 11 – Vent et turbulence,011024,Composante u moyenne après la suppression du vortex,m/s,1,-4096,13,m/s,0,0,,,Operational,AI Translator: MCP
bufr4/0/11/025,11,Classe 11 – Vent et turbulence,011025,Composante moyenne v après la suppression du vortex,m/s,1,-4096,13,m/s,0,0,,,Operational,AI Translator: MCP
bufr4/0/11/030,11,Classe 11 – Vent et turbulence,011030,Degré de turbulence détaillé,,0,0,6,,0,2,,,Operational,Original
bufr4/0/11/031,11,Classe 11 – Vent et turbulence,011031,Degré de turbulence,,0,0,4,,0,2,,,Operational,Original
bufr4/0/11/032,11,Classe 11 – Vent et turbulence,011032,Hauteur de la base de la turbulence,,-1,-40,16,,-1,5,,,Operational,Original
bufr4/0/11/033,11,Classe 11 – Vent et turbulence,011033,Hauteur du sommet de la turbulence,,-1,-40,16,,-1,5,,,Operational,Original
bufr4/0/11/034,11,Classe 11 – Vent et turbulence,011034,Vitesse des rafales verticales,,1,-1024,11,,1,4,,,Operational,Original
bufr4/0/11/035,11,Classe 11 – Vent et turbulence,011035,Accélération des rafales verticales,,2,-8192,14,,2,5,,,Operational,Original
bufr4/0/11/036,11,Classe 11 – Vent et turbulence,011036,Équivalent maximal dérivé de la vitesse des rafales verticales,,1,0,10,,1,4,,,Operational,Original
bufr4/0/11/037,11,Classe 11 – Vent et turbulence,011037,Indice de turbulence,,0,0,6,,0,2,,,Operational,Original
bufr4/0/11/038,11,Classe 11 – Vent et turbulence,011038,Heure du taux maximal de dissipation des tourbillons,,0,0,5,,0,2,,,Operational,Original
bufr4/0/11/039,11,Classe 11 – Vent et turbulence,011039,Étalement dans le temps de l'apparition du taux maximal de dissipation des tourbillons,,0,0,6,,0,2,,,Operational,Original
bufr4/0/11/040,11,Classe 11 – Vent et turbulence,011040,Vitesse maximale du vent (vent moyen),,1,0,12,,1,4,,,Operational,Original
bufr4/0/11/041,11,Classe 11 – Vent et turbulence,011041,Vitesse de la rafale maximale,,1,0,12,,1,4,,,Operational,Original
