Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/05/001/1/011001,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305001,(Mesure unique SADC-HYCOS),,011001,Direction du vent,,,,Operational
bufr4/3/05/001/2/011002,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305001,(Mesure unique SADC-HYCOS),,011002,Vitesse du vent,,,,Operational
bufr4/3/05/001/3/013060,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305001,(Mesure unique SADC-HYCOS),,013060,Précipitations totales cumulées,,,,Operational
bufr4/3/05/001/4/013071,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305001,(Mesure unique SADC-HYCOS),,013071,Niveau d'eau en amont,,,,Operational
bufr4/3/05/002/1/301012,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,301012,"Heure, minute",,,,Operational
bufr4/3/05/002/2/012001,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,012001,Température/température de l'air,,,,Operational
bufr4/3/05/002/3/013003,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013003,Humidité relative,,,,Operational
bufr4/3/05/002/4/014051,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,014051,"Rayonnement solaire direct, intégré au cours de la dernière heure",,,,Operational
bufr4/3/05/002/5/013060,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013060,Précipitations totales cumulées,,,,Operational
bufr4/3/05/002/6/013072,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013072,Niveau d'eau en aval,,,,Operational
bufr4/3/05/002/7/013080,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013080,pH de l'eau,,,,Operational
bufr4/3/05/002/8/013081,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013081,Conductivité de l'eau,,,,Operational
bufr4/3/05/002/9/013082,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013082,Température de l'eau,,,,Operational
bufr4/3/05/002/10/013083,05,Catégorie 05 — Séquences météorologiques ou hydrologiques communes aux observations hydrologiques,305002,(Mesure de l'environnement SADC-HYCOS),,013083,Oxygène dissous,,,,Operational
