Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/11/001,11,Classe 11 – Vent et turbulence,011001,Direction du vent,degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/002,11,Classe 11 – Vent et turbulence,011002,Vitesse du vent,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/003,11,Classe 11 – Vent et turbulence,011003,Composante u,m s-1,1,-4096,13,m s-1,1,4,,,Operational
bufr4/0/11/004,11,Classe 11 – Vent et turbulence,011004,Composante v,m s-1,1,,13,m s-1,1,4,,,Operational
bufr4/0/11/005,11,Classe 11 – Vent et turbulence,011005,Composante w,Pa s-1,1,-512,10,Pa s-1,1,4,,,Operational
bufr4/0/11/006,11,Classe 11 – Vent et turbulence,011006,Composante w,m s-1,2,-4096,13,m s-1,2,4,,,Operational
bufr4/0/11/007,11,Classe 11 – Vent et turbulence,011007,Direction du vent relatif (en degrés par rapport à la position de la proue),°,0,0,9,°,0,3,,,Operational
bufr4/0/11/008,11,Classe 11 – Vent et turbulence,011008,Vitesse du vent relatif,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/010,11,Classe 11 – Vent et turbulence,011010,Direction du vent associée à la vitesse du vent qui suit,degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/011,11,Classe 11 – Vent et turbulence,011011,Direction du vent à 10 m,degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/012,11,Classe 11 – Vent et turbulence,011012,Vitesse du vent à 10 m,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/013,11,Classe 11 – Vent et turbulence,011013,Direction du vent à 5 m,degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/014,11,Classe 11 – Vent et turbulence,011014,Vitesse du vent à 5 m,m s-1,1,0,12,m s-1,1,4,,,Operational
bufr4/0/11/016,11,Classe 11 – Vent et turbulence,011016,Direction du vent extrême dans le sens contraire des aiguilles d'une montre (vent variable),degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/017,11,Classe 11 – Vent et turbulence,011017,Direction du vent extrême dans le sens des aiguilles d'une montre (vent variable),degré vrai,0,0,9,degré vrai,0,3,,,Operational
bufr4/0/11/019,11,Classe 11 – Vent et turbulence,011019,Stabilité du vent,%,0,0,7,%,0,3,(voir note 6),6,Operational
bufr4/0/11/021,11,Classe 11 – Vent et turbulence,011021,Tourbillon relatif,s-1,9,-65536,17,s-1,9,6,,,Operational
bufr4/0/11/022,11,Classe 11 – Vent et turbulence,011022,Divergence,s-1,9,-65536,17,s-1,9,6,,,Operational
bufr4/0/11/023,11,Classe 11 – Vent et turbulence,011023,Vitesse potentielle,m² s-1,-2,-65536,17,m² s-1,-2,6,,,Operational
bufr4/0/11/030,11,Classe 11 – Vent et turbulence,011030,Degré de turbulence détaillé,Table de code,0,0,6,Table de code,0,2,,,Operational
bufr4/0/11/031,11,Classe 11 – Vent et turbulence,011031,Degré de turbulence,Table de code,0,0,4,Table de code,0,2,,,Operational
bufr4/0/11/032,11,Classe 11 – Vent et turbulence,011032,Hauteur de la base de la turbulence,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/11/033,11,Classe 11 – Vent et turbulence,011033,Hauteur du sommet de la turbulence,m,-1,-40,16,m,-1,5,,,Operational
bufr4/0/11/034,11,Classe 11 – Vent et turbulence,011034,Vitesse des rafales verticales,m s-1,1,-1024,11,m s-1,1,4,,,Operational
