Id,Category,CategoryOfSequences_fr,FXY1,Title_fr,SubTitle_fr,FXY2,ElementName_fr,ElementDescription_fr,Note_fr,noteIDs,Status
bufr4/3/07/001/1/301031,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307001,(Station à basse altitude),,301031,"Identification et type de station, date/heure, position (précision élevée), hauteur de la station",,,,Operational
bufr4/3/07/001/2/302011,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307001,(Station à basse altitude),,302011,Station à basse altitude,Message d'observation en surface de base,,,Operational
bufr4/3/07/002/1/301032,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307002,(Station à basse altitude),,301032,"Identification et type de station, date/heure, position (faible précision), hauteur de la station",,,,Operational
bufr4/3/07/002/2/302011,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307002,(Station à basse altitude),,302011,Station à basse altitude,Message d'observation en surface de base,,,Operational
bufr4/3/07/003/1/307001,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307003,(Station à basse altitude),,307001,Station à basse altitude,Position (précision élevée) et message d'observation de base,,,Operational
bufr4/3/07/003/2/101000,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307003,(Station à basse altitude),,101000,Répétition différée de 1 descripteur,,,,Operational
bufr4/3/07/003/3/031001,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307003,(Station à basse altitude),,031001,Facteur de répétition différée du descripteur,,,,Operational
bufr4/3/07/003/4/302005,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307003,(Station à basse altitude),,302005,Couche nuageuse,,,,Operational
bufr4/3/07/004/1/307002,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307004,(Station à basse altitude),,307002,Station à basse altitude,Position (faible précision) et message d'observation de base,,,Operational
bufr4/3/07/004/2/101000,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307004,(Station à basse altitude),,101000,Répétition différée de 1 descripteur,,,,Operational
bufr4/3/07/004/3/031001,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307004,(Station à basse altitude),,031001,Facteur de répétition différée du descripteur,,,,Operational
bufr4/3/07/004/4/302005,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307004,(Station à basse altitude),,302005,Couche nuageuse,,,,Operational
bufr4/3/07/005/1/307001,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307005,(Station à basse altitude),,307001,Station à basse altitude,Position (précision élevée) et message d'observation de base,,,Operational
bufr4/3/07/005/2/101004,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307005,(Station à basse altitude),,101004,Répéter 1 descripteur 4 fois,,,,Operational
bufr4/3/07/005/3/302005,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307005,(Station à basse altitude),,302005,Couche nuageuse,4 couches,,,Operational
bufr4/3/07/006/1/307002,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307006,(Station à basse altitude),,307002,Station à basse altitude,Position (faible précision) et message d'observation de base,,,Operational
bufr4/3/07/006/2/101004,07,Catégorie 07 — Séquences correspondant à des messages d'observation en surface (terre),307006,(Station à basse altitude),,101004,Répéter 1 descripteur 4 fois,,,,Operational
