Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit_fr,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_fr,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status
bufr4/0/27/001,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027001,Latitude (précision élevée),°,5,-9000000,25,°,5,7,,,Operational
bufr4/0/27/002,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027002,Latitude (faible précision),°,2,-9000,15,°,2,4,,,Operational
bufr4/0/27/003,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027003,Autre latitude possible (faible précision),°,2,-9000,15,°,2,4,,,Operational
bufr4/0/27/004,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027004,Autre latitude possible (précision élevée),°,5,-9000000,25,°,5,7,,,Operational
bufr4/0/27/010,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027010,Axe de l'empreinte 1,m,-1,0,14,m,-1,5,,,Operational
bufr4/0/27/020,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027020,Compteur de position des satellites,Numérique,0,0,16,Numérique,0,5,,,Operational
bufr4/0/27/021,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027021,Dimension de sous-position des satellites,Numérique,0,0,16,Numérique,0,5,,,Operational
bufr4/0/27/031,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027031,"En direction d'une longitude de 0°, distance à partir du centre de la Terre",m,2,-1073741824,31,m,2,10,,,Operational
bufr4/0/27/079,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027079,Largeur horizontale du volume échantillonné,m,0,0,18,m,0,6,,,Operational
bufr4/0/27/080,27,Classe 27 Position d'éléments autres que des coordonnées (horizontale – 1),027080,Azimut de la visée,degré vrai,2,0,16,degré vrai,0,5,,,Operational
