Id,ClassNo,ClassName_fr,FXY,ElementName_fr,BUFR_Unit,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit,CREX_Scale,CREX_DataWidth_Char,Note_fr,noteIDs,Status,translated_by
bufr4/0/03/001,03,Classe 03 — Instruments BUFR/CREX,003001,Type de station d’observation en surface,,0,0,5,,0,2,,,Operational,Original
bufr4/0/03/003,03,Classe 03 — Instruments BUFR/CREX,003003,Boîtier du thermomètre/de l’hygromètre,,0,0,4,,0,2,,,Operational,Original
bufr4/0/03/004,03,Classe 03 — Instruments BUFR/CREX,003004,Type d’abri/de protection contre le rayonnement,,0,0,4,,0,2,,,Operational,Original
bufr4/0/03/005,03,Classe 03 — Instruments BUFR/CREX,003005,Largeur de l’abri ou de la protection sur le plan horizontal (x),,3,0,16,,3,5,,,Operational,Original
bufr4/0/03/006,03,Classe 03 — Instruments BUFR/CREX,003006,Profondeur de l’abri ou de la protection sur le plan horizontal (y),,3,0,16,,3,5,,,Operational,Original
bufr4/0/03/007,03,Classe 03 — Instruments BUFR/CREX,003007,Hauteur de l’abri ou de la protection sur le plan vertical (z),,3,0,16,,3,5,,,Operational,Original
bufr4/0/03/008,03,Classe 03 — Instruments BUFR/CREX,003008,Abri ou protection avec ventilation artificielle,,0,0,3,,0,1,,,Operational,Original
bufr4/0/03/009,03,Classe 03 — Instruments BUFR/CREX,003009,Volume de ventilation forcée au moment de l’observation,,1,0,9,,1,3,,,Operational,Original
bufr4/0/03/010,03,Classe 03 — Instruments BUFR/CREX,003010,Méthode de mesure du courant en mer ou dans une autre masse d’eau,,0,0,4,,0,2,,,Operational,Original
bufr4/0/03/011,03,Classe 03 — Instruments BUFR/CREX,003011,Méthode de calcul de la profondeur,,0,0,2,,0,1,,,Operational,Original
bufr4/0/03/012,03,Classe 03 — Instruments BUFR/CREX,003012,Type d’instrument/capteur de mesure de l’oxygène dissous,,0,0,4,,0,2,,,Operational,Original
bufr4/0/03/016,03,Classe 03 — Instruments BUFR/CREX,003016,Position des capteurs routiers,,0,0,4,,0,2,,,Operational,Original
bufr4/0/03/017,03,Classe 03 — Instruments BUFR/CREX,003017,Précisions sur le type de station,,0,0,6,,0,2,,,Operational,Original
bufr4/0/03/018,03,Classe 03 — Instruments BUFR/CREX,003018,Type de route,,0,0,5,,0,2,,,Operational,Original
bufr4/0/03/019,03,Classe 03 — Instruments BUFR/CREX,003019,Type de construction,,0,0,4,,0,2,,,Operational,Original
bufr4/0/03/020,03,Classe 03 — Instruments BUFR/CREX,003020,Matériau du boîtier du thermomètre/ de l’hygromètre,,0,0,3,,0,1,,,Operational,Original
bufr4/0/03/021,03,Classe 03 — Instruments BUFR/CREX,003021,Chauffage de l’hygromètre,,0,0,2,,0,1,,,Operational,Original
bufr4/0/03/022,03,Classe 03 — Instruments BUFR/CREX,003022,Propriétaire de l’instrument,,0,0,3,,0,1,,,Operational,Original
bufr4/0/03/023,03,Classe 03 — Instruments BUFR/CREX,003023,Configuration des persiennes de l’abri pour thermomètre/hygromètre,,0,0,3,,0,1,,,Operational,Original
bufr4/0/03/024,03,Classe 03 — Instruments BUFR/CREX,003024,Coefficient psychrométrique,,6,0,10,,6,3,,,Operational,Original
bufr4/0/03/025,03,Classe 03 — Instruments BUFR/CREX,003025,Largeur de l’empreinte au sol dans la direction de visée,,0,5000,16,,0,5,,,Operational,Original
bufr4/0/03/026,03,Classe 03 — Instruments BUFR/CREX,003026,Largeur de l’empreinte au sol dans la direction azimutale,,0,5000,16,,0,5,,,Operational,Original
bufr4/0/03/027,03,Classe 03 — Instruments BUFR/CREX,003027,Type de suspension,,0,0,4,,0,2,,,Operational,Original
bufr4/0/03/028,03,Classe 03 — Instruments BUFR/CREX,003028,Technique de mesure de l’équivalent en eau de la neige,,0,0,6,,0,2,,,Operational,Original
bufr4/0/03/029,03,Classe 03 — Instruments BUFR/CREX,003029,Swath,Code table,0,0,3,Code table,0,1,,,Operational,AI Translator: MCP
bufr4/0/03/030,03,Classe 03 — Instruments BUFR/CREX,003030,Statut de l'antenne,Code table,0,0,3,Code table,0,1,,,Operational,AI Translator: MCP
bufr4/0/03/031,03,Classe 03 — Instruments BUFR/CREX,003031,"bande, full width half maximum (FWHM)",m,11,0,16,m,11,13,,,Operational,AI Translator: MCP
bufr4/0/03/032,03,Classe 03 — Instruments BUFR/CREX,003032,canal,Hz,-6,0,26,Hz,-6,10,,,Operational,AI Translator: MCP
bufr4/0/03/033,03,Classe 03 — Instruments BUFR/CREX,003033,bande,Hz,-6,0,26,Hz,-6,10,,,Operational,AI Translator: MCP
bufr4/0/03/034,03,Classe 03 — Instruments BUFR/CREX,003034,canal,m,9,0,16,m,9,5,,,Operational,AI Translator: MCP
